name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,6.0,1.1781,0.00815,0.00341,-0.0972,0.2916,0.7153
n64212.dat,6.0,0.8393,0.0093,0.00373,-0.0419,0.0004,0.7624
jx-gs-04.dat,6.0,0.7914,0.00707,0.00247,-0.0143,0.0435,1.0
r1082.dat,6.0,1.0571,0.00564,0.00204,-0.0782,0.4692,0.7759
giiik.dat,6.0,0.8102,0.00776,0.00286,-0.0197,0.0251,1.0
goe448.dat,6.0,1.4757,0.02461,0.01718,-0.19,0.002,0.0702
fx75vg166.dat,6.0,0.8864,0.00839,0.00403,-0.0468,0.2623,0.7891
goe400.dat,6.0,,,,,,
goe587.dat,6.0,,,,,,
s5020.dat,6.0,0.8163,0.00628,0.00204,-0.0028,0.1437,1.0
kc135c.dat,6.0,0.8063,0.00801,0.00313,-0.0214,0.0244,0.986
ah93k131.dat,6.0,0.9138,0.00717,0.00347,-0.0363,0.3166,0.9865
aquilasm.dat,6.0,1.063,0.00672,0.00243,-0.0663,0.2124,1.0
sm701.dat,6.0,,,,,,
mh22.dat,6.0,0.7839,0.01238,0.00842,-0.0141,0.0045,1.0
e221.dat,6.0,0.8267,0.00746,0.00273,-0.0185,0.0503,0.9989
naca2415.dat,6.0,0.9077,0.00757,0.00308,-0.0471,0.1614,0.9733
oa213.dat,6.0,0.895,0.00755,0.00307,-0.0143,0.1563,0.9476
goe436.dat,6.0,,,,,,
fx63143.dat,6.0,0.9801,0.01119,0.00423,-0.0554,0.0486,0.1377
eh0009.dat,6.0,0.6596,0.00756,0.00297,0.0027,0.0064,0.9924
mh83.dat,6.0,,,,,,
fx71089a.dat,6.0,0.6861,0.00777,0.00325,0.0026,0.0342,0.9946
goe241.dat,6.0,1.5884,0.02077,0.01377,-0.1963,0.0006,0.4681
e343.dat,6.0,0.9134,0.00646,0.00244,-0.0125,0.2976,0.9031
goe81.dat,6.0,,,,,,
goe775.dat,6.0,0.6534,0.00797,0.00289,0.0032,0.1854,0.6823
glennmartin2.dat,6.0,,,,,,
naca64a410.dat,6.0,0.9908,0.00923,0.0041,-0.0785,0.0103,1.0
s4095.dat,6.0,0.9837,0.01174,0.00696,-0.0587,0.114,1.001
goe450.dat,6.0,,,,,,
n10.dat,6.0,1.253,0.01025,0.00495,-0.0847,0.0544,1.0001
mh113.dat,6.0,1.5145,0.00853,0.00433,-0.1847,0.3245,1.0
s3010.dat,6.0,0.9768,0.00694,0.00255,-0.0535,0.1545,1.0
curtisc72.dat,6.0,1.3286,0.01013,0.00502,-0.0974,0.0814,1.0
ui1720.dat,6.0,,,,,,
e678.dat,6.0,1.2543,0.01081,0.0058,-0.1562,0.2426,0.7561
mh45.dat,6.0,0.7885,0.0066,0.00229,-0.0082,0.1126,1.0
sg6050.dat,6.0,1.1078,0.00735,0.00323,-0.0975,0.3011,0.9192
e387.dat,6.0,1.0469,0.00924,0.00397,-0.0776,0.0069,1.0
clarkx.dat,6.0,,,,,,
fx73cl3152.dat,6.0,1.5213,0.00858,0.00375,-0.1699,0.3347,0.5495
giiia.dat,6.0,0.6136,0.00801,0.00312,0.0231,0.0016,0.9644
raf89.dat,6.0,0.4405,0.01225,0.00649,0.0379,0.1259,0.5728
psu94097.dat,6.0,1.1807,0.00858,0.00366,-0.1141,0.1101,1.0
marske1.dat,6.0,0.7236,0.00652,0.00231,0.0395,0.1855,0.9157
e1210.dat,6.0,1.2399,0.00756,0.00329,-0.0909,0.2403,1.0
goe596.dat,6.0,1.0478,0.00977,0.00444,-0.0722,0.0013,1.0
naca661212.dat,6.0,0.7948,0.00912,0.00368,-0.0365,0.0124,0.7893
e216.dat,6.0,1.4525,0.01086,0.0053,-0.1951,0.0862,0.8711
fg4.dat,6.0,1.2388,0.0122,0.00669,-0.0898,0.0381,1.0
rg15.dat,6.0,0.9189,0.00824,0.00328,-0.0572,0.0205,1.0
fx76mp120.dat,6.0,1.5721,0.00786,0.00401,-0.2062,0.3958,1.0
naca1408.dat,6.0,0.7882,0.00766,0.00298,-0.0256,0.0233,1.0
e197.dat,6.0,0.978,0.00724,0.00292,-0.065,0.1857,0.998
ag24.dat,6.0,0.9678,0.00804,0.00316,-0.0648,0.0403,1.0
hor12.dat,6.0,1.1842,0.01103,0.00544,-0.1128,0.0009,0.9995
goe493.dat,6.0,0.9367,0.0107,0.00542,-0.0708,0.0011,0.9977
e184.dat,6.0,0.714,0.008,0.00346,0.0048,0.0033,1.0
e582.dat,6.0,1.2113,0.00756,0.00323,-0.1196,0.3286,0.7932
n66021.dat,6.0,0.4192,0.01021,0.0053,0.0393,0.1848,0.6979
ag455ct02r.dat,6.0,0.855,0.00724,0.00258,-0.0293,0.0462,1.0
e580.dat,6.0,1.2183,0.01266,0.00608,-0.1366,0.0008,0.5712
m1.dat,6.0,,,,,,
vr15.dat,6.0,0.7756,0.00719,0.00257,-0.0071,0.0636,0.9992
lg10sc.dat,6.0,0.7849,0.00686,0.0024,-0.0089,0.1171,0.9931
usa41.dat,6.0,1.0825,0.01319,0.00832,-0.0863,0.0005,1.0
e226.dat,6.0,,,,,,
usa40b.dat,6.0,1.1387,0.01126,0.00525,-0.0842,0.0007,0.7823
goe498.dat,6.0,1.1819,0.01215,0.00585,-0.1092,0.0587,0.5674
c141f.dat,6.0,0.9703,0.00855,0.00352,-0.0659,0.0595,1.0
s3025.dat,6.0,1.0492,0.00792,0.00309,-0.0763,0.1024,1.0
goe683.dat,6.0,0.6177,0.01152,0.0064,0.0334,0.001,0.9666
fx74130wp2.dat,6.0,1.0849,0.01005,0.00474,-0.1003,0.0921,0.8238
