name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,9.5,1.5022,0.01014,0.00547,-0.0864,0.2545,0.7465
n64212.dat,9.5,1.1937,0.01288,0.00784,-0.0364,0.0003,0.9152
jx-gs-04.dat,9.5,1.156,0.01127,0.00666,-0.009,0.0039,1.0
r1082.dat,9.5,1.1806,0.01187,0.00699,-0.0317,0.1653,0.7966
giiik.dat,9.5,1.1607,0.0118,0.00679,-0.0122,0.0004,1.0
goe448.dat,9.5,,,,,,
fx75vg166.dat,9.5,,,,,,
goe400.dat,9.5,,,,,,
goe587.dat,9.5,,,,,,
s5020.dat,9.5,1.1745,0.01164,0.00676,0.0009,0.0021,1.0
kc135c.dat,9.5,1.1707,0.012,0.00713,-0.0196,0.0055,1.0
ah93k131.dat,9.5,1.227,0.0158,0.01063,-0.0374,0.0177,0.9989
aquilasm.dat,9.5,1.3735,0.01246,0.00706,-0.0535,0.0066,1.0
sm701.dat,9.5,1.4869,0.01228,0.00692,-0.1025,0.1287,0.7185
mh22.dat,9.5,,,,,,
e221.dat,9.5,1.1645,0.01235,0.00774,-0.0095,0.0058,1.0
naca2415.dat,9.5,1.2719,0.01158,0.00636,-0.0428,0.0433,1.0
oa213.dat,9.5,1.3054,0.01001,0.00538,-0.0218,0.1134,1.0
goe436.dat,9.5,,,,,,
fx63143.dat,9.5,1.3112,0.01399,0.00851,-0.0495,0.0005,0.9051
eh0009.dat,9.5,1.0321,0.01266,0.00852,0.0057,0.0014,1.0
mh83.dat,9.5,,,,,,
fx71089a.dat,9.5,1.0749,0.0106,0.00612,0.0061,0.0306,1.0
goe241.dat,9.5,1.7742,0.03571,0.02898,-0.1776,0.0022,0.5157
e343.dat,9.5,1.2845,0.00805,0.00392,-0.0113,0.2347,0.9098
goe81.dat,9.5,1.5279,0.02245,0.01733,-0.0963,0.0004,1.0
goe775.dat,9.5,0.9979,0.01036,0.00535,0.0128,0.0949,0.8864
glennmartin2.dat,9.5,1.4341,0.01779,0.01214,-0.057,0.0078,1.0
naca64a410.dat,9.5,1.3298,0.01422,0.00943,-0.0706,0.0068,1.0
s4095.dat,9.5,1.3851,0.01665,0.01126,-0.0633,0.0034,1.001
goe450.dat,9.5,,,,,,
n10.dat,9.5,1.5639,0.01589,0.01045,-0.0748,0.0055,1.0001
mh113.dat,9.5,1.7677,0.01334,0.00871,-0.1619,0.2165,1.0
s3010.dat,9.5,1.3467,0.01106,0.00601,-0.0505,0.0347,1.0
curtisc72.dat,9.5,1.6221,0.01625,0.01075,-0.0848,0.0093,1.0
ui1720.dat,9.5,,,,,,
e678.dat,9.5,1.4087,0.02153,0.01549,-0.1212,0.0021,0.801
mh45.dat,9.5,1.1549,0.01075,0.00593,-0.0046,0.0129,1.0
sg6050.dat,9.5,1.4187,0.01306,0.00775,-0.0853,0.0551,1.0
e387.dat,9.5,1.3875,0.01441,0.0095,-0.0703,0.004,1.0
clarkx.dat,9.5,,,,,,
fx73cl3152.dat,9.5,1.9654,0.01068,0.0064,-0.1834,0.291,1.0
giiia.dat,9.5,,,,,,
raf89.dat,9.5,0.6625,0.02248,0.01629,0.0494,0.001,0.6025
psu94097.dat,9.5,1.5191,0.01479,0.00935,-0.1071,0.0001,1.0
marske1.dat,9.5,1.1249,0.01306,0.00802,0.0325,0.0004,0.9935
e1210.dat,9.5,1.6094,0.00972,0.00527,-0.0853,0.2031,1.0
goe596.dat,9.5,,,,,,
naca661212.dat,9.5,1.1095,0.01312,0.0081,-0.0244,0.0084,0.8433
e216.dat,9.5,1.724,0.0169,0.01117,-0.1716,0.0049,1.0
fg4.dat,9.5,1.4842,0.01563,0.01011,-0.0644,0.0347,1.0
rg15.dat,9.5,1.2662,0.01372,0.00911,-0.0492,0.0021,1.0
fx76mp120.dat,9.5,1.7681,0.01822,0.01318,-0.179,0.145,1.0
naca1408.dat,9.5,1.1578,0.01204,0.00742,-0.0214,0.0037,1.0
e197.dat,9.5,1.2527,0.01304,0.00781,-0.0457,0.0037,1.0
