name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
naca671215.dat,-2.0,-0.01,0.00502,0.00132,-0.0485,0.8064,0.4066
gs1.dat,-2.0,0.2607,0.00638,0.0011,-0.1088,0.5417,0.087
ag24.dat,-2.0,0.0684,0.00515,0.00058,-0.0641,0.6786,0.1455
naca001034a08cli0.2.dat,-2.0,-0.0267,0.0047,0.00068,-0.0446,0.8404,0.2538
mh43.dat,-2.0,-0.0776,0.00586,0.00075,-0.0234,0.6345,0.0487
rg149.dat,-2.0,-0.0031,0.006,0.00086,-0.0447,0.6977,0.0016
goe229.dat,-2.0,0.5204,0.01113,0.00367,-0.1608,0.0528,0.0047
e195.dat,-2.0,0.1233,0.00607,0.00086,-0.0708,0.5747,0.0843
wb140.dat,-2.0,0.2232,0.00843,0.00287,-0.0878,0.5996,0.0281
hq258.dat,-2.0,0.1281,0.00583,0.00125,-0.077,0.7452,0.0051
fxm2.dat,-2.0,0.3503,0.00823,0.00199,-0.1048,0.183,0.0177
goe217.dat,-2.0,0.6643,0.00843,0.00271,-0.1787,0.4138,0.0257
fxs03182.dat,-2.0,0.2596,0.0071,0.00167,-0.1097,0.6094,0.0018
fx73k170.dat,-2.0,0.3943,0.00468,0.00087,-0.1399,0.6523,0.4503
ah93w215.dat,-2.0,0.1365,0.00634,0.00145,-0.0722,0.5132,0.3007
goe410.dat,-2.0,-0.226,0.00706,0.00147,-0.0011,0.4508,0.1464
e662.dat,-2.0,0.4135,0.0054,0.00115,-0.1448,0.7429,0.1842
s1221.dat,-2.0,0.5223,0.00756,0.00161,-0.1837,0.3456,0.0116
ah79100c.dat,-2.0,0.6877,0.00543,0.00093,-0.2162,0.711,0.0332
e542.dat,-2.0,-0.0121,0.00442,0.00087,-0.0335,0.5952,0.631
naca663418.dat,-2.0,0.1204,0.0042,0.00093,-0.0787,0.7015,0.6206
defcnd2.dat,-2.0,0.137,0.00803,0.00167,-0.0593,0.3382,0.0204
ag46ct02r.dat,-2.0,-0.0547,0.0059,0.00076,-0.0292,0.6215,0.0152
ag47ct02r.dat,-2.0,-0.0924,0.00573,0.00076,-0.0225,0.6858,0.013
df101.dat,-2.0,0.0323,0.0053,0.00071,-0.0522,0.6378,0.2141
s3024.dat,-2.0,0.1532,0.00584,0.00094,-0.0744,0.6875,0.0092
fg2.dat,-2.0,0.1528,0.00828,0.003,-0.0627,0.5035,0.0208
c141d.dat,-2.0,0.0186,0.00541,0.00093,-0.0558,0.8364,0.0855
sd7062.dat,-2.0,0.2413,0.00665,0.0012,-0.0869,0.4955,0.0457
rc08b3.dat,-2.0,-0.162,0.00596,0.00102,-0.0044,0.8023,0.0125
n64008a.dat,-2.0,-0.2092,0.00592,0.00089,-0.0016,0.8007,0.0014
goe612.dat,-2.0,0.327,0.00688,0.00146,-0.1106,0.577,0.0015
fx66s196.dat,-2.0,0.2589,0.00534,0.00114,-0.1018,0.5265,0.4987
