name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e186.dat,9.0,1.0227,0.01283,0.00852,0.0155,0.0021,0.9984
naca654421a05.dat,9.0,,,,,,
goe648.dat,9.0,1.2997,0.01443,0.00883,-0.0484,0.0008,1.0
eh3012.dat,9.0,,,,,,
naca662215.dat,9.0,0.9748,0.01269,0.00718,-0.0108,0.0124,0.7805
ag46ct02r.dat,9.0,1.1638,0.01101,0.00636,-0.0248,0.0043,1.0
naca6412.dat,9.0,1.5785,0.01376,0.00821,-0.1278,0.0586,1.0012
ag47c03.dat,9.0,1.0251,0.0097,0.00521,-0.0167,0.0065,1.003
goe604.dat,9.0,1.2813,0.01775,0.01224,-0.0422,0.0016,1.0
usa48.dat,9.0,,,,,,
ua79sf18.dat,9.0,,,,,,
mh95.dat,9.0,1.0963,0.01049,0.00523,-0.0172,0.0786,0.8328
goe585.dat,9.0,,,,,,
s1223rtl.dat,9.0,2.1438,0.01458,0.00967,-0.248,0.2238,1.0
ls417.dat,9.0,1.4772,0.01449,0.00856,-0.1095,0.0607,0.7028
ht12.dat,9.0,1.0095,0.01292,0.0092,0.0035,0.0041,1.0033
ag03.dat,9.0,1.1876,0.01119,0.00638,-0.0304,0.0024,1.0
ah79100a.dat,9.0,1.4101,0.01296,0.00761,-0.0989,0.0052,1.0
hq209.dat,9.0,,,,,,
rhodesg34.dat,9.0,1.4886,0.01628,0.01091,-0.0571,0.0422,1.0
rcsc2.dat,9.0,1.0684,0.01125,0.00635,-0.016,0.0134,0.9985
rg12.dat,9.0,1.1634,0.01182,0.00704,-0.0373,0.0021,1.0
hsnlf213.dat,9.0,1.116,0.01225,0.00668,-0.0208,0.0198,0.7567
waspsm.dat,9.0,1.3322,0.01168,0.00636,-0.0661,0.0105,1.0
e583.dat,9.0,1.3811,0.01051,0.00595,-0.0829,0.2303,0.8227
rae5214.dat,9.0,1.2126,0.01135,0.00588,-0.0439,0.0196,0.7567
arad20.dat,9.0,1.4813,0.01097,0.00636,-0.0561,0.1818,1.0
e342.dat,9.0,1.1596,0.00757,0.00351,0.0058,0.2316,0.9134
sc20712.dat,9.0,1.5512,0.01473,0.00891,-0.1206,0.0162,0.699
giiik.dat,9.0,1.1097,0.01116,0.00612,-0.013,0.0005,1.0
goe802.dat,9.0,,,,,,
goe422.dat,9.0,1.4347,0.02259,0.0167,-0.1014,0.0006,1.0
amsoil1.dat,9.0,1.2383,0.01126,0.00609,-0.0497,0.0285,1.0
mh84.dat,9.0,1.5141,0.00962,0.00501,-0.0689,0.1541,1.0
fx78k150.dat,9.0,1.1764,0.02242,0.01705,-0.0694,0.0051,0.8754
fx63137.dat,9.0,1.741,0.01923,0.01282,-0.175,0.0001,0.7004
raf32md.dat,9.0,,,,,,
goe322.dat,9.0,,,,,,
mh108.dat,9.0,1.0738,0.00929,0.00465,0.0061,0.0467,0.9993
s8023.dat,9.0,1.0122,0.00981,0.00528,0.0079,0.0113,1.0
raf25.dat,9.0,,,,,,
naca643418.dat,9.0,1.2344,0.01361,0.00775,-0.0617,0.0308,0.6899
sg6051.dat,9.0,1.3524,0.01278,0.00736,-0.0844,0.0133,1.0
goe288.dat,9.0,,,,,,
n64110.dat,9.0,1.0644,0.01218,0.00778,-0.0176,0.0019,1.0
p51dtip.dat,9.0,,,,,,
eh1090.dat,9.0,1.0307,0.01152,0.00708,0.0025,0.0021,1.0
giiie.dat,9.0,,,,,,
fx601261.dat,9.0,,,,,,
eiffel428.dat,9.0,1.4125,0.0138,0.00865,-0.0715,0.0055,1.0
goe228.dat,9.0,1.6327,0.02648,0.02002,-0.1578,0.0012,0.6375
saratov.dat,9.0,,,,,,
hq2511.dat,9.0,1.2817,0.01224,0.00701,-0.0638,0.0047,1.0
e176.dat,9.0,1.2659,0.01423,0.00957,-0.0537,0.0025,1.0
e207.dat,9.0,1.2077,0.01176,0.00655,-0.0404,0.0038,1.0
goe574.dat,9.0,,,,,,
hq3518.dat,9.0,1.1393,0.01761,0.01146,-0.0449,0.0004,0.6995
usa45.dat,9.0,,,,,,
goe535.dat,9.0,1.4073,0.01708,0.01047,-0.0774,0.0002,0.5382
naca654421.dat,9.0,1.03,0.01857,0.01269,-0.0367,0.0316,0.6578
hq2512.dat,9.0,,,,,,
hor12.dat,9.0,1.5112,0.01433,0.00863,-0.1104,0.0005,0.9995
sd7034.dat,9.0,1.3978,0.01072,0.00566,-0.0754,0.0631,1.0
e862.dat,9.0,1.137,0.00991,0.00474,-0.0253,0.2904,0.4497
hq1585.dat,9.0,1.088,0.02519,0.02205,-0.0267,0.0004,1.0
e195.dat,9.0,1.2623,0.01256,0.00735,-0.0573,0.0038,1.0
goe242.dat,9.0,,,,,,
