name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,7.0,1.2779,0.00855,0.00386,-0.0952,0.2837,0.7247
n64212.dat,7.0,0.946,0.01011,0.00463,-0.0412,0.0003,0.7972
jx-gs-04.dat,7.0,0.8967,0.00808,0.00339,-0.0128,0.0195,1.0
r1082.dat,7.0,1.1279,0.007,0.00292,-0.071,0.3625,0.7788
giiik.dat,7.0,0.9074,0.00876,0.00371,-0.0168,0.0086,1.0
goe448.dat,7.0,,,,,,
fx75vg166.dat,7.0,0.8957,0.01028,0.00542,-0.0279,0.1517,0.792
goe400.dat,7.0,,,,,,
goe587.dat,7.0,,,,,,
s5020.dat,7.0,0.9219,0.00734,0.00284,-0.002,0.0866,1.0
kc135c.dat,7.0,0.9321,0.00896,0.00402,-0.0255,0.0143,0.997
ah93k131.dat,7.0,1.0206,0.00955,0.00509,-0.0393,0.1545,0.9894
aquilasm.dat,7.0,1.1611,0.00766,0.00314,-0.064,0.1616,1.0
sm701.dat,7.0,1.2764,0.00985,0.00448,-0.114,0.175,0.6568
mh22.dat,7.0,,,,,,
e221.dat,7.0,0.936,0.00887,0.00393,-0.0186,0.0085,1.0
naca2415.dat,7.0,1.0311,0.00878,0.00396,-0.0499,0.1038,0.997
oa213.dat,7.0,,,,,,
goe436.dat,7.0,,,,,,
fx63143.dat,7.0,,,,,,
eh0009.dat,7.0,0.7897,0.00863,0.00409,-0.0015,0.0038,0.9995
mh83.dat,7.0,,,,,,
fx71089a.dat,7.0,0.8154,0.00881,0.0043,-0.0004,0.0327,0.9989
goe241.dat,7.0,1.6517,0.02385,0.0169,-0.191,0.0008,0.4844
e343.dat,7.0,1.0252,0.00675,0.00273,-0.013,0.2886,0.9043
goe81.dat,7.0,1.3923,0.01369,0.00819,-0.1191,0.0004,1.0
goe775.dat,7.0,0.7577,0.00856,0.00344,0.005,0.151,0.7375
glennmartin2.dat,7.0,1.3426,0.01117,0.0061,-0.0854,0.1384,0.9996
naca64a410.dat,7.0,1.0938,0.01024,0.00514,-0.0772,0.0089,1.0
s4095.dat,7.0,1.1006,0.01266,0.00767,-0.0603,0.0722,1.001
goe450.dat,7.0,,,,,,
