name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e682.dat,5.5,0.7709,0.01088,0.00527,-0.0376,0.0027,0.8368
s8035.dat,5.5,0.5906,0.00672,0.00205,0.0078,0.1451,0.7935
isa962.dat,5.5,,,,,,
wb13535sm.dat,5.5,,,,,,
e325.dat,5.5,0.5479,0.00567,0.00157,0.0501,0.2474,0.8561
n9.dat,5.5,1.0612,0.00856,0.00361,-0.0638,0.051,1.0
rhodesg36.dat,5.5,1.3381,0.00966,0.0053,-0.0862,0.2387,1.0
e433.dat,5.5,1.1412,0.00769,0.00318,-0.1239,0.3074,0.7667
usa45.dat,5.5,,,,,,
naca65210.dat,5.5,0.7749,0.00864,0.00354,-0.0415,0.0105,0.8233
naca633018.dat,5.5,0.6429,0.00745,0.00242,-0.0065,0.1826,0.6159
ah93156.dat,5.5,1.0053,0.0063,0.00267,-0.0769,0.4155,0.8713
e360.dat,5.5,0.7044,0.00712,0.00233,-0.0034,0.111,0.8609
goe613.dat,5.5,,,,,,
fx77w270.dat,5.5,1.2334,0.01124,0.00615,-0.0981,0.3093,0.629
naca1410.dat,5.5,0.7431,0.00759,0.00278,-0.0271,0.0306,0.9986
fx83w227.dat,5.5,0.7469,0.00753,0.00338,-0.0307,0.4021,0.7098
giiik.dat,5.5,0.751,0.00738,0.00254,-0.0189,0.0303,0.9987
ssca09.dat,5.5,0.7193,0.00677,0.0023,-0.0143,0.1015,0.9537
fx69h098.dat,5.5,0.7913,0.00838,0.00323,-0.0262,0.0007,0.9976
ah21-7.dat,5.5,0.9186,0.00817,0.00317,-0.0769,0.0378,1.0
goe336.dat,5.5,,,,,,
ah83150q.dat,5.5,1.0576,0.00618,0.00235,-0.0779,0.394,0.822
sc1012r8.dat,5.5,0.8804,0.00793,0.00313,-0.0279,0.095,0.9705
hq3518.dat,5.5,0.967,0.01006,0.00433,-0.0768,0.1339,0.6155
ah63k127.dat,5.5,1.0332,0.0082,0.00344,-0.0958,0.1874,0.8441
e58.dat,5.5,,,,,,
goe418.dat,5.5,1.0752,0.01038,0.00384,-0.0809,0.0809,0.3259
naca16012.dat,5.5,0.5035,0.0077,0.00289,0.0203,0.0229,0.9328
giiin.dat,5.5,0.7629,0.00692,0.00231,-0.0096,0.0699,0.9998
naca633418.dat,5.5,0.9978,0.00715,0.00252,-0.0842,0.3069,0.6131
s1016.dat,5.5,0.5426,0.00787,0.00312,0.0117,0.155,0.7839
s1223rtl.dat,5.5,1.7987,0.01204,0.00638,-0.2578,0.2397,0.4784
ls417mod.dat,5.5,1.1404,0.00868,0.00353,-0.1048,0.2075,0.6762
hq3514.dat,5.5,1.0265,0.01087,0.0047,-0.0909,0.0005,0.6793
mh45.dat,5.5,0.7344,0.00619,0.00198,-0.0085,0.1362,1.0
ah81131.dat,5.5,0.7353,0.0072,0.0032,-0.0074,0.2208,0.9848
e176.dat,5.5,0.9205,0.0085,0.00337,-0.0603,0.005,1.0
fx60157.dat,5.5,1.0266,0.01144,0.00526,-0.1059,0.0002,0.6954
goe682.dat,5.5,,,,,,
sc20714.dat,5.5,1.2151,0.01141,0.00539,-0.1404,0.0361,0.6433
ah93k130.dat,5.5,0.8635,0.00671,0.00321,-0.039,0.3666,0.9856
ah95160.dat,5.5,1.3245,0.00568,0.00245,-0.1459,0.4908,0.9511
goe284.dat,5.5,1.1451,0.0085,0.00394,-0.0947,0.2229,1.0
ys915.dat,5.5,0.7848,0.00908,0.00442,-0.0581,0.0008,0.9966
hq300gd2.dat,5.5,1.2785,0.0073,0.00309,-0.1377,0.3591,0.7745
nl722343.dat,5.5,0.8194,0.00796,0.00253,-0.0445,0.0676,0.6923
giiie.dat,5.5,0.672,0.00792,0.00321,-0.0075,0.0013,0.9861
goe303.dat,5.5,1.2202,0.01091,0.00514,-0.1191,0.0013,1.0
e344.dat,5.5,0.9508,0.00641,0.0024,-0.0345,0.3136,0.9018
e387.dat,5.5,0.9936,0.00879,0.00353,-0.0779,0.0091,1.0
e551.dat,5.5,1.0639,0.00677,0.00221,-0.1038,0.386,0.5124
e338.dat,5.5,0.8518,0.00605,0.0021,-0.0144,0.2974,0.9119
goe500.dat,5.5,,,,,,
usa29.dat,5.5,0.8034,0.01142,0.00465,-0.0371,0.002,0.3457
goe147.dat,5.5,,,,,,
e209.dat,5.5,0.8652,0.00633,0.00204,-0.0525,0.2716,0.7968
naca001264a08cli0.2.dat,5.5,0.7031,0.00814,0.00309,-0.0105,0.0281,0.9719
naca642415.dat,5.5,0.9613,0.00912,0.00352,-0.0815,0.0797,0.666
oaf139.dat,5.5,0.4984,0.00803,0.00284,0.0339,0.0963,0.6085
nn7mk20.dat,5.5,1.0823,0.0068,0.00239,-0.1081,0.374,0.624
m24.dat,5.5,0.899,0.01013,0.0048,-0.0175,0.0014,0.9685
goe675.dat,5.5,1.2134,0.0111,0.00573,-0.1267,0.1062,1.0
naca651212.dat,5.5,0.7751,0.00869,0.00325,-0.0417,0.0135,0.7618
ag03.dat,5.5,0.8123,0.00692,0.00228,-0.0329,0.0595,1.0
as5048.dat,5.5,0.897,0.00828,0.00304,-0.0626,0.1982,0.6495
s3021.dat,5.5,0.912,0.0073,0.00259,-0.0556,0.1014,1.0
goe408.dat,5.5,,,,,,
rg12a.dat,5.5,0.8623,0.00841,0.00312,-0.0539,0.0132,0.8654
goe426.dat,5.5,1.0683,0.01027,0.0048,-0.0931,0.003,1.0
nlf414f.dat,5.5,0.9251,0.01081,0.00526,-0.0779,0.049,0.7527
dbln526.dat,5.5,,,,,,
waspsm.dat,5.5,0.996,0.00702,0.00246,-0.0772,0.1556,1.0
tempest1.dat,5.5,,,,,,
naca23018.dat,5.5,0.7606,0.00747,0.00277,-0.0043,0.1799,0.8309
naca001234.dat,5.5,0.5718,0.00788,0.00297,0.0046,0.0062,0.9182
npl9627.dat,5.5,0.6886,0.00748,0.00272,-0.0079,0.059,0.9702
e1210.dat,5.5,1.1848,0.00732,0.00309,-0.0914,0.2455,1.0
esa40.dat,5.5,0.5737,0.00686,0.00256,0.0545,0.1279,0.9422
hq09.dat,5.5,0.5976,0.00755,0.00304,0.0031,0.0011,0.9602
goe182.dat,5.5,,,,,,
m12.dat,5.5,0.7394,0.00855,0.00342,-0.0203,0.0024,0.989
fx61147.dat,5.5,1.1723,0.0114,0.00512,-0.1274,0.0002,0.6789
n22.dat,5.5,1.2684,0.00908,0.00423,-0.0923,0.1398,1.0001
n1h15.dat,5.5,0.9159,0.02116,0.01604,-0.0728,0.0008,1.0
k2.dat,5.5,0.7932,0.00901,0.00359,-0.0789,0.0068,0.7628
fx74130wp1.dat,5.5,1.0657,0.00945,0.0043,-0.1139,0.1413,0.8129
sc20712.dat,5.5,1.1808,0.01105,0.00514,-0.1281,0.0257,0.6678
n64015.dat,5.5,0.6222,0.0084,0.00285,-0.0037,0.0312,0.668
fx78k140a20.dat,5.5,0.985,0.00606,0.00251,-0.0758,0.4293,0.8761
e473.dat,5.5,0.6135,0.00722,0.00194,0.0073,0.1912,0.5055
rg1410.dat,5.5,0.7791,0.00835,0.00323,-0.0329,0.001,0.9395
s4110.dat,5.5,1.0018,0.00756,0.00279,-0.0853,0.0948,1.0
e715.dat,5.5,0.9009,0.00594,0.00155,-0.0481,0.3882,0.5119
ah82150a.dat,5.5,1.0503,0.00832,0.00336,-0.1043,0.2254,0.7318
fx63137sm.dat,5.5,1.5539,0.00977,0.00443,-0.2125,0.2306,0.6092
goe563.dat,5.5,,,,,,
n13.dat,5.5,0.5317,0.0068,0.00224,0.0179,0.0651,0.9438
sc20012.dat,5.5,,,,,,
ah94w301.dat,5.5,1.0086,0.00846,0.00356,-0.1161,0.3738,0.4436
mh95.dat,5.5,0.7867,0.00792,0.00285,-0.0327,0.1406,0.7792
ag16.dat,5.5,0.8511,0.00742,0.00265,-0.0501,0.0316,1.0
naca66-018.dat,5.5,0.461,0.00923,0.00375,0.024,0.0436,0.7166
fx66a175.dat,5.5,1.0456,0.01176,0.00517,-0.0896,0.0009,0.4889
l188root.dat,5.5,0.8651,0.00851,0.0032,-0.0594,0.0981,0.784
e180.dat,5.5,0.774,0.00777,0.00294,-0.0245,0.0086,1.0
sd7034.dat,5.5,1.0355,0.00656,0.00237,-0.0794,0.2292,1.0
mh94.dat,5.5,0.8223,0.0086,0.00313,-0.0443,0.0974,0.7004
fx79l100.dat,5.5,0.5671,0.00725,0.00227,0.0121,0.0291,0.814
mh110.dat,5.5,0.585,0.00557,0.0017,0.0316,0.1826,0.9887
dga1138.dat,5.5,0.9465,0.00935,0.00432,-0.0553,0.0044,1.0
c5a.dat,5.5,0.7216,0.00856,0.00307,-0.0385,0.0354,0.7686
e625.dat,5.5,0.6518,0.00604,0.00196,0.033,0.2239,0.9334
eiffel430.dat,5.5,1.0423,0.0102,0.0038,-0.0474,0.0954,0.1955
fx71120.dat,5.5,0.5785,0.00751,0.00288,0.0138,0.0534,0.9189
mue139.dat,5.5,,,,,,
naca001035.dat,5.5,0.5215,0.00874,0.00427,0.0158,0.0024,0.9529
usnps4.dat,5.5,1.2348,0.00851,0.00372,-0.1262,0.2122,1.0
ah21-9.dat,5.5,0.8604,0.00816,0.00331,-0.0627,0.0122,1.0
arad13.dat,5.5,1.015,0.00857,0.00386,-0.0573,0.1529,1.0
goe795.dat,5.5,0.9102,0.00854,0.00335,-0.0661,0.0006,1.0
e545.dat,5.5,0.912,0.00838,0.00306,-0.0698,0.191,0.6207
glennmartin4.dat,5.5,1.0914,0.01114,0.00669,-0.0951,0.2645,0.9948
sd8020.dat,5.5,0.5845,0.00672,0.00226,0.0083,0.0553,0.9839
goe394.dat,5.5,,,,,,
hq3510.dat,5.5,1.0533,0.00982,0.00417,-0.0981,0.0016,0.854
goe741.dat,5.5,0.8088,0.00666,0.00266,0.0069,0.2442,0.9538
rae101.dat,5.5,0.5912,0.00705,0.00245,0.0058,0.0208,0.9712
mrc-20.dat,5.5,0.9594,0.00691,0.0027,-0.0734,0.316,0.8684
k1.dat,5.5,0.9195,0.00973,0.00378,-0.0861,0.0035,0.6504
m20.dat,5.5,,,,,,
e197.dat,5.5,0.9168,0.00637,0.00237,-0.0631,0.2557,0.9898
eiffel10.dat,5.5,,,,,,
naca001065.dat,5.5,0.5386,0.00753,0.00283,0.0153,0.0265,0.952
s2062.dat,5.5,0.8329,0.00816,0.00332,-0.0518,0.0089,1.0
fx73cl1152.dat,5.5,,,,,,
hq2090sm.dat,5.5,0.8772,0.00775,0.00291,-0.0585,0.0349,1.0
ah80140.dat,5.5,,,,,,
j5012.dat,5.5,0.5415,0.00689,0.00225,0.0168,0.0594,0.9281
e520.dat,5.5,0.6306,0.00728,0.00236,-0.0049,0.1431,0.6974
goe373.dat,5.5,,,,,,
naca652215.dat,5.5,0.7673,0.00909,0.00341,-0.0402,0.0256,0.6962
s9026.dat,5.5,0.6046,0.00668,0.00222,0.0051,0.047,0.9866
hq1511.dat,5.5,0.8141,0.00787,0.00266,-0.0437,0.0734,0.7657
k3.dat,5.5,1.1705,0.01229,0.00597,-0.1404,0.0346,0.5539
v23010.dat,5.5,0.7306,0.00809,0.00307,-0.0063,0.0008,0.9926
goe561.dat,5.5,1.0518,0.01689,0.01087,-0.0471,0.3229,0.0431
e543.dat,5.5,0.8619,0.00659,0.00228,-0.0519,0.3386,0.7207
ag13.dat,5.5,0.8463,0.00725,0.00252,-0.0465,0.0332,1.0
a18sm.dat,5.5,1.1001,0.00924,0.00393,-0.1168,0.0197,1.0
ag45ct02r.dat,5.5,0.7962,0.00669,0.00216,-0.0287,0.0753,1.0
n63415.dat,5.5,0.9676,0.00916,0.00354,-0.0815,0.0776,0.6691
s9037.dat,5.5,1.0021,0.0069,0.00246,-0.0776,0.1698,1.0
hq109.dat,5.5,0.7308,0.00802,0.00321,-0.0263,0.0019,0.9471
e1211.dat,5.5,1.1587,0.00846,0.00304,-0.0956,0.2417,0.4288
s4053.dat,5.5,0.9383,0.00744,0.0027,-0.0681,0.0934,1.0
ames03.dat,5.5,0.7099,0.00692,0.00262,-0.0065,0.1344,0.9473
hq259.dat,5.5,0.9259,0.00948,0.00455,-0.0703,0.0006,1.0
c141f.dat,5.5,0.9182,0.00826,0.00325,-0.0669,0.0625,1.0
fx71089a.dat,5.5,0.6195,0.00742,0.00292,0.0045,0.0348,0.992
isa571.dat,5.5,1.0923,0.0092,0.00387,-0.0857,0.0195,1.0
c141e.dat,5.5,0.8458,0.00828,0.00324,-0.0529,0.0357,0.9961
goe802b.dat,5.5,,,,,,
e656.dat,5.5,1.239,0.00636,0.00258,-0.1334,0.4347,0.8067
e654.dat,5.5,1.3023,0.00664,0.00268,-0.1507,0.4373,0.7258
fx74cl5140.dat,5.5,,,,,,
goe515.dat,5.5,,,,,,
e329.dat,5.5,0.9069,0.00618,0.002,-0.0343,0.2995,0.8446
mh91.dat,5.5,0.6535,0.00626,0.00199,0.0227,0.206,0.8533
hq010.dat,5.5,0.6058,0.00794,0.00276,0.0013,0.0007,0.8077
ag37.dat,5.5,0.9948,0.00855,0.00358,-0.047,0.0285,1.0
e171.dat,5.5,0.6024,0.00776,0.00246,0.0016,0.0338,0.7174
coanda1.dat,5.5,0.7826,0.01139,0.00495,-0.02,0.0018,0.0844
ncambre.dat,5.5,0.707,0.007,0.00236,-0.0056,0.095,0.9712
s1210.dat,5.5,1.7462,0.0106,0.00495,-0.2588,0.2293,0.4589
sd8000.dat,5.5,0.8312,0.00712,0.00248,-0.0468,0.0716,1.0
la2573a.dat,5.5,0.7023,0.00498,0.00153,0.0239,0.3393,0.9232
naca641112.dat,5.5,0.7057,0.00819,0.00285,-0.0229,0.0203,0.7461
ch10sm.dat,5.5,,,,,,
n63012a.dat,5.5,0.6009,0.00817,0.00283,0.0011,0.0007,0.8042
goe329.dat,5.5,,,,,,
kc135d.dat,5.5,0.8377,0.00791,0.00295,-0.0418,0.0159,0.9999
m2.dat,5.5,,,,,,
hq309.dat,5.5,0.9921,0.0093,0.00414,-0.0848,0.0011,1.0
ah79k135.dat,5.5,0.8777,0.00851,0.00352,-0.0552,0.1119,0.88
naca66206.dat,5.5,0.7457,0.01038,0.00637,-0.0357,0.0017,0.9708
raf27.dat,5.5,,,,,,
s7055.dat,5.5,0.9907,0.00634,0.00225,-0.0728,0.2487,1.0
b29tip.dat,5.5,0.7338,0.0081,0.00326,-0.0106,0.0031,0.9932
goe484.dat,5.5,,,,,,
e335.dat,5.5,0.5749,0.00557,0.00175,0.0506,0.2696,0.9177
tempest2.dat,5.5,0.6148,0.00702,0.00248,0.0007,0.0837,0.963
ht08.dat,5.5,0.6206,0.00735,0.0029,0.0008,0.0081,1.0
ste87391.dat,5.5,1.1238,0.01394,0.00781,-0.136,0.0008,0.7757
c141a.dat,5.5,0.7093,0.00794,0.00301,-0.0267,0.0569,0.9316
hq2590sm.dat,5.5,0.9643,0.00821,0.00311,-0.0787,0.0478,0.9015
n5h15.dat,5.5,,,,,,
goe534.dat,5.5,1.1282,0.01184,0.00518,-0.0812,0.0004,0.4289
goe274.dat,5.5,1.2085,0.01124,0.00566,-0.1198,0.0005,1.0
usa35b.dat,5.5,1.2148,0.01132,0.00573,-0.0833,0.0012,1.0
fx082512.dat,5.5,,,,,,
tempest3.dat,5.5,0.671,0.0077,0.00289,-0.0123,0.014,0.9799
eiffel428.dat,5.5,1.1061,0.00965,0.00452,-0.0851,0.023,1.0
vr8b.dat,5.5,,,,,,
goe797.dat,5.5,1.0725,0.01184,0.00614,-0.1053,0.0011,1.0
l7769.dat,5.5,0.8972,0.00912,0.00408,-0.0276,0.0018,1.0
naca747a315.dat,5.5,0.7717,0.0066,0.00233,-0.0151,0.2611,0.8306
e407.dat,5.5,1.0939,0.00981,0.00427,-0.1377,0.1344,0.6231
s5010.dat,5.5,0.7539,0.00586,0.00179,-0.0047,0.1792,1.0
m10.dat,5.5,0.7474,0.01402,0.00995,-0.0224,0.0006,1.0
rg15a111.dat,5.5,0.8587,0.00899,0.0035,-0.0544,0.0005,0.8424
goe548.dat,5.5,0.8178,0.0132,0.00849,-0.0545,0.0007,0.9988
august160.dat,5.5,0.9696,0.00663,0.00258,-0.0224,0.2674,0.9728
e1233.dat,5.5,1.1296,0.00788,0.00318,-0.0985,0.2992,0.7096
e333.dat,5.5,0.835,0.00581,0.00188,-0.0133,0.283,0.9343
usa35.dat,5.5,1.3365,0.00856,0.00423,-0.1326,0.2875,1.0
naca1.dat,5.5,0.6023,0.00802,0.00294,0.0051,0.2335,0.6185
df102.dat,5.5,0.8677,0.0072,0.00261,-0.0472,0.1162,0.9956
rae100.dat,5.5,0.612,0.00681,0.0023,0.0035,0.044,0.9831
sd7043.dat,5.5,1.0543,0.00758,0.00286,-0.0934,0.1205,1.0
sc20412.dat,5.5,0.9203,0.00935,0.00368,-0.0839,0.036,0.6755
naca634421.dat,5.5,1.021,0.00673,0.0024,-0.0872,0.3876,0.5715
doa5.dat,5.5,0.7941,0.01067,0.00461,-0.055,0.0007,0.6842
goe683.dat,5.5,0.5506,0.01072,0.00565,0.0366,0.0012,0.9648
e174.dat,5.5,1.0012,0.00883,0.00356,-0.0799,0.0082,1.0
e472.dat,5.5,0.5974,0.00642,0.00214,0.0111,0.1138,0.9733
goe322.dat,5.5,,,,,,
goe238.dat,5.5,,,,,,
naca653218.dat,5.5,0.7597,0.00907,0.0035,-0.0388,0.0883,0.6497
eiffel371.dat,5.5,0.8749,0.00829,0.00281,-0.0339,0.1942,0.5656
rc410.dat,5.5,0.758,0.00686,0.00236,-0.0083,0.1093,0.9958
ag14.dat,5.5,0.8556,0.00723,0.0025,-0.0475,0.0343,1.0
joukowsk.dat,5.5,0.6401,0.0071,0.00218,-0.0004,0.0823,0.7572
apex16.dat,5.5,0.8908,0.00841,0.00302,-0.0708,0.1127,0.7345
usa40b.dat,5.5,1.0875,0.01088,0.00487,-0.0854,0.0007,0.7655
sd5060.dat,5.5,0.8666,0.00687,0.00238,-0.0492,0.1125,1.0
goe282.dat,5.5,,,,,,
goe55.dat,5.5,0.8194,0.00874,0.00376,-0.0286,0.0016,1.0
e474.dat,5.5,0.6039,0.00631,0.00198,0.0081,0.1603,0.8704
e639.dat,5.5,1.0138,0.00625,0.00229,-0.0486,0.2901,0.9912
ah94156.dat,5.5,1.0073,0.00623,0.00261,-0.0806,0.4238,0.8526
psu94097.dat,5.5,1.1282,0.00789,0.00317,-0.1143,0.1503,1.0
sa7026.dat,5.5,1.0264,0.00919,0.0038,-0.0929,0.0038,1.0
mh83.dat,5.5,,,,,,
s3014.dat,5.5,0.8695,0.00679,0.00232,-0.045,0.1312,1.0
s3010.dat,5.5,0.9217,0.00649,0.00223,-0.0537,0.1805,1.0
e1200.dat,5.5,1.0677,0.00875,0.00365,-0.1017,0.2215,0.6848
m18.dat,5.5,0.8219,0.00927,0.00401,-0.0228,0.0022,0.9913
s9032.dat,5.5,0.6184,0.00669,0.00222,0.0024,0.041,0.995
e818.dat,5.5,,,,,,
dh4009sm.dat,5.5,0.6129,0.00845,0.00379,-0.0029,0.0065,0.8749
ag11.dat,5.5,0.8376,0.00705,0.00232,-0.0343,0.0586,1.0
goe256.dat,5.5,0.9444,0.01147,0.00593,-0.0653,0.001,0.9923
a63a108c.dat,5.5,0.6337,0.00736,0.0027,-0.001,0.0274,1.0
e544.dat,5.5,0.8982,0.00675,0.00232,-0.0633,0.3387,0.6766
eh2510.dat,5.5,0.7118,0.00891,0.00419,0.0022,0.0056,0.9873
goe387.dat,5.5,1.097,0.01161,0.00598,-0.0874,0.0009,1.0
rc1264c.dat,5.5,0.6574,0.00838,0.00325,-0.0068,0.0015,0.9494
dae31.dat,5.5,,,,,,
fx71l150.dat,5.5,0.6089,0.00901,0.00334,0.0022,0.0098,0.6467
goe647.dat,5.5,,,,,,
hq2012.dat,5.5,0.8572,0.00935,0.0036,-0.0533,0.0007,0.7475
e182.dat,5.5,0.716,0.00772,0.00303,-0.0097,0.0055,1.0
nacam2.dat,5.5,0.6302,0.00735,0.00284,-0.0033,0.0211,0.9999
goe574.dat,5.5,,,,,,
e521.dat,5.5,0.6209,0.00731,0.00239,-0.0031,0.1105,0.7517
e377.dat,5.5,1.2785,0.01081,0.00399,-0.1188,0.0005,0.1462
npl9510.dat,5.5,0.876,0.00984,0.00402,-0.088,0.0184,0.5644
jx-gs-04.dat,5.5,0.739,0.00657,0.00208,-0.0151,0.064,1.0
e331.dat,5.5,0.6482,0.00551,0.00166,0.0305,0.261,0.9354
fx08s176.dat,5.5,1.0426,0.01278,0.00709,-0.0772,0.0014,0.862
e635.dat,5.5,0.6442,0.00618,0.00221,0.0394,0.218,0.9761
e231.dat,5.5,0.8039,0.00689,0.00255,-0.0341,0.2059,0.9174
ah88k130.dat,5.5,1.0601,0.01073,0.00499,-0.1132,0.028,0.8258
usa25.dat,5.5,,,,,,
vr13.dat,5.5,0.7905,0.00694,0.00242,-0.0161,0.1182,0.9972
naca2421.dat,5.5,0.8589,0.0078,0.00301,-0.0458,0.2657,0.6986
naca64a010.dat,5.5,0.57,0.00735,0.00261,0.0083,0.0116,0.9103
naca23012.dat,5.5,0.7464,0.00657,0.00226,-0.0056,0.1556,0.9821
naca634221.dat,5.5,0.8456,0.00648,0.00213,-0.049,0.3698,0.5748
eiffel385.dat,5.5,,,,,,
e584.dat,5.5,1.1329,0.00616,0.00247,-0.1036,0.4429,0.8329
goe546.dat,5.5,0.9936,0.00967,0.00443,-0.0854,0.0005,1.0
e637.dat,5.5,0.8124,0.00581,0.00204,-0.0052,0.29,0.9804
naca644421.dat,5.5,1.0174,0.0064,0.00222,-0.0882,0.4302,0.5614
v13009.dat,5.5,0.7377,0.00797,0.00295,-0.0143,0.0008,0.9999
mh26.dat,5.5,0.6268,0.00702,0.00257,-0.0024,0.1218,0.9642
fx78pk188.dat,5.5,0.8848,0.00634,0.00247,-0.0668,0.4438,0.723
goe513.dat,5.5,0.7543,0.01049,0.00421,-0.001,0.196,0.2994
naca747a415.dat,5.5,0.8628,0.00646,0.0023,-0.0359,0.3012,0.8315
ag25.dat,5.5,0.9243,0.00741,0.00266,-0.0662,0.0625,1.0
fx77w343.dat,5.5,,,,,,
bacxxx.dat,5.5,0.7899,0.00721,0.00251,-0.0355,0.1083,0.9358
vr14.dat,5.5,0.7708,0.00672,0.0022,-0.0162,0.0993,1.0
bacnlf.dat,5.5,,,,,,
e377m.dat,5.5,1.267,0.00971,0.00326,-0.1116,0.0867,0.0948
goe775.dat,5.5,0.5995,0.00774,0.00267,0.0027,0.2015,0.6593
raf25.dat,5.5,,,,,,
goe199.dat,5.5,,,,,,
be50.dat,5.5,1.1745,0.00994,0.00455,-0.1068,0.0055,1.0
goe188.dat,5.5,1.0569,0.00674,0.00241,-0.0789,0.2302,1.0
goe324.dat,5.5,1.1169,0.00786,0.00333,-0.065,0.1962,1.0
usa26.dat,5.5,,,,,,
e664ex.dat,5.5,2.0355,0.02497,0.0175,-0.3457,0.0011,0.6057
b707b.dat,5.5,0.5171,0.00809,0.00295,0.0372,0.0006,0.829
lwk80150k25.dat,5.5,0.5338,0.00782,0.00265,0.0158,0.0789,0.7428
naca1408.dat,5.5,0.733,0.00745,0.00278,-0.0258,0.0248,1.0
mh61.dat,5.5,0.7161,0.00674,0.00232,-0.0092,0.0817,1.0
goe620.dat,5.5,0.8662,0.0144,0.00805,-0.059,0.0011,0.595
s8066.dat,5.5,0.7143,0.00778,0.00273,-0.0262,0.0211,0.8693
ag26.dat,5.5,0.9252,0.00733,0.00259,-0.0647,0.0629,1.0
