name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e186.dat,3.5,0.3262,0.00434,0.00116,0.0393,0.3779,0.9835
naca654421a05.dat,3.5,0.7466,0.0053,0.00157,-0.0685,0.5442,0.6203
goe648.dat,3.5,0.7954,0.0069,0.00225,-0.0663,0.25,0.7646
eh3012.dat,3.5,0.4864,0.00728,0.00226,0.0097,0.0031,0.9143
naca662215.dat,3.5,,,,,,
ag46ct02r.dat,3.5,0.5609,0.00533,0.00113,-0.0279,0.1425,1.0
naca6412.dat,3.5,1.0884,0.00576,0.00213,-0.1487,0.4248,1.0012
ag47c03.dat,3.5,,,,,,
goe604.dat,3.5,0.8677,0.00695,0.00239,-0.0676,0.2987,0.7407
usa48.dat,3.5,0.6154,0.00891,0.00288,-0.0504,0.0012,0.6544
ua79sf18.dat,3.5,0.6038,0.01197,0.00697,-0.0663,0.2673,0.6533
mh95.dat,3.5,0.588,0.00672,0.00196,-0.0378,0.2207,0.7454
goe585.dat,3.5,0.7652,0.00761,0.00245,-0.0747,0.0024,1.0
s1223rtl.dat,3.5,1.5955,0.01077,0.00505,-0.2631,0.253,0.3906
ls417.dat,3.5,0.9435,0.00888,0.00346,-0.1235,0.1704,0.6647
ht12.dat,3.5,0.3992,0.00576,0.00139,-0.0003,0.0226,1.0033
ag03.dat,3.5,0.5908,0.00534,0.00117,-0.0334,0.1677,1.0
ah79100a.dat,3.5,0.8756,0.00623,0.00152,-0.1141,0.319,0.5755
hq209.dat,3.5,0.651,0.00761,0.0021,-0.0581,0.0009,0.7748
rhodesg34.dat,3.5,1.1243,0.00791,0.00338,-0.0956,0.2118,0.9998
rcsc2.dat,3.5,0.4376,0.00651,0.00178,-0.0137,0.0508,0.9264
rg12.dat,3.5,0.5992,0.00574,0.00132,-0.0466,0.2239,0.8109
hsnlf213.dat,3.5,0.5148,0.00687,0.00234,-0.0168,0.2375,0.7562
waspsm.dat,3.5,0.7905,0.00548,0.00147,-0.0816,0.2753,1.0
e583.dat,3.5,0.9564,0.00514,0.00159,-0.1138,0.5148,0.786
rae5214.dat,3.5,0.6182,0.0072,0.00178,-0.0511,0.073,0.6434
arad20.dat,3.5,0.8132,0.00849,0.00369,-0.0462,0.2504,0.7324
e342.dat,3.5,0.5489,0.00556,0.00173,0.0081,0.3195,0.9022
sc20712.dat,3.5,0.957,0.00958,0.00372,-0.1297,0.0347,0.6508
giiik.dat,3.5,0.5013,0.00572,0.00139,-0.0129,0.1238,0.957
goe802.dat,3.5,1.0351,0.00871,0.0023,-0.1235,0.2234,0.0307
goe422.dat,3.5,1.1057,0.00821,0.00349,-0.141,0.3062,0.7747
amsoil1.dat,3.5,0.6368,0.00718,0.00224,-0.0527,0.1015,0.8431
mh84.dat,3.5,0.8858,0.00715,0.00203,-0.0704,0.225,0.5258
fx78k150.dat,3.5,0.7762,0.00426,0.00133,-0.0805,0.6134,0.8559
fx63137.dat,3.5,1.2977,0.0108,0.00445,-0.2057,0.0934,0.5124
raf32md.dat,3.5,0.8281,0.0088,0.00299,-0.1063,0.0015,0.7264
goe322.dat,3.5,,,,,,
mh108.dat,3.5,0.3798,0.00488,0.00103,0.0224,0.2568,0.8984
s8023.dat,3.5,0.3909,0.00539,0.00113,0.0036,0.0935,0.9182
raf25.dat,3.5,,,,,,
naca643418.dat,3.5,0.7777,0.00558,0.00146,-0.0858,0.4675,0.5695
sg6051.dat,3.5,0.7797,0.00509,0.00173,-0.0866,0.4493,1.0
goe288.dat,3.5,1.0816,0.0092,0.00323,-0.1416,0.2298,0.3769
n64110.dat,3.5,0.4767,0.00717,0.00179,-0.022,0.001,0.741
p51dtip.dat,3.5,0.5213,0.00782,0.00232,-0.0331,0.0018,0.7056
eh1090.dat,3.5,0.4269,0.00479,0.00099,0.0025,0.2474,0.9379
giiie.dat,3.5,0.4511,0.00663,0.00167,-0.0077,0.001,0.902
fx601261.dat,3.5,0.9633,0.00892,0.0028,-0.1296,0.0895,0.4892
eiffel428.dat,3.5,,,,,,
goe228.dat,3.5,1.2534,0.01304,0.00617,-0.1867,0.0732,0.3926
saratov.dat,3.5,1.1681,0.01147,0.00448,-0.1761,0.0023,0.1506
