name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e186.dat,5.0,0.5394,0.0063,0.00216,0.028,0.1311,0.9878
naca654421a05.dat,5.0,0.9228,0.00553,0.00187,-0.0716,0.5199,0.6425
goe648.dat,5.0,0.9654,0.01034,0.00487,-0.0689,0.0004,0.9981
eh3012.dat,5.0,0.6501,0.00801,0.00298,0.0105,0.0006,0.962
naca662215.dat,5.0,0.6512,0.00892,0.00337,-0.0297,0.0252,0.745
ag46ct02r.dat,5.0,0.7286,0.0064,0.00189,-0.0275,0.0692,1.0
naca6412.dat,5.0,1.2514,0.00657,0.00271,-0.1479,0.3749,1.0012
ag47c03.dat,5.0,0.5831,0.00586,0.00144,-0.0183,0.0591,1.003
goe604.dat,5.0,,,,,,
usa48.dat,5.0,0.7449,0.00976,0.00372,-0.0427,0.0018,0.6802
ua79sf18.dat,5.0,0.6152,0.01717,0.01115,-0.044,0.0017,0.6547
mh95.dat,5.0,0.7396,0.0076,0.00259,-0.0345,0.1611,0.7698
goe585.dat,5.0,0.9063,0.00898,0.00388,-0.0685,0.0005,1.0
s1223rtl.dat,5.0,,,,,,
ls417.dat,5.0,1.1072,0.01014,0.00446,-0.123,0.1164,0.6752
ht12.dat,5.0,0.5692,0.00684,0.00243,0.0003,0.0101,1.0033
ag03.dat,5.0,0.7572,0.00649,0.00194,-0.0331,0.081,1.0
ah79100a.dat,5.0,1.025,0.00814,0.00277,-0.1107,0.1231,0.6799
hq209.dat,5.0,0.8128,0.00831,0.00308,-0.0569,0.0019,0.8766
rhodesg34.dat,5.0,1.2096,0.0103,0.00517,-0.0804,0.1044,1.0
rcsc2.dat,5.0,0.5968,0.00753,0.00265,-0.011,0.0184,0.9672
rg12.dat,5.0,0.7567,0.00721,0.00228,-0.0448,0.0755,0.8523
hsnlf213.dat,5.0,0.6816,0.00856,0.00332,-0.0185,0.0765,0.7566
waspsm.dat,5.0,0.946,0.00651,0.00213,-0.0785,0.1916,1.0
e583.dat,5.0,1.1155,0.00585,0.00211,-0.1134,0.4593,0.7928
rae5214.dat,5.0,0.7851,0.00801,0.00247,-0.0499,0.0496,0.6641
arad20.dat,5.0,1.0009,0.00897,0.00426,-0.0496,0.2301,0.8148
e342.dat,5.0,0.7212,0.00586,0.00197,0.0068,0.3043,0.9056
sc20712.dat,5.0,1.1255,0.01065,0.00475,-0.1286,0.0274,0.6645
giiik.dat,5.0,0.6866,0.007,0.00224,-0.017,0.0387,0.9952
goe802.dat,5.0,,,,,,
goe422.dat,5.0,1.1858,0.01147,0.00626,-0.1259,0.1393,1.0
amsoil1.dat,5.0,0.8065,0.00808,0.003,-0.0528,0.0611,0.8905
mh84.dat,5.0,1.0575,0.00703,0.00272,-0.0697,0.2001,1.0
fx78k150.dat,5.0,0.9426,0.00476,0.0017,-0.0819,0.5527,0.8612
fx63137.dat,5.0,1.4425,0.01265,0.00604,-0.2014,0.036,0.5591
raf32md.dat,5.0,,,,,,
goe322.dat,5.0,,,,,,
mh108.dat,5.0,0.5543,0.00529,0.00153,0.0221,0.2268,0.981
s8023.dat,5.0,0.5674,0.0061,0.00177,0.0035,0.0579,1.0
raf25.dat,5.0,,,,,,
naca643418.dat,5.0,0.9412,0.00672,0.0022,-0.0857,0.352,0.5954
sg6051.dat,5.0,0.9432,0.00737,0.00294,-0.0876,0.2058,1.0
goe288.dat,5.0,1.2049,0.01313,0.0061,-0.1341,0.0009,0.4
n64110.dat,5.0,0.6443,0.00794,0.00267,-0.0222,0.0007,0.7967
p51dtip.dat,5.0,,,,,,
eh1090.dat,5.0,0.5872,0.00623,0.00188,0.0039,0.0847,0.9852
giiie.dat,5.0,0.6127,0.00735,0.00255,-0.0065,0.0017,0.9722
fx601261.dat,5.0,1.1202,0.01032,0.00399,-0.1272,0.0304,0.5421
eiffel428.dat,5.0,1.0584,0.00925,0.00414,-0.0866,0.0262,1.0
goe228.dat,5.0,1.3694,0.01547,0.00858,-0.1788,0.0008,0.5031
saratov.dat,5.0,1.3078,0.01287,0.006,-0.1705,0.0009,0.159
hq2511.dat,5.0,0.8964,0.00762,0.00249,-0.0741,0.1331,0.7407
e176.dat,5.0,0.868,0.00784,0.00281,-0.0608,0.025,1.0
e207.dat,5.0,0.8269,0.00548,0.00176,-0.0504,0.3049,0.9939
goe574.dat,5.0,,,,,,
hq3518.dat,5.0,0.9408,0.00939,0.00374,-0.0822,0.1628,0.5873
usa45.dat,5.0,,,,,,
goe535.dat,5.0,1.2155,0.00874,0.00322,-0.1232,0.237,0.4405
naca654421.dat,5.0,0.9409,0.00611,0.00209,-0.0884,0.4666,0.6096
hq2512.dat,5.0,0.8708,0.00933,0.00348,-0.0691,0.0008,0.7308
hor12.dat,5.0,1.0762,0.01028,0.00409,-0.1135,0.0577,0.531
sd7034.dat,5.0,0.9805,0.00617,0.0021,-0.0795,0.2548,1.0
e862.dat,5.0,0.6468,0.00853,0.00327,-0.0166,0.3306,0.41
hq1585.dat,5.0,0.7471,0.00876,0.00362,-0.0432,0.0006,0.8148
e195.dat,5.0,0.914,0.00642,0.00225,-0.074,0.2289,1.0
goe242.dat,5.0,,,,,,
naca654221.dat,5.0,0.7606,0.00633,0.00208,-0.0482,0.4074,0.6117
mh62.dat,5.0,0.6823,0.00584,0.00171,-0.013,0.1541,1.0
ah80129.dat,5.0,0.9329,0.0054,0.00202,-0.0751,0.4128,0.9855
rae5213.dat,5.0,0.7906,0.00805,0.0025,-0.0506,0.0488,0.6641
e591.dat,5.0,1.4939,0.00907,0.00386,-0.2005,0.2846,0.5395
