name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,8.0,1.369,0.00917,0.00445,-0.0918,0.2711,0.7306
n64212.dat,8.0,1.0494,0.01109,0.00573,-0.04,0.0003,0.8352
jx-gs-04.dat,8.0,1.0012,0.00927,0.00454,-0.0114,0.0085,1.0
r1082.dat,8.0,1.1609,0.00851,0.00407,-0.0563,0.2708,0.7877
giiik.dat,8.0,1.0068,0.01004,0.00496,-0.0144,0.0005,1.0
goe448.dat,8.0,,,,,,
fx75vg166.dat,8.0,0.9303,0.01329,0.00823,-0.0182,0.0951,0.7945
goe400.dat,8.0,,,,,,
goe587.dat,8.0,,,,,,
s5020.dat,8.0,1.0248,0.0089,0.00408,-0.001,0.0298,1.0
kc135c.dat,8.0,1.0453,0.01011,0.00513,-0.027,0.0076,1.0
ah93k131.dat,8.0,1.1068,0.01214,0.00723,-0.0389,0.0642,0.9946
aquilasm.dat,8.0,1.2511,0.00927,0.00435,-0.0605,0.0843,1.0
sm701.dat,8.0,1.3645,0.01066,0.00529,-0.1099,0.1572,0.6797
mh22.dat,8.0,,,,,,
e221.dat,8.0,1.0331,0.00982,0.00493,-0.0158,0.0077,1.0
naca2415.dat,8.0,1.1381,0.00984,0.00482,-0.0492,0.074,1.0
oa213.dat,8.0,1.1308,0.00878,0.00421,-0.0185,0.1297,1.0
goe436.dat,8.0,,,,,,
fx63143.dat,8.0,1.197,0.01186,0.0063,-0.0579,0.0093,0.8771
eh0009.dat,8.0,0.889,0.00989,0.00541,0.0011,0.0018,1.0
mh83.dat,8.0,,,,,,
fx71089a.dat,8.0,0.9296,0.00944,0.00493,-0.0,0.032,1.0
goe241.dat,8.0,1.7066,0.02783,0.02095,-0.1855,0.0011,0.497
e343.dat,8.0,1.1333,0.00715,0.00311,-0.013,0.2724,0.9058
goe81.dat,8.0,1.4697,0.01648,0.01112,-0.1135,0.0004,1.0
goe775.dat,8.0,0.8554,0.00919,0.00418,0.0078,0.1196,0.832
glennmartin2.dat,8.0,1.3499,0.01506,0.00935,-0.0683,0.0129,1.0
naca64a410.dat,8.0,1.1862,0.01222,0.00733,-0.074,0.0074,1.0
s4095.dat,8.0,1.2161,0.01389,0.00868,-0.0617,0.036,1.001
goe450.dat,8.0,,,,,,
n10.dat,8.0,1.437,0.01354,0.00802,-0.0799,0.0077,1.0001
mh113.dat,8.0,1.6692,0.01077,0.0063,-0.1727,0.2622,1.0
s3010.dat,8.0,1.1929,0.00898,0.00418,-0.0524,0.0759,1.0
curtisc72.dat,8.0,1.5062,0.01369,0.00815,-0.0917,0.0154,1.0
ui1720.dat,8.0,,,,,,
e678.dat,8.0,1.3096,0.01805,0.01191,-0.1297,0.0029,0.7835
mh45.dat,8.0,1.0015,0.0086,0.00395,-0.0064,0.0436,1.0
sg6050.dat,8.0,1.2938,0.0102,0.00535,-0.0916,0.1347,1.0
e387.dat,8.0,1.2466,0.01209,0.00705,-0.074,0.0045,1.0
clarkx.dat,8.0,,,,,,
fx73cl3152.dat,8.0,,,,,,
giiia.dat,8.0,0.8321,0.01039,0.00573,0.0234,0.0022,0.9853
raf89.dat,8.0,0.5315,0.01842,0.01224,0.0513,0.001,0.592
psu94097.dat,8.0,1.3803,0.01195,0.00643,-0.1112,0.0081,1.0
marske1.dat,8.0,0.9433,0.01102,0.00601,0.0374,0.0004,0.9842
e1210.dat,8.0,1.455,0.00872,0.00432,-0.0882,0.2175,1.0
goe596.dat,8.0,1.2157,0.01285,0.00772,-0.0617,0.0004,1.0
naca661212.dat,8.0,0.9874,0.01108,0.00584,-0.0319,0.0099,0.8164
e216.dat,8.0,1.6093,0.01443,0.00857,-0.1817,0.0061,1.0
fg4.dat,8.0,1.3742,0.01425,0.00877,-0.0736,0.036,1.0
rg15.dat,8.0,1.1213,0.01118,0.00634,-0.0531,0.0023,1.0
fx76mp120.dat,8.0,1.7196,0.01177,0.0073,-0.195,0.2603,1.0
naca1408.dat,8.0,1.0024,0.00983,0.00504,-0.0236,0.0058,1.0
e197.dat,8.0,1.1443,0.01062,0.00544,-0.0556,0.0233,1.0
ag24.dat,8.0,1.1817,0.0108,0.00573,-0.0631,0.0028,1.0
hor12.dat,8.0,1.4053,0.01306,0.00737,-0.1117,0.0005,0.9995
goe493.dat,8.0,1.0905,0.01422,0.00909,-0.0605,0.0004,1.0
e184.dat,8.0,0.8741,0.00376,8e-05,0.0111,0.0022,1.0
e582.dat,8.0,1.3205,0.01034,0.00544,-0.0992,0.1888,0.8015
n66021.dat,8.0,0.5017,0.0146,0.00902,0.0581,0.0327,0.7071
ag455ct02r.dat,8.0,1.073,0.00959,0.00477,-0.0282,0.0081,1.0
e580.dat,8.0,1.3729,0.01506,0.00855,-0.1252,0.0007,0.5891
m1.dat,8.0,,,,,,
vr15.dat,8.0,0.992,0.00923,0.00436,-0.0064,0.0186,1.0
lg10sc.dat,8.0,1.0341,0.00837,0.0037,-0.0152,0.0762,1.0
usa41.dat,8.0,1.2371,0.0226,0.01837,-0.0727,0.0005,1.0
e226.dat,8.0,0.982,0.01075,0.00607,-0.0186,0.0043,1.0
usa40b.dat,8.0,1.3399,0.01282,0.00718,-0.0792,0.0008,1.0
goe498.dat,8.0,,,,,,
c141f.dat,8.0,1.1788,0.00996,0.00478,-0.0622,0.0438,1.0
s3025.dat,8.0,1.2391,0.01107,0.00575,-0.0708,0.0066,1.0
goe683.dat,8.0,0.8261,0.01542,0.01023,0.0307,0.0011,0.9784
fx74130wp2.dat,8.0,1.1842,0.01398,0.00835,-0.0812,0.0119,0.8322
e392.dat,8.0,1.3117,0.01185,0.00657,-0.0935,0.0066,1.0
sd7034.dat,8.0,1.3003,0.00917,0.00438,-0.0774,0.108,1.0
e328.dat,8.0,1.0929,0.00748,0.0031,-0.0146,0.2107,0.859
fx79l120.dat,8.0,0.8512,0.00879,0.00405,0.0119,0.0237,0.9388
ag16.dat,8.0,1.1223,0.01069,0.00591,-0.048,0.002,1.0
b540ols.dat,8.0,0.9229,0.00908,0.0043,0.0014,0.0187,1.0
dga1138.dat,8.0,1.1907,0.01368,0.00906,-0.0499,0.0024,1.0
v23010.dat,8.0,1.0229,0.01026,0.00518,-0.0089,0.0009,1.0
n64012.dat,8.0,0.8887,0.01033,0.00519,-0.0019,0.0006,0.8286
dsma523b.dat,8.0,1.4636,0.01404,0.00811,-0.1425,0.0204,0.6673
goe324.dat,8.0,1.3618,0.01367,0.008,-0.0631,0.0005,1.0
mh91.dat,8.0,0.9377,0.00753,0.0032,0.0218,0.1589,0.9024
rc0864c.dat,8.0,0.9787,0.0108,0.00616,-0.0163,0.0022,1.0
sd8040.dat,8.0,1.1929,0.00935,0.00439,-0.0578,0.0569,1.0
goe585.dat,8.0,,,,,,
mh92.dat,8.0,0.924,0.00753,0.00319,0.0259,0.1651,0.8895
fx84w218.dat,8.0,1.1525,0.009,0.0049,-0.0562,0.3279,0.7751
du84132v.dat,8.0,1.2314,0.01275,0.00669,-0.0815,0.0003,0.7624
nl722343.dat,8.0,1.0743,0.01078,0.00509,-0.0397,0.0101,0.6957
defcnd2.dat,8.0,1.1525,0.01229,0.00677,-0.0462,0.0012,1.0
k3.dat,8.0,1.3927,0.01542,0.00903,-0.1262,0.0162,0.5823
naca2410.dat,8.0,1.1189,0.01,0.00496,-0.0485,0.0225,1.0
e479.dat,8.0,,,,,,
fx74cl6140.dat,8.0,1.7457,0.00775,0.00364,-0.1616,0.3655,0.7596
ssca07.dat,8.0,0.9668,0.00981,0.00517,-0.0114,0.0057,1.0
naca1412.dat,8.0,1.0235,0.00967,0.00468,-0.026,0.0276,1.0
naca633218.dat,8.0,1.0674,0.01116,0.00547,-0.0414,0.0467,0.6674
naca0006.dat,8.0,0.8753,0.01295,0.00932,0.0037,0.0019,1.0
fx61168.dat,8.0,1.3461,0.0143,0.00808,-0.1079,0.0003,0.67
ste87151.dat,8.0,1.1696,0.01328,0.00756,-0.0804,0.0389,0.7731
naca23018.dat,8.0,1.0335,0.00871,0.00411,-0.0025,0.1425,0.9341
mh64.dat,8.0,0.9874,0.01003,0.00529,-0.0107,0.001,1.0
ag45c03.dat,8.0,0.9873,0.00838,0.0036,-0.029,0.0246,1.003
naca643618.dat,8.0,1.3135,0.01273,0.00692,-0.1023,0.0736,0.6617
e435.dat,8.0,1.4238,0.01123,0.00609,-0.1329,0.2039,0.6714
m15.dat,8.0,,,,,,
goe676.dat,8.0,1.0101,0.01441,0.00965,-0.0217,0.0005,1.0
nlf0215f.dat,8.0,1.4214,0.01242,0.00658,-0.1284,0.081,0.7019
hq09.dat,8.0,,,,,,
rae69ck.dat,8.0,1.054,0.01116,0.00556,-0.0558,0.0082,0.6784
goe429.dat,8.0,,,,,,
e836.dat,8.0,0.7921,0.00689,0.00242,0.0118,0.0006,0.8093
bambino6.dat,8.0,,,,,,
daytonwrightt1.dat,8.0,1.4442,0.01253,0.00734,-0.0763,0.085,1.0
geminism.dat,8.0,1.1314,0.01112,0.00581,-0.0521,0.0243,0.9996
goe361.dat,8.0,,,,,,
ah93w257.dat,8.0,1.3788,0.00966,0.00474,-0.1243,0.2745,0.5294
fx84w140.dat,8.0,1.2871,0.01043,0.00558,-0.0882,0.1179,1.0
dae11.dat,8.0,,,,,,
hq2590sm.dat,8.0,1.2236,0.01077,0.00569,-0.075,0.0132,1.0
e59.dat,8.0,,,,,,
naca0008.dat,8.0,0.8935,0.00948,0.00491,0.0011,0.0055,1.0
e635.dat,8.0,0.9313,0.01063,0.00558,0.0336,0.0002,0.982
goe526.dat,8.0,1.1955,0.01234,0.00684,-0.0561,0.001,1.0
naca63209.dat,8.0,1.0514,0.01091,0.00643,-0.0393,0.007,1.0
ht12.dat,8.0,0.9019,0.01095,0.00697,0.0025,0.0043,1.0033
fxlv152.dat,8.0,0.9099,0.01117,0.00542,-0.0052,0.0042,0.6437
goe646.dat,8.0,1.0485,0.01584,0.0096,-0.0485,0.0006,0.6623
usa98.dat,8.0,1.5431,0.01645,0.0105,-0.1619,0.0036,1.0
goe332.dat,8.0,,,,,,
naca641112.dat,8.0,0.9757,0.01031,0.00518,-0.0218,0.0106,0.8309
naca64a010.dat,8.0,0.8777,0.01043,0.00606,0.0008,0.0063,0.9965
e542.dat,8.0,0.9784,0.00954,0.00448,-0.0177,0.1288,0.7702
mh43.dat,8.0,1.0245,0.0108,0.00619,-0.022,0.0011,1.0
goe308.dat,8.0,,,,,,
hq3015.dat,8.0,1.1349,0.0128,0.00684,-0.0565,0.0006,0.7566
giiim.dat,8.0,1.0285,0.00895,0.00404,-0.0104,0.0316,1.0
hobiesm.dat,8.0,1.2806,0.01212,0.00707,-0.0872,0.0032,1.0
fx08s176.dat,8.0,1.1031,0.02282,0.01744,-0.055,0.0019,0.876
