name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e186.dat,4.5,0.4698,0.00553,0.00173,0.0315,0.2167,0.986
naca654421a05.dat,4.5,0.8649,0.00542,0.00175,-0.0707,0.5313,0.6353
goe648.dat,4.5,0.8772,0.00741,0.00272,-0.0597,0.197,0.8703
eh3012.dat,4.5,0.5947,0.00773,0.00271,0.0105,0.0009,0.949
naca662215.dat,4.5,0.6027,0.00864,0.00309,-0.0308,0.0266,0.7418
ag46ct02r.dat,4.5,0.6728,0.00604,0.00161,-0.0276,0.0882,1.0
naca6412.dat,4.5,1.1979,0.00626,0.00249,-0.1483,0.3935,1.0012
ag47c03.dat,4.5,0.527,0.00556,0.00121,-0.0184,0.0753,1.003
goe604.dat,4.5,,,,,,
usa48.dat,4.5,0.7033,0.00945,0.0034,-0.0456,0.0021,0.6714
ua79sf18.dat,4.5,0.576,0.0165,0.0105,-0.0456,0.0013,0.6542
mh95.dat,4.5,0.6903,0.00725,0.00235,-0.0358,0.1822,0.7637
goe585.dat,4.5,0.8604,0.00837,0.00323,-0.0708,0.0007,1.0
s1223rtl.dat,4.5,1.6982,0.01132,0.00564,-0.2606,0.2478,0.4334
ls417.dat,4.5,1.053,0.00974,0.00412,-0.1232,0.1298,0.6715
ht12.dat,4.5,0.5127,0.0064,0.00199,0.0001,0.0132,1.0033
ag03.dat,4.5,0.702,0.00606,0.00164,-0.0332,0.1084,1.0
ah79100a.dat,4.5,0.9768,0.00738,0.00225,-0.1121,0.1916,0.6381
hq209.dat,4.5,0.76,0.00808,0.00268,-0.0576,0.0015,0.8275
rhodesg34.dat,4.5,1.1713,0.00988,0.0048,-0.0836,0.1121,1.0
rcsc2.dat,4.5,0.5435,0.0072,0.00235,-0.0119,0.0216,0.9568
rg12.dat,4.5,0.7045,0.00669,0.00192,-0.0454,0.1167,0.84
hsnlf213.dat,4.5,0.6258,0.00808,0.003,-0.018,0.1089,0.7565
waspsm.dat,4.5,0.8957,0.00604,0.00184,-0.0798,0.2311,1.0
e583.dat,4.5,1.0644,0.00556,0.0019,-0.1139,0.4809,0.7907
rae5214.dat,4.5,0.7299,0.0077,0.0022,-0.0503,0.0572,0.6581
arad20.dat,4.5,0.9385,0.00882,0.00406,-0.0485,0.2362,0.7878
e342.dat,4.5,0.6636,0.00576,0.00188,0.0073,0.308,0.9047
sc20712.dat,4.5,1.0698,0.01027,0.00438,-0.1291,0.0296,0.6603
giiik.dat,4.5,,,,,,
goe802.dat,4.5,,,,,,
goe422.dat,4.5,1.1894,0.00929,0.00442,-0.1361,0.2527,0.8478
amsoil1.dat,4.5,0.7503,0.00777,0.00273,-0.0529,0.0708,0.8761
mh84.dat,4.5,1.0018,0.00706,0.0025,-0.0703,0.2086,0.8254
fx78k150.dat,4.5,0.8913,0.00439,0.00148,-0.0822,0.5963,0.8591
fx63137.dat,4.5,1.3946,0.01207,0.00553,-0.2029,0.0481,0.5479
raf32md.dat,4.5,,,,,,
goe322.dat,4.5,,,,,,
mh108.dat,4.5,0.4955,0.00508,0.00135,0.0224,0.238,0.97
s8023.dat,4.5,0.5112,0.0058,0.00153,0.003,0.0681,1.0
raf25.dat,4.5,,,,,,
naca643418.dat,4.5,0.8927,0.00595,0.00176,-0.0867,0.4282,0.5872
sg6051.dat,4.5,0.8892,0.00664,0.00251,-0.0874,0.2733,1.0
goe288.dat,4.5,1.1532,0.0127,0.0057,-0.1349,0.0009,0.3932
n64110.dat,4.5,0.5888,0.00764,0.00233,-0.0222,0.0007,0.7783
p51dtip.dat,4.5,0.6249,0.00902,0.00363,-0.0322,0.0006,0.7096
eh1090.dat,4.5,0.5317,0.00566,0.00152,0.0039,0.1374,0.973
giiie.dat,4.5,0.5587,0.00703,0.00218,-0.0069,0.0018,0.95
fx601261.dat,4.5,1.069,0.00978,0.00353,-0.1282,0.0519,0.5246
eiffel428.dat,4.5,1.0094,0.00893,0.00384,-0.0878,0.0281,1.0
goe228.dat,4.5,1.3267,0.01484,0.00785,-0.1806,0.0007,0.4426
saratov.dat,4.5,1.2652,0.01224,0.0053,-0.1731,0.0017,0.1537
hq2511.dat,4.5,0.8455,0.00705,0.00211,-0.0749,0.1794,0.7271
e176.dat,4.5,0.8193,0.00658,0.00206,-0.0617,0.135,1.0
e207.dat,4.5,0.7655,0.00508,0.00152,-0.049,0.3431,0.9891
goe574.dat,4.5,,,,,,
hq3518.dat,4.5,0.9379,0.00832,0.00303,-0.0922,0.2413,0.5681
usa45.dat,4.5,,,,,,
goe535.dat,4.5,1.1701,0.00823,0.00285,-0.1256,0.2659,0.4303
naca654421.dat,4.5,0.8902,0.00572,0.00184,-0.0889,0.5013,0.6072
hq2512.dat,4.5,0.8179,0.00902,0.00316,-0.0696,0.0007,0.716
hor12.dat,4.5,,,,,,
sd7034.dat,4.5,0.925,0.00581,0.00186,-0.0796,0.2799,1.0
e862.dat,4.5,0.5826,0.00845,0.00318,-0.015,0.3344,0.407
hq1585.dat,4.5,,,,,,
e195.dat,4.5,0.8662,0.00545,0.00172,-0.075,0.3269,0.9986
goe242.dat,4.5,,,,,,
naca654221.dat,4.5,0.7151,0.00565,0.00168,-0.0496,0.4779,0.6064
mh62.dat,4.5,0.6283,0.00543,0.00145,-0.0134,0.1878,1.0
ah80129.dat,4.5,0.8802,0.00443,0.00148,-0.0746,0.5115,0.9797
rae5213.dat,4.5,0.7351,0.00777,0.00225,-0.051,0.0549,0.658
e591.dat,4.5,1.4411,0.00884,0.00359,-0.2013,0.2937,0.5039
ncambre.dat,4.5,0.6008,0.00626,0.00181,-0.007,0.1411,0.9365
goe29b.dat,4.5,1.1235,0.01148,0.00423,-0.106,0.0012,0.0609
e555.dat,4.5,,,,,,
r1046.dat,4.5,1.1679,0.00555,0.0024,-0.1274,0.4998,0.991
usa26.dat,4.5,0.8256,0.00865,0.0034,-0.0566,0.0016,0.9768
sc20414.dat,4.5,0.8446,0.00904,0.00335,-0.0935,0.0539,0.6514
goe229.dat,4.5,1.1807,0.01443,0.00768,-0.1541,0.0011,0.4306
hq2195.dat,4.5,0.7922,0.00842,0.00282,-0.0653,0.0005,0.7825
n63415.dat,4.5,0.8681,0.00763,0.00249,-0.0831,0.188,0.6435
eh2012.dat,4.5,0.5923,0.00521,0.00137,0.0022,0.2793,0.9149
goe394.dat,4.5,,,,,,
naca66206.dat,4.5,0.6517,0.00746,0.00285,-0.0397,0.0021,0.9331
ah79100c.dat,4.5,1.3007,0.00751,0.00337,-0.1941,0.3459,1.0
m20.dat,4.5,,,,,,
e422.dat,4.5,1.2127,0.00713,0.00231,-0.1243,0.3608,0.49
oaf095.dat,4.5,1.0525,0.00928,0.00338,-0.1299,0.0662,0.5517
naca23018.dat,4.5,0.6477,0.00715,0.00239,-0.0044,0.1947,0.7791
fg4.dat,4.5,0.7611,0.01163,0.00437,-0.0173,0.0403,0.0304
sg6041.dat,4.5,0.7552,0.00679,0.00206,-0.0538,0.1368,0.873
usa40b.dat,4.5,0.9921,0.00939,0.00363,-0.0892,0.0725,0.7295
goe123.dat,4.5,,,,,,
goe796.dat,4.5,0.8959,0.0076,0.00282,-0.0864,0.1458,1.0
k3.dat,4.5,1.0747,0.01117,0.00502,-0.1449,0.0578,0.5493
mh83.dat,4.5,,,,,,
e541.dat,4.5,0.7358,0.00607,0.00209,-0.0536,0.3978,0.7591
goe423.dat,4.5,0.9389,0.01032,0.00501,-0.0917,0.0628,0.9958
davis_corrected.dat,4.5,0.6587,0.00527,0.00159,-0.0119,0.3412,0.8921
rc12b3.dat,4.5,0.5674,0.00648,0.00243,0.004,0.2374,0.9722
giiic.dat,4.5,0.5048,0.00708,0.00218,0.0078,0.0011,0.934
hq3010.dat,4.5,0.8873,0.00891,0.00316,-0.0855,0.001,0.7725
s1016.dat,4.5,0.4565,0.00725,0.00267,0.0071,0.1962,0.7805
goe477.dat,4.5,,,,,,
fxm2.dat,4.5,1.0801,0.01003,0.00324,-0.0986,0.0434,0.2433
sa7038.dat,4.5,0.8935,0.00611,0.00191,-0.0811,0.2228,1.0
ua2-180sm.dat,4.5,1.1811,0.00593,0.00253,-0.1072,0.4427,0.9927
goe346.dat,4.5,,,,,,
goe769.dat,4.5,0.9813,0.00716,0.00273,-0.0648,0.1818,0.9998
usa40.dat,4.5,1.0552,0.01045,0.00436,-0.1144,0.0009,0.7331
curtisc72.dat,4.5,1.1823,0.00797,0.00338,-0.0999,0.1722,1.0
naca001066.dat,4.5,0.342,0.00707,0.00234,0.0362,0.0322,0.9548
naca23021.dat,4.5,0.6057,0.00976,0.0039,0.0055,0.053,0.6784
aquilasm.dat,4.5,0.9125,0.00564,0.00167,-0.0696,0.2862,1.0
r1082t.dat,4.5,0.8596,0.00505,0.00149,-0.072,0.4953,0.7771
cast102.dat,4.5,0.7647,0.00791,0.00251,-0.0646,0.1132,0.7078
dfvlrr4.dat,4.5,0.9606,0.00934,0.00359,-0.1195,0.0588,0.6898
avistar.dat,4.5,0.6118,0.00805,0.00295,-0.0199,0.0299,0.9372
e551.dat,4.5,0.9566,0.00633,0.00182,-0.1043,0.4228,0.4973
goe387.dat,4.5,,,,,,
s9000.dat,4.5,0.83,0.00637,0.00199,-0.0699,0.1579,0.9764
eh0009.dat,4.5,0.4894,0.00633,0.00178,0.003,0.0394,0.9252
naca66-018.dat,4.5,0.4216,0.00776,0.00269,0.0112,0.1425,0.7122
goe286.dat,4.5,,,,,,
nlf416.dat,4.5,1.0021,0.00672,0.00217,-0.109,0.3227,0.6565
goe381.dat,4.5,,,,,,
e850.dat,4.5,,,,,,
oa213.dat,4.5,0.717,0.0068,0.00241,-0.0115,0.183,0.9179
c5d.dat,4.5,0.6929,0.00777,0.00259,-0.0526,0.0412,0.8823
mh81.dat,4.5,0.699,0.00567,0.00177,0.0023,0.2329,0.9824
e818.dat,4.5,,,,,,
n64012.dat,4.5,0.5069,0.00759,0.00216,-0.0027,0.0102,0.7143
mh30.dat,4.5,0.702,0.00659,0.00197,-0.0424,0.0642,1.0
naca1412.dat,4.5,0.6201,0.00651,0.00203,-0.0237,0.1257,0.9378
