name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,4.0,0.979,0.00727,0.00261,-0.1016,0.3158,0.6979
n64212.dat,4.0,0.6214,0.00775,0.00222,-0.0424,0.0265,0.699
jx-gs-04.dat,4.0,0.5818,0.00539,0.00122,-0.0177,0.1442,1.0
r1082.dat,4.0,0.8351,0.00518,0.00161,-0.077,0.5093,0.7686
giiik.dat,4.0,,,,,,
goe448.dat,4.0,1.3877,0.01656,0.0095,-0.2064,0.1364,0.0671
fx75vg166.dat,4.0,0.7611,0.00498,0.00189,-0.0646,0.5709,0.7841
goe400.dat,4.0,0.8659,0.0094,0.00253,-0.0772,0.0018,0.1045
goe587.dat,4.0,0.6278,0.00344,-0.00122,-0.0318,0.0007,0.9294
s5020.dat,4.0,0.6013,0.00487,0.00109,-0.0045,0.2505,1.0
kc135c.dat,4.0,0.5835,0.00602,0.0015,-0.0197,0.1967,0.8213
ah93k131.dat,4.0,0.6741,0.00483,0.00207,-0.0285,0.5454,0.9828
aquilasm.dat,4.0,0.8618,0.00536,0.00148,-0.0707,0.3062,1.0
sm701.dat,4.0,0.9935,0.00777,0.00267,-0.1235,0.2633,0.6094
mh22.dat,4.0,0.5944,0.00668,0.00187,-0.0229,0.001,1.0
e221.dat,4.0,0.5578,0.00516,0.00134,-0.0073,0.2467,0.9903
naca2415.dat,4.0,0.7016,0.00622,0.00189,-0.0515,0.2836,0.811
oa213.dat,4.0,0.6565,0.00659,0.00224,-0.0104,0.1918,0.9101
goe436.dat,4.0,,,,,,
fx63143.dat,4.0,0.767,0.01024,0.00304,-0.0559,0.0532,0.0311
eh0009.dat,4.0,0.4368,0.00597,0.00147,0.0022,0.0723,0.8906
mh83.dat,4.0,,,,,,
fx71089a.dat,4.0,0.4198,0.00651,0.00206,0.0098,0.0365,0.9575
goe241.dat,4.0,1.5182,0.01291,0.00658,-0.2191,0.1731,0.4332
e343.dat,4.0,0.6878,0.00591,0.00198,-0.0113,0.3198,0.8995
goe81.dat,4.0,1.0972,0.01085,0.00356,-0.1254,0.0013,0.028
goe775.dat,4.0,0.4358,0.00711,0.00211,0.0013,0.2589,0.594
glennmartin2.dat,4.0,0.8905,0.00861,0.00274,-0.0518,0.2691,0.2748
naca64a410.dat,4.0,0.7796,0.00802,0.00247,-0.0802,0.04,0.7425
s4095.dat,4.0,0.7475,0.0104,0.00613,-0.0554,0.2177,1.001
goe450.dat,4.0,,,,,,
n10.dat,4.0,1.0476,0.00806,0.00321,-0.0864,0.13,1.0001
mh113.dat,4.0,,,,,,
s3010.dat,4.0,0.7535,0.00545,0.00152,-0.0538,0.2532,1.0
curtisc72.dat,4.0,1.1332,0.00724,0.0029,-0.1007,0.2209,1.0
ui1720.dat,4.0,0.9876,0.00796,0.00305,-0.0856,0.2163,0.6612
e678.dat,4.0,1.1507,0.00641,0.00281,-0.1772,0.5399,0.7355
mh45.dat,4.0,0.5671,0.00508,0.00124,-0.0086,0.2252,0.9995
sg6050.dat,4.0,0.8806,0.00673,0.00208,-0.0953,0.4065,0.5415
e387.dat,4.0,0.8495,0.00525,0.00145,-0.081,0.3193,1.0
clarkx.dat,4.0,0.8034,0.00845,0.00321,-0.0798,0.0023,0.9996
fx73cl3152.dat,4.0,1.3235,0.00813,0.00294,-0.1758,0.3484,0.3349
giiia.dat,4.0,0.3934,0.00685,0.00195,0.0227,0.0009,0.9331
raf89.dat,4.0,0.419,0.00782,0.00291,0.0045,0.3101,0.5508
psu94097.dat,4.0,0.9655,0.00609,0.00204,-0.1142,0.2931,1.0
marske1.dat,4.0,0.5342,0.00748,0.0015,0.0323,0.2741,0.0518
e1210.dat,4.0,1.0178,0.00746,0.00242,-0.0928,0.2623,0.5651
goe596.dat,4.0,0.8545,0.00827,0.00298,-0.0786,0.0011,1.0
naca661212.dat,4.0,0.5861,0.00778,0.00241,-0.0381,0.0244,0.7706
e216.dat,4.0,1.2643,0.00804,0.00306,-0.202,0.2651,0.6966
fg4.dat,4.0,0.7157,0.01129,0.004,-0.0192,0.0412,0.028
rg15.dat,4.0,0.7122,0.00631,0.00171,-0.0605,0.1572,0.8531
fx76mp120.dat,4.0,1.3702,0.00591,0.00247,-0.2085,0.5024,0.9296
naca1408.dat,4.0,0.571,0.00659,0.00191,-0.0274,0.0288,1.0
e197.dat,4.0,0.7614,0.00499,0.0013,-0.0649,0.4286,0.8043
ag24.dat,4.0,0.7478,0.00577,0.0016,-0.0652,0.1904,1.0
hor12.dat,4.0,,,,,,
goe493.dat,4.0,0.7002,0.00951,0.00346,-0.0657,0.0009,0.6511
e184.dat,4.0,0.4548,0.00588,0.00157,0.0134,0.0747,0.9954
e582.dat,4.0,1.0344,0.00566,0.00193,-0.1271,0.4768,0.7887
n66021.dat,4.0,0.4325,0.0058,0.00194,-0.0019,0.4598,0.6919
ag455ct02r.dat,4.0,0.6322,0.00555,0.00132,-0.0299,0.1423,1.0
e580.dat,4.0,1.1102,0.00789,0.00272,-0.1578,0.295,0.5547
m1.dat,4.0,,,,,,
vr15.dat,4.0,0.528,0.00587,0.00162,-0.0013,0.1331,0.995
lg10sc.dat,4.0,0.547,0.00586,0.00158,-0.0058,0.1565,0.9664
usa41.dat,4.0,,,,,,
e226.dat,4.0,0.5474,0.0059,0.00153,-0.0205,0.1461,0.9011
usa40b.dat,4.0,0.956,0.00772,0.00253,-0.0929,0.1784,0.7097
