name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
naca671215.dat,8.5,0.8054,0.01194,0.00651,0.0143,0.0183,0.8311
gs1.dat,8.5,1.2581,0.01321,0.00773,-0.0714,0.0014,1.0
ag24.dat,8.5,1.2341,0.01156,0.00657,-0.0625,0.0023,1.0
naca001034a08cli0.2.dat,8.5,1.0366,0.01612,0.01218,-0.0304,0.0014,1.0
mh43.dat,8.5,1.0736,0.01194,0.00747,-0.021,0.001,1.0
rg149.dat,8.5,,,,,,
goe229.dat,8.5,,,,,,
e195.dat,8.5,1.2182,0.01196,0.00673,-0.0591,0.004,1.0
wb140.dat,8.5,1.2765,0.01541,0.00832,-0.0748,0.0065,0.146
hq258.dat,8.5,,,,,,
fxm2.dat,8.5,1.5103,0.0126,0.00645,-0.0937,0.0384,0.646
goe217.dat,8.5,1.7231,0.02054,0.01364,-0.155,0.0002,0.4845
fxs03182.dat,8.5,1.1252,0.01752,0.01143,-0.0704,0.0022,0.6335
fx73k170.dat,8.5,,,,,,
ah93w215.dat,8.5,1.1374,0.00796,0.0039,-0.0356,0.3204,0.8066
goe410.dat,8.5,0.9386,0.01145,0.00593,0.0087,0.0008,0.761
e662.dat,8.5,1.1966,0.01739,0.01144,-0.0836,0.0009,0.8062
s1221.dat,8.5,,,,,,
ah79100c.dat,8.5,1.532,0.01651,0.01068,-0.1554,0.0054,1.0
e542.dat,8.5,1.0,0.01035,0.00516,-0.012,0.0991,0.7723
naca663418.dat,8.5,0.9375,0.01639,0.01062,-0.0273,0.0195,0.7383
defcnd2.dat,8.5,1.1829,0.01286,0.00735,-0.0419,0.0011,1.0
ag46ct02r.dat,8.5,1.1104,0.01039,0.00568,-0.0252,0.0047,1.0
ag47ct02r.dat,8.5,1.0704,0.01027,0.00577,-0.0177,0.0057,1.0
df101.dat,8.5,1.1549,0.01079,0.00559,-0.0425,0.0112,1.0
s3024.dat,8.5,1.2562,0.01196,0.00669,-0.0645,0.0048,1.0
fg2.dat,8.5,1.3127,0.01222,0.00703,-0.0652,0.0033,1.0
c141d.dat,8.5,1.1229,0.01049,0.00534,-0.042,0.0205,1.0
sd7062.dat,8.5,1.4119,0.00928,0.00467,-0.0827,0.1635,1.0
rc08b3.dat,8.5,1.0071,0.01101,0.00628,-0.0078,0.0008,0.9976
n64008a.dat,8.5,,,,,,
goe612.dat,8.5,,,,,,
fx66s196.dat,8.5,1.206,0.01384,0.00817,-0.0721,0.1468,0.5374
e228.dat,8.5,0.9651,0.01042,0.00584,0.0016,0.0028,1.0
goe269.dat,8.5,,,,,,
e591.dat,8.5,1.8146,0.01147,0.00668,-0.1863,0.2132,1.0
mh42.dat,8.5,1.0895,0.01073,0.00585,-0.0235,0.001,1.0
e422.dat,8.5,1.6392,0.00808,0.00411,-0.1209,0.3122,1.0
hq2512.dat,8.5,,,,,,
hq2511.dat,8.5,1.235,0.01163,0.0064,-0.0653,0.0054,1.0
s7075.dat,8.5,1.302,0.01101,0.00579,-0.081,0.0185,1.0
goe344.dat,8.5,,,,,,
hq17.dat,8.5,,,,,,
goe645.dat,8.5,,,,,,
ah7476.dat,8.5,,,,,,
ames01.dat,8.5,1.0455,0.00943,0.00453,-0.0064,0.0436,1.0
e423.dat,8.5,,,,,,
goe738.dat,8.5,1.0665,0.01215,0.00703,-0.0035,0.0017,0.9969
goe531.dat,8.5,1.4209,0.03943,0.03429,-0.1742,0.3634,0.0781
m6.dat,8.5,1.0284,0.01227,0.00735,-0.0016,0.0015,0.9944
s9033.dat,8.5,0.9443,0.00974,0.00534,0.0065,0.0097,1.0
goe532.dat,8.5,1.4063,0.01354,0.00789,-0.0792,0.0011,1.0
hobie.dat,8.5,,,,,,
goe525.dat,8.5,1.7457,0.03282,0.02614,-0.206,0.0016,0.5936
fx75193.dat,8.5,0.9996,0.02248,0.01645,-0.0599,0.006,0.6764
ls421mod.dat,8.5,1.5417,0.01318,0.00748,-0.1076,0.1165,0.693
e682.dat,8.5,0.9864,0.015,0.00941,-0.0226,0.0015,0.8449
s8035.dat,8.5,0.928,0.00895,0.00429,0.008,0.0518,0.9869
isa962.dat,8.5,,,,,,
wb13535sm.dat,8.5,,,,,,
e325.dat,8.5,0.8679,0.00806,0.00345,0.0506,0.1078,0.8685
n9.dat,8.5,1.3627,0.01305,0.00794,-0.0598,0.0041,1.0
rhodesg36.dat,8.5,1.5823,0.01308,0.00856,-0.0764,0.196,1.0
e433.dat,8.5,1.3209,0.01237,0.00706,-0.0975,0.1117,0.7957
usa45.dat,8.5,,,,,,
