name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e186.dat,0.0,-0.0864,0.00547,0.00061,0.0434,0.482,0.3222
naca654421a05.dat,0.0,0.3263,0.00501,0.0012,-0.0599,0.5706,0.577
goe648.dat,0.0,,,,,,
eh3012.dat,0.0,0.1446,0.00706,0.00098,0.0006,0.381,0.0016
naca662215.dat,0.0,0.1823,0.00375,0.0007,-0.0429,0.7088,0.7024
ag46ct02r.dat,0.0,0.1712,0.00506,0.00037,-0.0291,0.4549,0.3501
naca6412.dat,0.0,0.6323,0.00631,0.00112,-0.1336,0.4979,0.1405
ag47c03.dat,0.0,0.0272,0.00531,0.00041,-0.0196,0.5905,0.1016
goe604.dat,0.0,0.5202,0.008,0.00177,-0.0771,0.3524,0.0024
usa48.dat,0.0,,,,,,
ua79sf18.dat,0.0,0.5453,0.00469,0.0015,-0.1248,0.7175,0.6443
mh95.dat,0.0,0.2264,0.00489,0.00101,-0.0444,0.4811,0.6613
goe585.dat,0.0,0.3701,0.00649,0.00073,-0.0729,0.4125,0.0259
s1223rtl.dat,0.0,1.2098,0.00957,0.00355,-0.267,0.2709,0.1394
ls417.dat,0.0,0.5531,0.00476,0.00133,-0.1224,0.6379,0.6273
ht12.dat,0.0,0.0093,0.00543,0.00049,-0.0022,0.355,0.3633
ag03.dat,0.0,0.2013,0.00515,0.00042,-0.034,0.4771,0.3232
ah79100a.dat,0.0,0.4919,0.0047,0.00053,-0.1165,0.5771,0.3994
hq209.dat,0.0,0.2818,0.00398,0.00037,-0.0614,0.6177,0.5818
rhodesg34.dat,0.0,0.6836,0.00793,0.00187,-0.0828,0.2763,0.1504
rcsc2.dat,0.0,0.0805,0.00499,0.00073,-0.0217,0.566,0.4541
rg12.dat,0.0,0.2158,0.00403,0.00044,-0.0482,0.5543,0.6802
hsnlf213.dat,0.0,0.109,0.00409,0.00108,-0.0115,0.6707,0.7398
waspsm.dat,0.0,0.325,0.00569,0.00065,-0.0651,0.4566,0.2657
e583.dat,0.0,0.5534,0.0045,0.00107,-0.1091,0.5708,0.7328
rae5214.dat,0.0,0.227,0.0053,0.0007,-0.0534,0.3288,0.5438
arad20.dat,0.0,0.3697,0.00805,0.00288,-0.0378,0.314,0.4555
e342.dat,0.0,0.1957,0.0072,0.00132,0.0002,0.3558,0.1173
sc20712.dat,0.0,,,,,,
giiik.dat,0.0,0.1387,0.00612,0.00069,-0.0186,0.5212,0.0307
goe802.dat,0.0,0.6465,0.00679,0.00128,-0.1237,0.471,0.0018
goe422.dat,0.0,0.7479,0.00751,0.00192,-0.1465,0.4417,0.0949
amsoil1.dat,0.0,0.2392,0.00577,0.00093,-0.0501,0.6247,0.1365
mh84.dat,0.0,0.4708,0.00675,0.00122,-0.0704,0.3043,0.1668
fx78k150.dat,0.0,0.402,0.00439,0.00083,-0.0818,0.64,0.6002
fx63137.dat,0.0,0.9216,0.0081,0.00202,-0.2079,0.3288,0.0551
raf32md.dat,0.0,0.5148,0.00483,0.00056,-0.121,0.6366,0.2926
goe322.dat,0.0,,,,,,
mh108.dat,0.0,-0.0031,0.00568,0.0007,0.0183,0.3327,0.4236
s8023.dat,0.0,-0.0,0.00601,0.0005,0.0,0.2606,0.2604
raf25.dat,0.0,0.1279,0.00431,0.00028,-0.0309,0.6,0.4729
naca643418.dat,0.0,0.3604,0.00511,0.00099,-0.0802,0.5258,0.5179
sg6051.dat,0.0,0.3773,0.00517,0.00107,-0.0825,0.6544,0.415
goe288.dat,0.0,0.6841,0.00684,0.00167,-0.1411,0.4123,0.2944
n64110.dat,0.0,0.0899,0.00388,0.00036,-0.0211,0.6162,0.6081
p51dtip.dat,0.0,0.1466,0.00376,0.00048,-0.0326,0.6671,0.6744
