name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
naca671215.dat,2.0,0.3678,0.00444,0.00127,-0.0364,0.5872,0.8084
gs1.dat,2.0,0.7066,0.00635,0.00132,-0.106,0.3958,0.3323
ag24.dat,2.0,0.5274,0.00499,0.00082,-0.0663,0.3491,0.7345
naca001034a08cli0.2.dat,2.0,0.3963,0.00426,0.00078,-0.0424,0.4789,0.8554
mh43.dat,2.0,0.3681,0.00404,0.00056,-0.0231,0.4251,0.8495
rg149.dat,2.0,0.4237,0.00476,0.00083,-0.0409,0.3328,0.8369
goe229.dat,2.0,0.958,0.01193,0.00524,-0.1623,0.0404,0.3985
e195.dat,2.0,0.5734,0.00458,0.0008,-0.0717,0.4938,0.7004
wb140.dat,2.0,0.6671,0.00966,0.0033,-0.0907,0.2618,0.1415
hq258.dat,2.0,0.5694,0.00481,0.00079,-0.0767,0.3984,0.7435
fxm2.dat,2.0,0.8018,0.00911,0.00222,-0.1008,0.0683,0.0282
goe217.dat,2.0,1.1623,0.00777,0.00274,-0.1848,0.3617,0.3854
fxs03182.dat,2.0,0.7109,0.00648,0.00183,-0.1168,0.3906,0.5981
fx73k170.dat,2.0,0.8357,0.00485,0.00118,-0.1408,0.6002,0.6015
ah93w215.dat,2.0,0.5407,0.00562,0.00135,-0.0618,0.4676,0.5513
goe410.dat,2.0,0.2316,0.00636,0.0012,0.0005,0.2511,0.4505
e662.dat,2.0,0.879,0.00421,0.00119,-0.1525,0.6576,0.7702
s1221.dat,2.0,1.0089,0.00733,0.00179,-0.1878,0.2871,0.306
ah79100c.dat,2.0,1.0999,0.00525,0.00155,-0.2097,0.5903,0.6189
e542.dat,2.0,0.4512,0.00472,0.00119,-0.0398,0.5319,0.7563
naca663418.dat,2.0,0.5976,0.00426,0.00114,-0.0884,0.6726,0.7027
defcnd2.dat,2.0,,,,,,
ag46ct02r.dat,2.0,0.3922,0.00435,0.00065,-0.0281,0.2647,1.0
ag47ct02r.dat,2.0,0.3514,0.00451,0.00063,-0.0211,0.1939,1.0
df101.dat,2.0,0.4713,0.0052,0.0009,-0.0497,0.3797,0.6459
s3024.dat,2.0,0.5874,0.00414,0.00094,-0.0719,0.4609,0.9658
fg2.dat,2.0,0.547,0.00714,0.00109,-0.0502,0.2977,0.0272
c141d.dat,2.0,0.4229,0.00547,0.00124,-0.0471,0.2748,0.8334
sd7062.dat,2.0,0.7022,0.00596,0.00139,-0.0875,0.3503,0.5862
rc08b3.dat,2.0,0.2468,0.0041,0.0008,0.0033,0.3868,0.9683
n64008a.dat,2.0,0.2092,0.00587,0.0009,0.0015,0.0092,0.8013
goe612.dat,2.0,0.7282,0.0072,0.00185,-0.0994,0.329,0.3489
fx66s196.dat,2.0,0.7345,0.00574,0.00146,-0.11,0.5086,0.5231
