name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
goe797.dat,-0.5,0.5022,0.00654,0.00142,-0.1226,0.5707,0.1331
naca64208.dat,-0.5,0.1223,0.00383,0.00027,-0.0423,0.6851,0.532
e858.dat,-0.5,0.4942,0.00722,0.00199,-0.1074,0.3541,0.3786
hobiesm.dat,-0.5,0.404,0.00521,0.00044,-0.1008,0.5676,0.187
goe481.dat,-0.5,0.7268,0.02022,0.01628,-0.1669,0.4459,0.0748
goe190.dat,-0.5,0.6185,0.0029,-0.00261,-0.1504,0.4545,0.03
raf28.dat,-0.5,0.1604,0.00523,0.00053,-0.0457,0.5854,0.2588
goe241.dat,-0.5,1.0789,0.00863,0.00281,-0.2291,0.3965,0.0277
n10.dat,-0.5,0.5549,0.00692,0.00126,-0.0864,0.3128,0.278
naca0021.dat,-0.5,-0.057,0.00659,0.00159,-0.0001,0.4326,0.3918
n5h20.dat,-0.5,0.2906,0.00772,0.00216,-0.0279,0.5218,0.0385
goe702.dat,-0.5,0.3708,0.00734,0.00155,-0.0641,0.3623,0.1043
trainer60.dat,-0.5,-0.0587,0.00648,0.00144,0.0038,0.4006,0.3843
sc20614.dat,-0.5,0.4297,0.00654,0.0018,-0.1194,0.2995,0.5876
n14.dat,-0.5,,,,,,
eh2510.dat,-0.5,0.053,0.00821,0.00121,0.0007,0.0066,0.0623
ls013.dat,-0.5,-0.0606,0.00427,0.00089,0.0009,0.6693,0.6117
n64212mb.dat,-0.5,0.1282,0.00608,0.00096,-0.0306,0.1902,0.5235
daytonwright6.dat,-0.5,,,,,,
goe679.dat,-0.5,0.3378,0.00737,0.00172,-0.0757,0.3943,0.181
nlr7301.dat,-0.5,0.2261,0.00682,0.00165,-0.0753,0.1732,0.5407
hq108.dat,-0.5,0.0848,0.00383,0.00028,-0.0309,0.663,0.5527
p51hroot.dat,-0.5,0.0396,0.00688,0.00163,-0.0215,0.016,0.6933
goe474.dat,-0.5,0.2722,0.0055,0.00048,-0.0687,0.648,0.025
hh02.dat,-0.5,-0.0368,0.00589,0.00105,0.0171,0.5885,0.1512
r140.dat,-0.5,-0.007,0.00729,0.00096,-0.008,0.3841,0.0339
s4320.dat,-0.5,0.4364,0.00586,0.00069,-0.0952,0.5407,0.018
usa41.dat,-0.5,0.4304,0.00598,0.00066,-0.1008,0.5016,0.0185
ste87391.dat,-0.5,0.6864,0.00458,0.00099,-0.1769,0.7423,0.3882
m2.dat,-0.5,-0.0561,0.00644,0.00086,0.0008,0.4672,0.1188
ag04.dat,-0.5,,,,,,
hor20.dat,-0.5,0.3196,0.00725,0.00186,-0.0881,0.4017,0.2325
e212.dat,-0.5,0.4489,0.00476,0.00061,-0.126,0.6053,0.3902
fx84w097.dat,-0.5,0.2068,0.00525,0.00052,-0.0491,0.5712,0.2086
ag19.dat,-0.5,0.2097,0.00511,0.00034,-0.0542,0.5493,0.1865
goe257.dat,-0.5,,,,,,
la2573a.dat,-0.5,0.0223,0.00731,0.00141,0.0193,0.3804,0.0329
cootie.dat,-0.5,0.5794,0.00624,0.00098,-0.1142,0.5335,0.0198
goe650.dat,-0.5,0.4756,0.00585,0.00096,-0.1234,0.5356,0.1975
m24.dat,-0.5,0.2574,0.00749,0.00171,-0.0174,0.4421,0.0023
usnps4.dat,-0.5,0.6014,0.00731,0.00154,-0.1323,0.4475,0.0371
naca0015.dat,-0.5,-0.0572,0.00563,0.00098,0.0,0.4876,0.42
rc10b3.dat,-0.5,0.0315,0.00561,0.00078,-0.0045,0.6785,0.1384
fx84w150.dat,-0.5,0.4294,0.00545,0.00093,-0.0982,0.57,0.2947
goe493.dat,-0.5,0.3779,0.00562,0.00089,-0.1015,0.5872,0.2567
rc10n1.dat,-0.5,-0.0019,0.00601,0.00073,0.0065,0.6083,0.0432
raf30.dat,-0.5,-0.0518,0.00473,0.00063,-0.001,0.5763,0.4795
s4083.dat,-0.5,0.3779,0.0061,0.00063,-0.0895,0.4181,0.1027
e547.dat,-0.5,0.2104,0.00481,0.00099,-0.0483,0.5134,0.6582
goe780.dat,-0.5,0.0075,0.00171,-0.00234,-0.008,0.7012,0.4399
goe624.dat,-0.5,0.4833,0.00747,0.00156,-0.0986,0.4393,0.0274
s4061.dat,-0.5,0.3609,0.00517,0.00052,-0.0845,0.5823,0.1889
ag14.dat,-0.5,0.1891,0.00526,0.00036,-0.0499,0.5062,0.189
sc1012r8.dat,-0.5,0.1899,0.00788,0.00154,-0.0288,0.264,0.0273
goe553.dat,-0.5,,,,,,
fx60100.dat,-0.5,,,,,,
k1.dat,-0.5,0.2396,0.0042,0.00055,-0.0855,0.6535,0.4969
coanda1.dat,-0.5,0.2116,0.00611,0.00082,-0.0406,0.5125,0.0692
giiib.dat,-0.5,,,,,,
goe508.dat,-0.5,0.518,0.00693,0.00145,-0.1048,0.4953,0.0582
ah7476.dat,-0.5,,,,,,
hq1010.dat,-0.5,0.0849,0.00403,0.00037,-0.0306,0.6307,0.5487
ag37.dat,-0.5,0.3268,0.00472,0.00071,-0.0464,0.4369,0.6822
naca16018.dat,-0.5,-0.0314,0.00357,0.00103,-0.0054,0.8263,0.7982
hs1620.dat,-0.5,0.5379,0.00822,0.00268,-0.1287,0.5053,0.2007
fx73cl1152.dat,-0.5,0.5778,0.00726,0.00149,-0.1159,0.3622,0.0628
spicasm.dat,-0.5,0.4258,0.00651,0.00111,-0.0846,0.5018,0.0216
e393.dat,-0.5,0.5014,0.00481,0.00066,-0.1263,0.5664,0.435
naca16012.dat,-0.5,-0.0422,0.00306,0.00056,-0.003,0.8594,0.7686
e220.dat,-0.5,0.0676,0.00501,0.00064,-0.008,0.5807,0.3698
e561.dat,-0.5,0.6602,0.00653,0.00142,-0.1612,0.4276,0.2825
goe63.dat,-0.5,0.6403,0.00673,0.00158,-0.1278,0.5186,0.0143
fx77w270s.dat,-0.5,0.2622,0.007,0.00248,-0.033,0.3901,0.6021
goe460.dat,-0.5,-0.0456,0.00638,0.00152,-0.0023,0.4491,0.4118
df102.dat,-0.5,0.2018,0.00537,0.00067,-0.0493,0.527,0.3014
dormoy.dat,-0.5,0.3938,0.00786,0.00129,-0.0562,0.0475,0.2587
e562.dat,-0.5,0.5413,0.00593,0.00108,-0.1429,0.4633,0.3373
mh110.dat,-0.5,-0.1186,0.00547,0.0006,0.0359,0.3208,0.4527
e433.dat,-0.5,0.5679,0.00398,0.00081,-0.1404,0.6759,0.6775
goe652.dat,-0.5,1.1109,0.00724,0.00232,-0.2735,0.4714,0.1392
raf26.dat,-0.5,0.2236,0.00468,0.00032,-0.0672,0.6176,0.3368
goe525.dat,-0.5,,,,,,
psu-90-125wl.dat,-0.5,0.292,0.00434,0.00056,-0.0773,0.6373,0.4983
clarkysm.dat,-0.5,0.3451,0.00564,0.00079,-0.0812,0.5556,0.2063
sc1094r8.dat,-0.5,,,,,,
n9.dat,-0.5,0.4037,0.00637,0.00081,-0.0646,0.3483,0.2262
goe226.dat,-0.5,0.9164,0.00756,0.00195,-0.2096,0.4044,0.0882
npl9660.dat,-0.5,,,,,,
pmc19sm.dat,-0.5,,,,,,
goe199.dat,-0.5,,,,,,
as5046.dat,-0.5,0.2183,0.00441,0.00078,-0.0584,0.6105,0.6087
s1014.dat,-0.5,-0.0609,0.00367,0.00081,0.0011,0.7233,0.7102
n64015a.dat,-0.5,,,,,,
whitcomb.dat,-0.5,0.3967,0.00622,0.00144,-0.1326,0.2105,0.6424
s2050.dat,-0.5,0.1962,0.00448,0.00043,-0.0616,0.5707,0.4781
ah85l120.dat,-0.5,-0.0546,0.00317,0.00044,-0.0002,0.7729,0.7424
arad6.dat,-0.5,0.5641,0.00594,0.0013,-0.1362,0.6651,0.0676
e1214.dat,-0.5,0.136,0.00689,0.00143,-0.0224,0.3171,0.3029
ag27.dat,-0.5,0.2575,0.00509,0.00038,-0.0649,0.5548,0.1981
e715.dat,-0.5,0.1931,0.00514,0.00073,-0.0427,0.4844,0.4398
hobie.dat,-0.5,0.4019,0.00645,0.00085,-0.1012,0.4238,0.0527
ag45c03.dat,-0.5,0.033,0.00586,0.0006,-0.0297,0.5191,0.06
goe692.dat,-0.5,0.5342,0.00636,0.00133,-0.1272,0.567,0.1604
s4053.dat,-0.5,0.2951,0.00529,0.0005,-0.0723,0.6169,0.1417
fx66h80.dat,-0.5,-0.0017,0.0066,0.00074,0.0168,0.3958,0.0076
hq2510.dat,-0.5,0.3001,0.00514,0.0005,-0.0767,0.6329,0.183
isa961.dat,-0.5,0.5212,0.00863,0.0017,-0.0933,0.0999,0.0769
naca632615.dat,-0.5,0.4809,0.00483,0.00082,-0.1211,0.5608,0.5042
goe506.dat,-0.5,,,,,,
fx84w175.dat,-0.5,0.455,0.00562,0.00117,-0.1067,0.564,0.3335
dae21.dat,-0.5,0.6287,0.00583,0.00095,-0.1346,0.5901,0.0193
b707c.dat,-0.5,0.1379,0.00852,0.00147,-0.0306,0.0105,0.0101
usa29.dat,-0.5,0.4041,0.00689,0.00126,-0.0923,0.499,0.0424
ah21-9.dat,-0.5,0.2579,0.00403,0.00029,-0.0764,0.8156,0.3012
clarkz.dat,-0.5,0.3993,0.00632,0.00094,-0.09,0.5388,0.0304
usa45m.dat,-0.5,0.233,0.00296,-0.0031,-0.0404,0.348,0.002
goe55.dat,-0.5,0.1292,0.00766,0.00149,-0.029,0.2789,0.0043
fx78k161.dat,-0.5,0.169,0.00531,0.00102,-0.0311,0.6178,0.3686
e656.dat,-0.5,0.5613,0.00566,0.00109,-0.1269,0.6113,0.2369
e587.dat,-0.5,0.643,0.0046,0.00103,-0.1604,0.6284,0.601
m22.dat,-0.5,,,,,,
mrc-20.dat,-0.5,0.3462,0.00506,0.00096,-0.0813,0.6162,0.4662
hq2012.dat,-0.5,0.2245,0.00431,0.00052,-0.0601,0.6029,0.5259
naca64209.dat,-0.5,0.1247,0.0058,0.00088,-0.0415,0.6603,0.024
goe222.dat,-0.5,0.9033,0.00733,0.00221,-0.2158,0.4496,0.2942
goe392.dat,-0.5,0.5085,0.00668,0.00082,-0.1247,0.4351,0.0067
giiii.dat,-0.5,0.0756,0.00558,0.0006,-0.0194,0.6693,0.0483
bacnlf.dat,-0.5,0.1852,0.00317,0.0004,-0.0706,0.8669,0.6232
goe408.dat,-0.5,,,,,,
hor07.dat,-0.5,0.3926,0.00843,0.00197,-0.0947,0.1601,0.1021
goe358.dat,-0.5,0.6258,0.00683,0.00121,-0.1596,0.419,0.0692
goe412.dat,-0.5,0.5249,0.00641,0.00108,-0.1208,0.5703,0.0289
e193.dat,-0.5,0.329,0.00536,0.00058,-0.0783,0.5544,0.2184
goe328.dat,-0.5,0.3554,0.00666,0.00107,-0.081,0.4662,0.0167
hs1606.dat,-0.5,0.5124,0.00483,0.00061,-0.1246,0.7325,0.1478
fx78k140.dat,-0.5,0.2912,0.00535,0.00085,-0.0576,0.6521,0.235
naca663418.dat,-0.5,0.2994,0.00417,0.00101,-0.0823,0.6941,0.6851
goe431.dat,-0.5,0.8198,0.00796,0.0019,-0.2027,0.3551,0.0053
ag35.dat,-0.5,0.3686,0.00461,0.0007,-0.047,0.4392,0.712
sd8020.dat,-0.5,-0.0535,0.00486,0.00053,-0.0006,0.5476,0.4368
goe490.dat,-0.5,0.3407,0.00653,0.00081,-0.0772,0.4512,0.0235
fx75vg166.dat,-0.5,0.2393,0.00385,0.00094,-0.0584,0.6721,0.7533
eh1070.dat,-0.5,-0.0088,0.00538,0.00041,-0.0002,0.5276,0.2149
e184.dat,-0.5,-0.0886,0.00554,0.00053,0.0237,0.57,0.1661
isa960.dat,-0.5,0.5306,0.00954,0.00278,-0.0955,0.0916,0.077
e908.dat,-0.5,0.434,0.00309,0.00043,-0.132,0.877,0.6284
giiil.dat,-0.5,0.0847,0.00618,0.00079,-0.0181,0.5391,0.0278
goe425.dat,-0.5,0.4144,0.00706,0.00129,-0.0846,0.4642,0.0277
fx73170a.dat,-0.5,0.5531,0.00522,0.00115,-0.1246,0.6013,0.4538
goe498.dat,-0.5,0.6375,0.00654,0.00136,-0.1475,0.4711,0.1748
goe567.dat,-0.5,0.5996,0.00604,0.00109,-0.1487,0.4977,0.219
n2415.dat,-0.5,0.1947,0.0059,0.00103,-0.0522,0.5013,0.3256
s8052.dat,-0.5,0.1158,0.00416,0.00051,-0.0299,0.6064,0.5639
e434.dat,-0.5,0.4641,0.00515,0.00082,-0.1029,0.6125,0.3173
goe366.dat,-0.5,0.769,0.0084,0.00293,-0.1579,0.4329,0.0169
goe598.dat,-0.5,,,,,,
ht23.dat,-0.5,,,,,,
naca2408.dat,-0.5,0.1855,0.00523,0.00048,-0.0528,0.5793,0.2342
ames03.dat,-0.5,,,,,,
fx74cl6140.dat,-0.5,0.7665,0.0071,0.00157,-0.1537,0.4256,0.0123
c141b.dat,-0.5,0.1269,0.0039,0.0006,-0.0449,0.7545,0.5687
geminism.dat,-0.5,0.1526,0.00515,0.00086,-0.0397,0.5226,0.5121
e64.dat,-0.5,0.4409,0.0045,0.00043,-0.1174,0.6708,0.3227
ht22.dat,-0.5,0.0317,0.00596,0.00052,-0.0104,0.4122,0.0994
miley.dat,-0.5,0.2769,0.0071,0.00173,-0.0307,0.5028,0.0046
mh61.dat,-0.5,-0.0313,0.00472,0.00048,0.0094,0.5687,0.4075
nlf414f.dat,-0.5,0.271,0.00417,0.00153,-0.0734,0.7581,0.7249
goe561.dat,-0.5,0.5258,0.01084,0.00489,-0.0576,0.4065,0.022
goe526.dat,-0.5,0.3662,0.00633,0.00097,-0.0795,0.5175,0.0735
e403.dat,-0.5,0.5504,0.0036,0.00067,-0.1606,0.8043,0.5699
kc135c.dat,-0.5,0.1276,0.00585,0.00069,-0.0271,0.6267,0.0441
