name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
goe408.dat,0.5,,,,,,
rg12a.dat,0.5,0.3297,0.00421,0.00054,-0.0587,0.4978,0.7316
goe426.dat,0.5,,,,,,
nlf414f.dat,0.5,0.3926,0.00435,0.0017,-0.0752,0.7504,0.7413
dbln526.dat,0.5,,,,,,
waspsm.dat,0.5,0.3762,0.0056,0.00068,-0.0638,0.4285,0.3583
tempest1.dat,0.5,0.145,0.00444,0.00076,-0.0167,0.5805,0.6469
naca23018.dat,0.5,0.1927,0.00631,0.0014,-0.0047,0.316,0.5379
naca001234.dat,0.5,0.0551,0.00356,0.00049,-0.0001,0.6884,0.7493
npl9627.dat,0.5,0.1446,0.00567,0.0008,-0.0125,0.4123,0.4147
e1210.dat,0.5,0.6181,0.00738,0.00157,-0.0947,0.3119,0.1343
esa40.dat,0.5,-0.0177,0.00802,0.00174,0.0596,0.2138,0.1021
hq09.dat,0.5,0.0561,0.00379,0.00029,-0.0,0.5775,0.6597
goe182.dat,0.5,,,,,,
m12.dat,0.5,0.2129,0.0054,0.00084,-0.0262,0.4993,0.4312
fx61147.dat,0.5,0.6677,0.00546,0.00121,-0.1361,0.4366,0.6321
n22.dat,0.5,0.7203,0.00605,0.00158,-0.0916,0.3373,0.7211
n1h15.dat,0.5,0.4071,0.00623,0.00129,-0.0483,0.6294,0.0223
k2.dat,0.5,0.2289,0.00513,0.00095,-0.0802,0.3334,0.6965
fx74130wp1.dat,0.5,0.6231,0.00362,0.00083,-0.132,0.7237,0.7863
sc20712.dat,0.5,0.6131,0.00765,0.00224,-0.1302,0.1103,0.6225
n64015.dat,0.5,,,,,,
fx78k140a20.dat,0.5,0.4724,0.00377,0.0008,-0.0812,0.6422,0.815
e473.dat,0.5,0.0564,0.00706,0.00124,0.0005,0.2533,0.27
rg1410.dat,0.5,0.261,0.00439,0.00057,-0.0418,0.4828,0.6691
s4110.dat,0.5,0.4663,0.00494,0.00056,-0.0909,0.523,0.3942
e715.dat,0.5,0.3123,0.00514,0.00076,-0.0436,0.4799,0.4581
ah82150a.dat,0.5,0.5392,0.00417,0.00084,-0.109,0.6287,0.7064
fx63137sm.dat,0.5,1.0221,0.00576,0.00148,-0.2183,0.5188,0.4527
goe563.dat,0.5,0.3234,0.00502,0.00055,-0.0584,0.5393,0.3675
n13.dat,0.5,0.089,0.00526,0.00073,-0.0079,0.5478,0.4063
sc20012.dat,0.5,0.0569,0.00481,0.00089,-0.0003,0.4779,0.661
ah94w301.dat,0.5,0.3601,0.00771,0.00273,-0.1006,0.4261,0.387
mh95.dat,0.5,0.2763,0.00519,0.00112,-0.043,0.4188,0.6775
ag16.dat,0.5,,,,,,
naca66-018.dat,0.5,0.0599,0.00408,0.00094,-0.0012,0.6869,0.6954
fx66a175.dat,0.5,0.5689,0.00599,0.00122,-0.102,0.422,0.4623
l188root.dat,0.5,0.3292,0.00447,0.00078,-0.0629,0.6065,0.5991
e180.dat,0.5,0.197,0.00439,0.00038,-0.0186,0.5354,0.5293
sd7034.dat,0.5,0.4739,0.00536,0.00069,-0.0795,0.4776,0.3249
mh94.dat,0.5,0.2996,0.00578,0.00118,-0.0529,0.3712,0.5526
fx79l100.dat,0.5,0.0538,0.00441,0.00043,0.0007,0.5146,0.5708
mh110.dat,0.5,-0.0114,0.00497,0.00053,0.0372,0.2864,0.6423
dga1138.dat,0.5,0.3963,0.00768,0.00114,-0.0545,0.1667,0.1082
c5a.dat,0.5,0.1914,0.00478,0.00079,-0.0429,0.5179,0.6366
e625.dat,0.5,0.1603,0.00657,0.00114,0.0174,0.347,0.2805
eiffel430.dat,0.5,0.5488,0.00785,0.00161,-0.0617,0.22,0.1051
fx71120.dat,0.5,0.0528,0.00825,0.00142,0.0011,0.0602,0.1346
mue139.dat,0.5,0.4822,0.00744,0.00142,-0.0611,0.2928,0.0777
naca001035.dat,0.5,0.0522,0.00267,0.00042,0.0006,0.8268,0.8756
usnps4.dat,0.5,0.7096,0.00764,0.00168,-0.1315,0.3824,0.0617
ah21-9.dat,0.5,0.3482,0.00401,0.00046,-0.0723,0.5872,0.673
arad13.dat,0.5,0.4213,0.00827,0.00233,-0.0526,0.301,0.1678
goe795.dat,0.5,0.3248,0.0051,0.00048,-0.0577,0.5647,0.2867
e545.dat,0.5,0.3916,0.00517,0.00103,-0.074,0.4901,0.6005
glennmartin4.dat,0.5,0.3829,0.00964,0.00336,-0.0526,0.3423,0.0651
sd8020.dat,0.5,0.0534,0.00485,0.00053,0.0006,0.4368,0.5483
goe394.dat,0.5,,,,,,
hq3510.dat,0.5,0.5485,0.0044,0.00061,-0.107,0.5698,0.5818
goe741.dat,0.5,0.2831,0.00689,0.00132,-0.0018,0.4023,0.0991
rae101.dat,0.5,,,,,,
mrc-20.dat,0.5,0.4492,0.00497,0.00105,-0.08,0.5684,0.593
k1.dat,0.5,0.3489,0.00632,0.00113,-0.0857,0.1883,0.537
m20.dat,0.5,,,,,,
e197.dat,0.5,0.3664,0.00489,0.00069,-0.064,0.5311,0.4946
eiffel10.dat,0.5,,,,,,
naca001065.dat,0.5,0.0279,0.00435,0.00068,0.006,0.4596,0.7999
s2062.dat,0.5,0.299,0.00427,0.00042,-0.0569,0.5497,0.5812
fx73cl1152.dat,0.5,0.6926,0.00722,0.0015,-0.1151,0.3537,0.087
hq2090sm.dat,0.5,0.3392,0.00399,0.00041,-0.0618,0.5905,0.6312
ah80140.dat,0.5,0.4055,0.0061,0.00094,-0.0471,0.4561,0.1831
j5012.dat,0.5,,,,,,
e520.dat,0.5,0.0596,0.00405,0.00055,-0.0007,0.5929,0.629
goe373.dat,0.5,,,,,,
naca652215.dat,0.5,0.2407,0.00423,0.00067,-0.0427,0.6095,0.6207
s9026.dat,0.5,0.0557,0.00505,0.00052,0.0002,0.3906,0.4998
hq1511.dat,0.5,0.2695,0.00433,0.00051,-0.0461,0.5249,0.6176
k3.dat,0.5,0.638,0.00819,0.00271,-0.1511,0.2061,0.4943
v23010.dat,0.5,0.1772,0.00745,0.00106,-0.0087,0.2322,0.0222
goe561.dat,0.5,0.6376,0.0111,0.0052,-0.0589,0.3986,0.0244
e543.dat,0.5,0.3197,0.0046,0.00104,-0.0508,0.56,0.7072
ag13.dat,0.5,0.2916,0.00503,0.00039,-0.0488,0.408,0.4317
a18sm.dat,0.5,0.5592,0.00548,0.0009,-0.12,0.5666,0.2748
ag45ct02r.dat,0.5,0.2376,0.00482,0.00041,-0.0302,0.4078,0.5273
n63415.dat,0.5,0.4216,0.00473,0.00077,-0.0823,0.5343,0.5452
s9037.dat,0.5,0.4563,0.00494,0.0006,-0.08,0.5008,0.4494
hq109.dat,0.5,0.1975,0.00393,0.00036,-0.0309,0.578,0.6409
e1211.dat,0.5,0.5884,0.00733,0.00165,-0.099,0.3149,0.2007
s4053.dat,0.5,0.4026,0.00451,0.00049,-0.0717,0.5772,0.4908
ames03.dat,0.5,,,,,,
hq259.dat,0.5,0.4085,0.00407,0.00045,-0.0772,0.5829,0.6267
c141f.dat,0.5,0.3776,0.00717,0.00118,-0.0718,0.3459,0.0733
fx71089a.dat,0.5,0.0529,0.00732,0.00096,0.001,0.076,0.2087
isa571.dat,0.5,0.5544,0.00707,0.00094,-0.0883,0.293,0.0491
c141e.dat,0.5,0.3161,0.00475,0.00075,-0.0593,0.5822,0.5258
goe802b.dat,0.5,0.7249,0.008,0.00248,-0.1206,0.4495,0.0191
e656.dat,0.5,0.6816,0.00508,0.00104,-0.1296,0.6056,0.4312
e654.dat,0.5,0.7446,0.00468,0.00114,-0.1478,0.5918,0.6466
fx74cl5140.dat,0.5,,,,,,
goe515.dat,0.5,0.3433,0.00538,0.00051,-0.0614,0.5834,0.1442
e329.dat,0.5,0.3411,0.00488,0.00097,-0.0325,0.3798,0.7748
mh91.dat,0.5,0.0696,0.00519,0.00088,0.0257,0.3259,0.6383
hq010.dat,0.5,0.0568,0.00401,0.00038,-0.0001,0.562,0.6294
ag37.dat,0.5,0.4366,0.00434,0.00085,-0.0456,0.3611,1.0
e171.dat,0.5,0.0575,0.00446,0.00049,-0.0003,0.5372,0.5683
coanda1.dat,0.5,0.3139,0.00646,0.00091,-0.0384,0.4176,0.0721
ncambre.dat,0.5,0.159,0.00551,0.00077,-0.0087,0.3841,0.4908
s1210.dat,0.5,1.198,0.0073,0.00217,-0.2637,0.4184,0.261
sd8000.dat,0.5,0.2799,0.00484,0.00052,-0.0496,0.4693,0.4931
la2573a.dat,0.5,0.139,0.00711,0.00124,0.0196,0.3739,0.0373
naca641112.dat,0.5,0.1485,0.00421,0.00048,-0.0214,0.5672,0.5995
ch10sm.dat,0.5,1.3291,0.00661,0.00193,-0.2881,0.5865,0.0805
n63012a.dat,0.5,,,,,,
goe329.dat,0.5,0.6634,0.00765,0.0019,-0.116,0.3815,0.0204
kc135d.dat,0.5,0.2849,0.00558,0.00048,-0.0385,0.6031,0.0335
m2.dat,0.5,0.056,0.00643,0.00086,-0.0008,0.1177,0.4735
hq309.dat,0.5,0.4786,0.00417,0.00049,-0.0923,0.5872,0.597
ah79k135.dat,0.5,0.4016,0.00357,0.00056,-0.0681,0.6639,0.7515
naca66206.dat,0.5,0.2328,0.00312,0.00023,-0.0434,0.6902,0.7854
raf27.dat,0.5,0.0505,0.00437,0.00046,0.0011,0.4951,0.6271
s7055.dat,0.5,0.4108,0.00511,0.00064,-0.0665,0.523,0.3861
b29tip.dat,0.5,0.1526,0.00516,0.00052,-0.0035,0.5,0.3554
goe484.dat,0.5,0.6538,0.00595,0.0008,-0.1397,0.5201,0.0254
e335.dat,0.5,0.0062,0.00434,0.0007,0.0523,0.3506,0.8296
tempest2.dat,0.5,0.1417,0.00403,0.00056,-0.0165,0.6007,0.6864
ht08.dat,0.5,0.057,0.00515,0.0006,-0.0004,0.3159,0.5629
ste87391.dat,0.5,0.7503,0.00565,0.0018,-0.1678,0.5976,0.5397
c141a.dat,0.5,0.2209,0.00413,0.00073,-0.0411,0.6411,0.6678
hq2590sm.dat,0.5,0.4358,0.00404,0.00046,-0.0844,0.6054,0.6078
n5h15.dat,0.5,0.1703,0.00657,0.00118,0.0026,0.4972,0.1396
goe534.dat,0.5,0.6228,0.00732,0.00143,-0.0965,0.319,0.0727
goe274.dat,0.5,0.6691,0.0079,0.00197,-0.1219,0.3342,0.0217
usa35b.dat,0.5,0.6945,0.00584,0.00123,-0.091,0.3879,0.5408
fx082512.dat,0.5,0.6881,0.00891,0.00228,-0.1859,0.0037,0.3071
tempest3.dat,0.5,0.1534,0.00369,0.00043,-0.0191,0.6202,0.7335
eiffel428.dat,0.5,0.5453,0.00858,0.00171,-0.0814,0.0875,0.0466
vr8b.dat,0.5,0.138,0.00898,0.00206,-0.011,0.018,0.0168
goe797.dat,0.5,0.6212,0.00658,0.00145,-0.1239,0.5458,0.1516
l7769.dat,0.5,0.3356,0.0063,0.0008,-0.0279,0.3963,0.0807
naca747a315.dat,0.5,0.1995,0.00424,0.0008,-0.0095,0.5014,0.7767
e407.dat,0.5,0.6964,0.00397,0.00082,-0.1686,0.7374,0.5818
s5010.dat,0.5,0.1459,0.00526,0.00053,0.0051,0.4351,0.3704
m10.dat,0.5,0.208,0.00571,0.00058,-0.0247,0.5277,0.1337
rg15a111.dat,0.5,0.3365,0.00456,0.00064,-0.0618,0.4854,0.6389
goe548.dat,0.5,0.3372,0.0046,0.00066,-0.0676,0.5734,0.5659
august160.dat,0.5,0.4578,0.00789,0.00161,-0.0342,0.2986,0.0144
e1233.dat,0.5,0.6091,0.0063,0.00172,-0.1063,0.359,0.6217
e333.dat,0.5,0.3001,0.00655,0.00097,-0.0181,0.3729,0.1603
usa35.dat,0.5,0.7933,0.00768,0.00201,-0.1359,0.4269,0.0692
naca1.dat,0.5,0.0555,0.00707,0.00194,0.0003,0.3823,0.4185
df102.dat,0.5,0.3104,0.00557,0.00075,-0.0483,0.4282,0.3818
rae100.dat,0.5,0.0554,0.00498,0.00052,0.0004,0.4116,0.5025
sd7043.dat,0.5,0.5082,0.00503,0.00063,-0.0965,0.5092,0.3935
sc20412.dat,0.5,0.3367,0.00629,0.0015,-0.0819,0.231,0.6294
naca634421.dat,0.5,0.4246,0.00553,0.00125,-0.0791,0.4902,0.4899
doa5.dat,0.5,0.3913,0.00631,0.00147,-0.0855,0.3247,0.575
goe683.dat,0.5,0.3151,0.00713,0.00168,-0.0289,0.3845,0.3015
e174.dat,0.5,0.4679,0.00479,0.00051,-0.0831,0.5307,0.4206
e472.dat,0.5,0.0554,0.0071,0.00104,0.0008,0.1932,0.2208
goe322.dat,0.5,0.6388,0.00716,0.00143,-0.093,0.424,0.0187
goe238.dat,0.5,0.5111,0.00651,0.00094,-0.0703,0.4226,0.0233
naca653218.dat,0.5,0.2412,0.00463,0.00089,-0.0421,0.5874,0.5935
eiffel371.dat,0.5,0.3625,0.00586,0.00132,-0.0398,0.4091,0.5351
rc410.dat,0.5,,,,,,
ag14.dat,0.5,0.3018,0.00513,0.0004,-0.05,0.393,0.4082
joukowsk.dat,0.5,0.0587,0.00535,0.00063,-0.0001,0.3631,0.4277
apex16.dat,0.5,0.4654,0.00463,0.00064,-0.0956,0.6697,0.42
usa40b.dat,0.5,0.5715,0.00736,0.00149,-0.0975,0.2509,0.2027
sd5060.dat,0.5,0.3068,0.00507,0.00052,-0.0503,0.4773,0.3792
goe282.dat,0.5,0.6528,0.00661,0.00121,-0.1209,0.4325,0.1355
goe55.dat,0.5,0.2457,0.00738,0.00137,-0.0289,0.2588,0.0488
e474.dat,0.5,0.0566,0.00705,0.00115,0.0004,0.2305,0.2568
e639.dat,0.5,0.4461,0.00711,0.00114,-0.0462,0.3629,0.0133
ah94156.dat,0.5,0.4526,0.00386,0.00092,-0.0771,0.6293,0.8176
psu94097.dat,0.5,0.5733,0.00448,0.00077,-0.1129,0.6003,0.5766
sa7026.dat,0.5,0.5172,0.00474,0.00051,-0.1002,0.5981,0.3632
mh83.dat,0.5,0.5287,0.00689,0.00124,-0.0657,0.2954,0.1506
s3014.dat,0.5,0.2917,0.0051,0.00052,-0.0399,0.5095,0.3529
s3010.dat,0.5,0.3566,0.00513,0.00064,-0.0541,0.4328,0.4564
e1200.dat,0.5,0.604,0.00447,0.00097,-0.1187,0.6138,0.6247
m18.dat,0.5,0.2859,0.007,0.00117,-0.0244,0.435,0.0299
s9032.dat,0.5,,,,,,
e818.dat,0.5,0.5353,0.00362,0.00043,-0.1356,0.7966,0.4778
dh4009sm.dat,0.5,0.1184,0.00354,0.00037,-0.0146,0.6695,0.7292
ag11.dat,0.5,0.2791,0.006,0.00059,-0.0345,0.3921,0.1336
goe256.dat,0.5,0.5517,0.00732,0.00158,-0.0958,0.4479,0.0803
a63a108c.dat,0.5,0.0526,0.00539,0.00107,0.0018,0.3874,0.5817
e544.dat,0.5,0.3564,0.00469,0.00099,-0.0627,0.5607,0.6593
eh2510.dat,0.5,0.1613,0.00787,0.00128,0.0015,0.0057,0.227
goe387.dat,0.5,0.602,0.00725,0.0015,-0.0967,0.4233,0.0271
rc1264c.dat,0.5,0.1557,0.00506,0.00078,-0.0168,0.5449,0.497
dae31.dat,0.5,0.813,0.00559,0.00089,-0.1579,0.5973,0.0498
fx71l150.dat,0.5,0.058,0.00475,0.00064,-0.0002,0.4861,0.5417
goe647.dat,0.5,0.605,0.00781,0.00176,-0.0925,0.3035,0.131
hq2012.dat,0.5,0.3384,0.00437,0.00058,-0.0603,0.5546,0.5922
e182.dat,0.5,0.1087,0.0045,0.00037,0.0028,0.5374,0.4833
nacam2.dat,0.5,0.0548,0.00536,0.00067,-0.0002,0.3088,0.5841
goe574.dat,0.5,,,,,,
e521.dat,0.5,0.0585,0.00384,0.0005,-0.0006,0.6078,0.667
e377.dat,0.5,0.7459,0.00611,0.00099,-0.1241,0.4485,0.002
npl9510.dat,0.5,0.3003,0.00733,0.00156,-0.0889,0.0369,0.4967
jx-gs-04.dat,0.5,0.1744,0.00464,0.00039,-0.0152,0.3937,0.5926
e331.dat,0.5,0.1147,0.0059,0.00086,0.0248,0.3619,0.3924
fx08s176.dat,0.5,0.6333,0.00669,0.00131,-0.0957,0.5068,0.0646
e635.dat,0.5,0.0969,0.00726,0.00102,0.0366,0.3346,0.0022
e231.dat,0.5,0.2885,0.00335,0.00057,-0.0396,0.6588,0.8419
ah88k130.dat,0.5,0.6385,0.00351,0.00065,-0.1348,0.7108,0.7691
usa25.dat,0.5,0.5036,0.0071,0.00126,-0.0797,0.3713,0.0253
vr13.dat,0.5,0.1661,0.00673,0.00095,-0.0012,0.2867,0.2236
naca2421.dat,0.5,0.311,0.0068,0.00169,-0.0499,0.4243,0.3625
naca64a010.dat,0.5,0.0543,0.00387,0.0004,0.0003,0.6006,0.6689
naca23012.dat,0.5,0.1857,0.00564,0.00092,-0.0078,0.2934,0.6024
naca634221.dat,0.5,0.2435,0.00545,0.00116,-0.0402,0.4836,0.4933
eiffel385.dat,0.5,0.8633,0.0073,0.00171,-0.1053,0.327,0.2089
e584.dat,0.5,0.5884,0.00442,0.00116,-0.1024,0.5706,0.7995
goe546.dat,0.5,0.5057,0.00509,0.00069,-0.0992,0.5288,0.4046
e637.dat,0.5,0.2453,0.00689,0.00102,-0.004,0.3501,0.0833
naca644421.dat,0.5,0.4196,0.00562,0.00132,-0.0792,0.4951,0.5021
v13009.dat,0.5,0.1552,0.00554,0.00066,-0.0107,0.3216,0.4775
mh26.dat,0.5,0.2104,0.00307,0.00058,-0.0307,0.7203,0.8807
fx78pk188.dat,0.5,0.3563,0.00427,0.00105,-0.0669,0.6657,0.6979
goe513.dat,0.5,0.3749,0.00837,0.00215,-0.0366,0.3834,0.0187
