name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,1.0,0.663,0.00635,0.0018,-0.1058,0.3546,0.6412
n64212.dat,1.0,0.297,0.00427,0.00054,-0.0428,0.5486,0.6128
jx-gs-04.dat,1.0,0.2253,0.00416,0.00043,-0.014,0.3625,0.8188
r1082.dat,1.0,0.4893,0.00477,0.00119,-0.0732,0.5358,0.7398
giiik.dat,1.0,0.2425,0.00502,0.00059,-0.0174,0.4343,0.5089
goe448.dat,1.0,1.2764,0.00754,0.00256,-0.2439,0.5273,0.0635
fx75vg166.dat,1.0,0.421,0.00433,0.00142,-0.0618,0.6613,0.7751
goe400.dat,1.0,0.5413,0.00593,0.00061,-0.0793,0.4207,0.0875
goe587.dat,1.0,0.3533,0.00203,-0.00289,-0.0411,0.4543,0.2737
s5020.dat,1.0,0.2273,0.00621,0.00055,0.004,0.4082,0.017
kc135c.dat,1.0,0.2765,0.00407,0.00048,-0.0242,0.5799,0.6675
ah93k131.dat,1.0,0.2956,0.00393,0.0007,-0.0177,0.6527,0.6862
aquilasm.dat,1.0,0.5035,0.00613,0.00072,-0.0647,0.434,0.0847
sm701.dat,1.0,0.679,0.0058,0.00145,-0.1272,0.4458,0.576
mh22.dat,1.0,0.2294,0.00388,0.00033,-0.015,0.4916,0.7539
e221.dat,1.0,0.1978,0.00423,0.00049,-0.0026,0.4402,0.738
naca2415.dat,1.0,0.3662,0.00575,0.00111,-0.0525,0.4371,0.4739
oa213.dat,1.0,0.2904,0.00556,0.00138,-0.0036,0.3098,0.733
goe436.dat,1.0,0.5107,0.00698,0.00109,-0.075,0.3443,0.0775
fx63143.dat,1.0,0.4362,0.00938,0.00217,-0.0551,0.0728,0.0122
eh0009.dat,1.0,0.1106,0.00445,0.00043,0.0002,0.4299,0.6462
mh83.dat,1.0,0.5881,0.00674,0.00128,-0.0659,0.29,0.2346
fx71089a.dat,1.0,0.1059,0.00724,0.00102,0.002,0.045,0.3035
goe241.dat,1.0,1.2597,0.0083,0.00309,-0.2323,0.3762,0.3433
e343.dat,1.0,0.3469,0.00492,0.00116,-0.0106,0.3525,0.8521
goe81.dat,1.0,0.7884,0.00738,0.00178,-0.1295,0.3764,0.0208
goe775.dat,1.0,0.0998,0.00659,0.00161,-0.0001,0.3801,0.448
glennmartin2.dat,1.0,0.6228,0.00808,0.00187,-0.0651,0.2894,0.1052
naca64a410.dat,1.0,,,,,,
s4095.dat,1.0,0.3952,0.01006,0.00579,-0.0517,0.3898,0.6953
goe450.dat,1.0,0.7133,0.00632,0.00093,-0.1273,0.4834,0.0279
n10.dat,1.0,0.7202,0.00588,0.00167,-0.0865,0.2879,0.9026
mh113.dat,1.0,1.0311,0.00623,0.0017,-0.1992,0.4978,0.376
s3010.dat,1.0,0.4139,0.00508,0.0007,-0.0542,0.4076,0.5406
curtisc72.dat,1.0,0.8027,0.00645,0.0016,-0.1005,0.3104,0.5937
ui1720.dat,1.0,0.6458,0.00813,0.00202,-0.0885,0.2167,0.1225
e678.dat,1.0,0.8559,0.00531,0.0018,-0.1835,0.6095,0.6798
