name,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
e1233.dat,6.5,1.2281,0.00835,0.00364,-0.0962,0.2873,0.7207
n64212.dat,6.5,0.893,0.00969,0.00416,-0.0416,0.0004,0.7798
jx-gs-04.dat,6.5,0.8441,0.00755,0.0029,-0.0136,0.0292,1.0
r1082.dat,6.5,1.1012,0.0061,0.00233,-0.0763,0.4294,0.7773
giiik.dat,6.5,0.8594,0.00815,0.00319,-0.0183,0.0195,1.0
goe448.dat,6.5,1.504,0.0265,0.01913,-0.1873,0.0013,0.0713
fx75vg166.dat,6.5,0.896,0.00931,0.00468,-0.0382,0.201,0.7899
goe400.dat,6.5,,,,,,
goe587.dat,6.5,,,,,,
s5020.dat,6.5,0.8693,0.00678,0.00241,-0.0024,0.1142,1.0
kc135c.dat,6.5,0.871,0.00847,0.00356,-0.0239,0.0188,0.992
ah93k131.dat,6.5,0.9704,0.00812,0.0041,-0.0381,0.2464,0.9876
aquilasm.dat,6.5,1.1126,0.00714,0.00275,-0.0652,0.19,1.0
sm701.dat,6.5,1.2329,0.00943,0.0041,-0.1162,0.1868,0.6485
mh22.dat,6.5,0.8318,0.01325,0.00934,-0.0129,0.0027,1.0
e221.dat,6.5,0.8866,0.00841,0.00344,-0.0199,0.0106,1.0
naca2415.dat,6.5,,,,,,
oa213.dat,6.5,0.9532,0.00777,0.0033,-0.015,0.1522,0.9589
goe436.dat,6.5,,,,,,
fx63143.dat,6.5,1.0346,0.01128,0.00451,-0.0557,0.0468,0.2498
eh0009.dat,6.5,0.7253,0.00805,0.00346,0.0005,0.005,0.9965
mh83.dat,6.5,,,,,,
fx71089a.dat,6.5,0.7515,0.00821,0.00367,0.001,0.0335,0.997
goe241.dat,6.5,1.621,0.02221,0.01521,-0.1936,0.0007,0.4739
e343.dat,6.5,0.97,0.00657,0.00257,-0.0129,0.295,0.9038
goe81.dat,6.5,1.3477,0.01261,0.00707,-0.121,0.0004,1.0
goe775.dat,6.5,0.7062,0.00825,0.00314,0.004,0.1687,0.7071
glennmartin2.dat,6.5,,,,,,
naca64a410.dat,6.5,1.0427,0.0097,0.00459,-0.0779,0.0097,1.0
s4095.dat,6.5,1.0424,0.01213,0.00727,-0.0595,0.0951,1.001
goe450.dat,6.5,,,,,,
n10.dat,6.5,1.2935,0.01165,0.00611,-0.0825,0.013,1.0001
mh113.dat,6.5,1.555,0.009,0.00474,-0.1819,0.3085,1.0
s3010.dat,6.5,1.0316,0.00741,0.0029,-0.0533,0.1321,1.0
curtisc72.dat,6.5,1.3783,0.0107,0.00553,-0.0968,0.0697,1.0
ui1720.dat,6.5,,,,,,
e678.dat,6.5,,,,,,
mh45.dat,6.5,0.8421,0.00707,0.00265,-0.0078,0.0899,1.0
sg6050.dat,6.5,1.1577,0.00791,0.00366,-0.0966,0.2592,0.9452
e387.dat,6.5,1.0996,0.0097,0.00444,-0.0771,0.0063,1.0
clarkx.dat,6.5,,,,,,
fx73cl3152.dat,6.5,1.565,0.00874,0.00401,-0.1673,0.3307,0.6135
giiia.dat,6.5,0.6668,0.00841,0.00355,0.0236,0.0019,0.9712
raf89.dat,6.5,0.4083,0.01551,0.00931,0.049,0.0012,0.5744
psu94097.dat,6.5,1.2323,0.00933,0.00422,-0.1136,0.0745,1.0
marske1.dat,6.5,0.7532,0.00907,0.00416,0.0431,0.0267,0.9508
e1210.dat,6.5,1.2939,0.00787,0.00355,-0.0902,0.2326,1.0
goe596.dat,6.5,1.0907,0.01057,0.00533,-0.0696,0.0007,1.0
naca661212.dat,6.5,0.8439,0.0096,0.00421,-0.0355,0.0111,0.796
e216.dat,6.5,1.4935,0.01166,0.00602,-0.1921,0.0524,0.9375
fg4.dat,6.5,1.2759,0.0126,0.00707,-0.0863,0.0377,1.0
rg15.dat,6.5,0.9695,0.009,0.00393,-0.0562,0.0044,1.0
fx76mp120.dat,6.5,1.6239,0.0085,0.00454,-0.2062,0.3694,1.0
naca1408.dat,6.5,0.8426,0.00806,0.00332,-0.0252,0.016,1.0
e197.dat,6.5,1.0253,0.00813,0.00351,-0.0639,0.1246,1.0
ag24.dat,6.5,1.0218,0.0087,0.00371,-0.0645,0.0208,1.0
hor12.dat,6.5,1.2404,0.0115,0.00586,-0.1126,0.0007,0.9995
goe493.dat,6.5,0.9902,0.01153,0.00628,-0.0712,0.0006,1.0
e184.dat,6.5,,,,,,
e582.dat,6.5,1.2424,0.00809,0.00362,-0.115,0.2941,0.7941
n66021.dat,6.5,0.4296,0.01152,0.00636,0.0459,0.1267,0.6987
ag455ct02r.dat,6.5,0.9101,0.00773,0.00301,-0.0291,0.0327,1.0
e580.dat,6.5,1.2594,0.01317,0.00659,-0.134,0.0008,0.574
m1.dat,6.5,,,,,,
vr15.dat,6.5,0.8362,0.00771,0.00298,-0.0084,0.0456,0.9998
lg10sc.dat,6.5,0.849,0.00718,0.00267,-0.0108,0.1071,0.9952
usa41.dat,6.5,1.121,0.01499,0.01019,-0.0828,0.0005,1.0
e226.dat,6.5,0.84,0.00869,0.00384,-0.0238,0.0057,1.0
usa40b.dat,6.5,1.1888,0.01164,0.00567,-0.0828,0.0007,0.8078
goe498.dat,6.5,1.1896,0.01376,0.00727,-0.1008,0.0,0.5974
c141f.dat,6.5,1.0228,0.00886,0.00379,-0.065,0.0569,1.0
s3025.dat,6.5,1.0958,0.00883,0.00373,-0.0748,0.052,1.0
goe683.dat,6.5,0.683,0.01234,0.00719,0.0303,0.001,0.968
fx74130wp2.dat,6.5,1.1078,0.01094,0.00546,-0.0946,0.0515,0.826
e392.dat,6.5,1.1613,0.01001,0.00464,-0.0961,0.0094,1.0
sd7034.dat,6.5,1.1438,0.00746,0.00303,-0.0789,0.1795,1.0
e328.dat,6.5,0.9348,0.0065,0.00226,-0.0155,0.2626,0.8494
fx79l120.dat,6.5,0.6806,0.0081,0.00287,0.0124,0.0362,0.7438
ag16.dat,6.5,0.9607,0.00857,0.00367,-0.0495,0.0082,1.0
b540ols.dat,6.5,0.7514,0.00782,0.00312,0.0008,0.0279,1.0
dga1138.dat,6.5,1.0483,0.01048,0.00552,-0.0538,0.0033,1.0
v23010.dat,6.5,0.8621,0.00886,0.00378,-0.0104,0.0008,0.9985
n64012.dat,6.5,,,,,,
dsma523b.dat,6.5,1.3014,0.01255,0.00662,-0.1458,0.0237,0.6647
goe324.dat,6.5,1.2051,0.01185,0.00627,-0.0634,0.0006,1.0
mh91.dat,6.5,0.7684,0.00673,0.00242,0.0222,0.1851,0.8723
rc0864c.dat,6.5,0.8131,0.01029,0.00579,-0.0163,0.0034,0.9984
sd8040.dat,6.5,1.0355,0.00783,0.00312,-0.0598,0.1001,1.0
goe585.dat,6.5,,,,,,
mh92.dat,6.5,0.7538,0.00673,0.00242,0.0266,0.1911,0.8627
fx84w218.dat,6.5,1.0542,0.00739,0.00335,-0.0674,0.3713,0.7378
du84132v.dat,6.5,1.1122,0.01138,0.00529,-0.0908,0.0003,0.7521
nl722343.dat,6.5,0.9201,0.00926,0.00356,-0.0424,0.0189,0.6936
defcnd2.dat,6.5,1.0768,0.00801,0.00353,-0.0609,0.2035,0.994
