  
       XFOIL         Version 6.99
  
 Calculated polar for: miley.dat                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1068   0.00820   0.00300  -0.0313   0.5038   0.0039
  -1.500   0.1628   0.00772   0.00244  -0.0309   0.5035   0.0041
  -1.000   0.2195   0.00736   0.00202  -0.0307   0.5033   0.0043
  -0.500   0.2769   0.00710   0.00173  -0.0307   0.5028   0.0046
   0.000   0.3346   0.00685   0.00151  -0.0308   0.5018   0.0112
   0.500   0.3926   0.00667   0.00135  -0.0311   0.5004   0.0150
   1.000   0.4509   0.00646   0.00114  -0.0314   0.4977   0.0202
   1.500   0.5023   0.00549   0.00103  -0.0307   0.4951   0.3919
   2.000   0.5419   0.00432   0.00106  -0.0274   0.4928   0.8590
   2.500   0.6737   0.00418   0.00117  -0.0443   0.4907   0.9977
   3.000   0.7503   0.00417   0.00115  -0.0489   0.4896   1.0000
   3.500   0.8055   0.00417   0.00115  -0.0487   0.4875   1.0000
   4.000   0.8608   0.00418   0.00117  -0.0487   0.4850   1.0000
   4.500   0.9163   0.00420   0.00118  -0.0486   0.4810   1.0000
   5.000   0.9718   0.00425   0.00124  -0.0487   0.4767   1.0000
   5.500   1.0274   0.00430   0.00130  -0.0487   0.4692   1.0000
   6.000   1.0824   0.00444   0.00139  -0.0488   0.4536   1.0000
   6.500   1.1352   0.00485   0.00169  -0.0486   0.4181   1.0000
   7.000   1.1799   0.00633   0.00271  -0.0476   0.3199   1.0000
   7.500   1.2291   0.00718   0.00338  -0.0472   0.2754   1.0000
   8.000   1.2782   0.00802   0.00406  -0.0469   0.2384   1.0000
   8.500   1.3217   0.00948   0.00521  -0.0462   0.1769   1.0000
   9.000   1.3390   0.01379   0.00873  -0.0442   0.0378   1.0000
   9.500   1.3705   0.01646   0.01129  -0.0441   0.0080   1.0000
  10.000   1.3857   0.02261   0.01755  -0.0485   0.0002   1.0000
