  
       XFOIL         Version 6.99
  
 Calculated polar for: uag8814320.dat                                  
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.5096   0.00586   0.00112  -0.1526   0.7274   0.0028
  -1.500   0.5651   0.00572   0.00098  -0.1528   0.7227   0.0028
  -1.000   0.6183   0.00562   0.00087  -0.1526   0.7161   0.0113
  -0.500   0.6713   0.00537   0.00081  -0.1523   0.7103   0.0679
   0.000   0.7202   0.00509   0.00082  -0.1513   0.7025   0.1967
   0.500   0.7648   0.00450   0.00087  -0.1496   0.6957   0.4758
   1.000   0.8079   0.00416   0.00095  -0.1474   0.6868   0.6717
   1.500   0.8489   0.00391   0.00105  -0.1444   0.6769   0.8233
   2.000   0.9148   0.00381   0.00127  -0.1471   0.6665   0.9699
   2.500   0.9856   0.00401   0.00143  -0.1510   0.6541   0.9829
   3.000   1.0638   0.00427   0.00163  -0.1567   0.6399   0.9876
   3.500   1.1282   0.00457   0.00186  -0.1593   0.6208   0.9923
   4.000   1.1893   0.00486   0.00209  -0.1612   0.6011   0.9953
   4.500   1.2513   0.00528   0.00239  -0.1636   0.5702   0.9981
   5.000   1.2764   0.00608   0.00294  -0.1579   0.5137   1.0000
   5.500   1.2462   0.00674   0.00345  -0.1398   0.4727   1.0000
   6.000   1.2479   0.00782   0.00437  -0.1297   0.4313   1.0000
   6.500   1.2497   0.00974   0.00605  -0.1212   0.3756   1.0000
   7.000   1.2437   0.01247   0.00840  -0.1123   0.2951   1.0000
   7.500   1.2520   0.01463   0.01028  -0.1059   0.2358   1.0000
   8.000   1.2414   0.01776   0.01291  -0.0970   0.1396   1.0000
   8.500   1.2476   0.02030   0.01512  -0.0909   0.0751   1.0000
   9.000   1.2443   0.02359   0.01804  -0.0838   0.0037   1.0000
   9.500   1.2751   0.02505   0.01953  -0.0814   0.0018   1.0000
  10.000   1.3064   0.02655   0.02105  -0.0793   0.0016   1.0000
