  
       XFOIL         Version 6.99
  
 Calculated polar for: fx2.dat                                         
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -1.500   0.4144   0.00596   0.00232  -0.1513   0.7724   0.4048
  -1.000   0.4690   0.00496   0.00199  -0.1527   0.7720   0.6124
  -0.500   0.5294   0.00488   0.00195  -0.1544   0.7714   0.6274
   0.000   0.5893   0.00486   0.00196  -0.1561   0.7708   0.6356
   0.500   0.6495   0.00479   0.00191  -0.1577   0.7693   0.6424
   1.000   0.7008   0.00415   0.00113  -0.1570   0.7425   0.6469
   2.000   0.5892   0.00701   0.00325  -0.1111   0.5540   0.6566
   2.500   0.5402   0.00957   0.00547  -0.0923   0.4712   0.6590
   3.500   0.4366   0.01603   0.01017  -0.0567   0.0021   0.6657
   4.000   0.4807   0.01657   0.01070  -0.0557   0.0024   0.6677
   4.500   0.5247   0.01714   0.01124  -0.0547   0.0030   0.6695
   5.000   0.5658   0.01783   0.01193  -0.0533   0.0022   0.6711
