  
       XFOIL         Version 6.99
  
 Calculated polar for: rc0864c.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1128   0.00584   0.00109  -0.0197   0.8426   0.0005
  -1.500  -0.0573   0.00580   0.00100  -0.0196   0.8114   0.0008
  -1.000  -0.0037   0.00574   0.00077  -0.0189   0.7495   0.0025
  -0.500   0.0510   0.00604   0.00097  -0.0187   0.6749   0.0068
   0.000   0.1003   0.00656   0.00082  -0.0175   0.4666   0.0080
   0.500   0.1450   0.00810   0.00104  -0.0158   0.0440   0.0106
   1.000   0.1994   0.00812   0.00112  -0.0154   0.0098   0.0773
   1.500   0.2417   0.00634   0.00119  -0.0134   0.0084   0.7553
   2.000   0.2880   0.00605   0.00144  -0.0109   0.0075   0.9336
   2.500   0.3399   0.00619   0.00158  -0.0098   0.0056   0.9641
   3.000   0.3942   0.00637   0.00171  -0.0093   0.0045   0.9761
   3.500   0.4518   0.00666   0.00197  -0.0096   0.0040   0.9831
   4.000   0.5066   0.00706   0.00239  -0.0093   0.0040   0.9890
   5.000   0.6315   0.00833   0.00374  -0.0125   0.0037   0.9929
   5.500   0.6917   0.00931   0.00479  -0.0137   0.0036   0.9950
   6.000   0.7526   0.00983   0.00532  -0.0150   0.0035   0.9968
   6.500   0.8131   0.01029   0.00579  -0.0163   0.0034   0.9984
   7.000   0.8752   0.01034   0.00578  -0.0178   0.0032   0.9994
   7.500   0.9315   0.01066   0.00608  -0.0181   0.0028   1.0000
   8.000   0.9787   0.01080   0.00616  -0.0163   0.0022   1.0000
   9.000   1.0343   0.01692   0.01296  -0.0061   0.0006   1.0000
