  
       XFOIL         Version 6.99
  
 Calculated polar for: joukowsk.dat                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.2345   0.00558   0.00080   0.0004   0.5233   0.2653
  -1.500  -0.1760   0.00548   0.00072   0.0003   0.4915   0.2977
  -1.000  -0.1173   0.00540   0.00066   0.0002   0.4601   0.3301
  -0.500  -0.0587   0.00537   0.00063   0.0001   0.4267   0.3614
   0.000   0.0000   0.00535   0.00062  -0.0000   0.3948   0.3951
   0.500   0.0587   0.00535   0.00063  -0.0001   0.3631   0.4277
   1.000   0.1174   0.00541   0.00066  -0.0002   0.3301   0.4594
   1.500   0.1760   0.00549   0.00072  -0.0003   0.2959   0.4912
   2.000   0.2345   0.00558   0.00080  -0.0004   0.2644   0.5241
   2.500   0.2930   0.00572   0.00091  -0.0005   0.2326   0.5552
   3.000   0.3513   0.00588   0.00105  -0.0005   0.2021   0.5876
   3.500   0.4094   0.00607   0.00121  -0.0006   0.1727   0.6203
   4.000   0.4674   0.00630   0.00141  -0.0006   0.1456   0.6523
   4.500   0.5252   0.00655   0.00164  -0.0005   0.1209   0.6866
   5.000   0.5828   0.00681   0.00189  -0.0005   0.1002   0.7215
   5.500   0.6401   0.00710   0.00218  -0.0004   0.0823   0.7572
   6.000   0.6971   0.00739   0.00250  -0.0002   0.0681   0.7948
   6.500   0.7537   0.00768   0.00284   0.0001   0.0568   0.8358
   7.000   0.8094   0.00797   0.00320   0.0005   0.0482   0.8821
   7.500   0.8613   0.00823   0.00358   0.0019   0.0415   0.9436
   8.000   0.9189   0.00859   0.00397   0.0020   0.0358   1.0000
   8.500   0.9749   0.00909   0.00443   0.0022   0.0310   1.0000
   9.500   1.0856   0.01013   0.00543   0.0030   0.0242   1.0000
  10.000   1.1403   0.01067   0.00597   0.0034   0.0221   1.0000
