  
       XFOIL         Version 6.99
  
 Calculated polar for: giiib.dat                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1850   0.00661   0.00115   0.0035   0.6775   0.0013
  -1.500  -0.1300   0.00659   0.00103   0.0037   0.6341   0.0014
  -1.000  -0.0784   0.00615   0.00082   0.0045   0.5951   0.1043
   0.000   0.0089   0.00413   0.00048   0.0087   0.5316   0.6862
   0.500   0.0626   0.00407   0.00048   0.0092   0.5026   0.7368
   1.000   0.1160   0.00407   0.00051   0.0097   0.4671   0.7840
   1.500   0.1690   0.00416   0.00058   0.0103   0.4202   0.8284
   2.000   0.2212   0.00441   0.00071   0.0110   0.3525   0.8674
   2.500   0.2706   0.00516   0.00098   0.0119   0.2034   0.8898
   3.000   0.3246   0.00556   0.00117   0.0121   0.1455   0.9018
   3.500   0.3736   0.00663   0.00171   0.0131   0.0010   0.9134
   4.000   0.4293   0.00686   0.00192   0.0130   0.0009   0.9226
   4.500   0.4843   0.00710   0.00218   0.0131   0.0009   0.9344
   5.000   0.5394   0.00738   0.00248   0.0132   0.0011   0.9447
   5.500   0.5940   0.00767   0.00278   0.0134   0.0015   0.9552
   6.000   0.6488   0.00801   0.00315   0.0135   0.0018   0.9647
   6.500   0.7016   0.00844   0.00363   0.0141   0.0021   0.9738
   7.000   0.7595   0.00906   0.00431   0.0134   0.0020   0.9812
   7.500   0.8128   0.00988   0.00521   0.0137   0.0018   0.9883
