  
       XFOIL         Version 6.99
  
 Calculated polar for: b29root.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0919   0.00649   0.00160  -0.0151   0.4890   0.3510
  -1.500  -0.0442   0.00635   0.00154  -0.0133   0.4826   0.3783
  -1.000   0.0037   0.00629   0.00151  -0.0115   0.4726   0.4034
  -0.500   0.0537   0.00619   0.00149  -0.0102   0.4671   0.4276
   0.000   0.1022   0.00611   0.00148  -0.0085   0.4596   0.4567
   0.500   0.1499   0.00605   0.00149  -0.0067   0.4498   0.4895
   1.000   0.1995   0.00595   0.00149  -0.0053   0.4450   0.5218
   1.500   0.2483   0.00594   0.00152  -0.0038   0.4366   0.5472
   2.000   0.2976   0.00592   0.00156  -0.0023   0.4296   0.5731
   2.500   0.3473   0.00588   0.00160  -0.0009   0.4244   0.6006
   3.000   0.3942   0.00589   0.00167   0.0010   0.4165   0.6303
   3.500   0.4420   0.00589   0.00174   0.0028   0.4105   0.6579
   4.000   0.4903   0.00588   0.00181   0.0044   0.4060   0.6847
   4.500   0.5345   0.00593   0.00190   0.0069   0.3987   0.7120
   5.000   0.5774   0.00596   0.00201   0.0096   0.3919   0.7403
   5.500   0.6155   0.00603   0.00212   0.0133   0.3809   0.7679
   6.000   0.6438   0.00605   0.00224   0.0191   0.3730   0.8007
   6.500   0.6746   0.00614   0.00242   0.0243   0.3639   0.8372
   7.000   0.7020   0.00627   0.00266   0.0301   0.3521   0.8772
   7.500   0.7367   0.00655   0.00298   0.0341   0.3370   0.9107
   8.500   0.8734   0.00740   0.00378   0.0272   0.3038   0.9425
   9.000   0.9406   0.00824   0.00448   0.0232   0.2713   0.9526
   9.500   0.9888   0.00893   0.00513   0.0234   0.2535   0.9629
