  
       XFOIL         Version 6.99
  
 Calculated polar for: nasasc2-0714.dat                                
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3615   0.00477   0.00129  -0.1422   0.6501   0.5676
  -1.500   0.4142   0.00573   0.00156  -0.1415   0.4644   0.5812
  -1.000   0.4694   0.00641   0.00179  -0.1413   0.3335   0.5929
  -0.500   0.5252   0.00700   0.00201  -0.1411   0.2344   0.6023
   0.000   0.5811   0.00757   0.00227  -0.1409   0.1531   0.6121
   0.500   0.6384   0.00795   0.00247  -0.1409   0.1149   0.6145
   1.000   0.6960   0.00827   0.00267  -0.1409   0.0913   0.6171
   1.500   0.7530   0.00866   0.00292  -0.1408   0.0655   0.6218
   2.000   0.8105   0.00896   0.00316  -0.1407   0.0579   0.6258
   2.500   0.8679   0.00925   0.00341  -0.1406   0.0537   0.6285
   3.000   0.9251   0.00951   0.00364  -0.1404   0.0517   0.6308
   3.500   0.9815   0.00986   0.00394  -0.1401   0.0473   0.6322
   4.000   1.0383   0.01013   0.00420  -0.1398   0.0456   0.6349
   4.500   1.0944   0.01046   0.00450  -0.1394   0.0422   0.6389
   5.000   1.1500   0.01081   0.00484  -0.1389   0.0390   0.6420
   5.500   1.2045   0.01123   0.00522  -0.1381   0.0350   0.6446
   6.000   1.2590   0.01162   0.00559  -0.1373   0.0332   0.6467
   6.500   1.3121   0.01212   0.00605  -0.1363   0.0303   0.6486
   7.000   1.3653   0.01255   0.00649  -0.1352   0.0290   0.6500
   7.500   1.4177   0.01304   0.00698  -0.1340   0.0274   0.6542
   8.000   1.4683   0.01365   0.00760  -0.1325   0.0254   0.6585
   8.500   1.5195   0.01413   0.00811  -0.1310   0.0249   0.6618
   9.000   1.5691   0.01469   0.00869  -0.1293   0.0240   0.6643
   9.500   1.6170   0.01534   0.00934  -0.1272   0.0230   0.6663
  10.000   1.6621   0.01616   0.01018  -0.1246   0.0215   0.6676
