  
       XFOIL         Version 6.99
  
 Calculated polar for: boe103.dat                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2168   0.00662   0.00121  -0.0844   0.5940   0.0036
  -1.500   0.2726   0.00652   0.00108  -0.0841   0.5697   0.0192
  -1.000   0.3296   0.00657   0.00105  -0.0841   0.5508   0.0030
  -0.500   0.3854   0.00654   0.00101  -0.0839   0.5270   0.0194
   0.000   0.4408   0.00663   0.00101  -0.0836   0.4966   0.0202
   0.500   0.4940   0.00654   0.00103  -0.0830   0.4558   0.1108
   1.000   0.5390   0.00606   0.00119  -0.0814   0.3769   0.4780
   1.500   0.5899   0.00614   0.00138  -0.0805   0.3245   0.6100
   2.000   0.6418   0.00615   0.00157  -0.0797   0.2902   0.7388
   2.500   0.6930   0.00608   0.00176  -0.0786   0.2677   0.8717
   3.000   0.7245   0.00760   0.00261  -0.0740   0.0863   0.9543
   3.500   0.7760   0.00857   0.00327  -0.0732   0.0012   0.9901
   4.000   0.8486   0.00895   0.00358  -0.0771   0.0017   0.9990
   4.500   0.9009   0.00927   0.00387  -0.0764   0.0023   1.0000
   5.000   0.9490   0.00963   0.00421  -0.0747   0.0020   1.0000
   5.500   0.9980   0.01009   0.00468  -0.0734   0.0012   1.0000
   6.500   1.0940   0.01127   0.00589  -0.0705   0.0005   1.0000
   7.000   1.1393   0.01206   0.00672  -0.0686   0.0004   1.0000
   7.500   1.1768   0.01338   0.00816  -0.0654   0.0004   1.0000
   8.000   1.2160   0.01448   0.00932  -0.0626   0.0004   1.0000
   8.500   1.2483   0.01572   0.01063  -0.0586   0.0004   1.0000
   9.000   1.2743   0.01717   0.01215  -0.0538   0.0004   1.0000
   9.500   1.2957   0.01889   0.01397  -0.0487   0.0004   1.0000
  10.000   1.3124   0.02099   0.01615  -0.0436   0.0004   1.0000
