  
       XFOIL         Version 6.99
  
 Calculated polar for: dh4009sm.dat                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.1180   0.00598   0.00105  -0.0225   0.7987   0.0077
  -1.500  -0.0660   0.00576   0.00081  -0.0217   0.7752   0.0294
  -1.000  -0.0349   0.00390   0.00041  -0.0173   0.7572   0.5423
  -0.500   0.0136   0.00353   0.00036  -0.0159   0.7394   0.6603
   0.000   0.0653   0.00343   0.00036  -0.0151   0.7177   0.7162
   0.500   0.1184   0.00354   0.00037  -0.0146   0.6695   0.7292
   1.000   0.1672   0.00396   0.00043  -0.0133   0.5472   0.7418
   1.500   0.2112   0.00475   0.00062  -0.0111   0.3485   0.7548
   2.000   0.2532   0.00576   0.00090  -0.0086   0.1109   0.7683
   2.500   0.3034   0.00620   0.00113  -0.0076   0.0325   0.7819
   3.000   0.3562   0.00644   0.00132  -0.0071   0.0181   0.7956
   3.500   0.4094   0.00665   0.00158  -0.0067   0.0127   0.8097
   4.000   0.4613   0.00700   0.00197  -0.0060   0.0080   0.8244
   4.500   0.5134   0.00732   0.00236  -0.0053   0.0071   0.8400
   5.000   0.5638   0.00782   0.00300  -0.0043   0.0068   0.8570
   5.500   0.6129   0.00845   0.00379  -0.0029   0.0065   0.8749
   6.000   0.6612   0.00909   0.00458  -0.0015   0.0062   0.8974
   6.500   0.7098   0.00962   0.00525  -0.0001   0.0057   0.9262
   7.500   0.8321   0.01255   0.00867  -0.0039   0.0044   0.9851
   8.500   0.9275   0.01713   0.01383  -0.0020   0.0039   1.0000
   9.000   0.9455   0.02221   0.01949   0.0043   0.0037   1.0000
   9.500   0.8412   0.05100   0.04973   0.0222   0.0033   1.0000
  10.000   0.8119   0.06029   0.05928   0.0263   0.0031   1.0000
