  
       XFOIL         Version 6.99
  
 Calculated polar for: ah93w480b.dat                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2314   0.04452   0.03770  -0.0857   0.5544   0.3741
  -1.500   0.3064   0.04458   0.03777  -0.0936   0.5439   0.3855
  -1.000   0.3814   0.04469   0.03792  -0.1016   0.5319   0.4078
  -0.500   0.4567   0.04477   0.03805  -0.1097   0.5256   0.4257
   0.000   0.5311   0.04486   0.03814  -0.1175   0.5125   0.4466
   0.500   0.6066   0.04496   0.03834  -0.1257   0.5086   0.4688
   1.000   0.6815   0.04506   0.03848  -0.1337   0.5020   0.4879
   1.500   0.7552   0.04523   0.03872  -0.1415   0.4874   0.5266
   2.000   0.8299   0.04539   0.03901  -0.1495   0.4820   0.5616
   2.500   0.9034   0.04550   0.03914  -0.1572   0.4733   0.5837
   3.000   0.9779   0.04578   0.03962  -0.1653   0.4650   0.6441
   3.500   1.0507   0.04593   0.03981  -0.1728   0.4568   0.6711
   4.000   1.1231   0.04621   0.04023  -0.1803   0.4469   0.7269
   4.500   1.1951   0.04632   0.04049  -0.1876   0.4435   0.7664
   5.000   1.2772   0.04766   0.04246  -0.1981   0.4343   0.9300
   5.500   1.4323   0.05160   0.04638  -0.2297   0.4231   0.9338
   6.000   1.3698   0.04610   0.04085  -0.1980   0.4145   0.9843
   6.500   1.4440   0.04684   0.04155  -0.2062   0.4075   0.9848
   7.000   1.5345   0.04827   0.04297  -0.2190   0.4030   0.9854
   7.500   1.7201   0.05305   0.04763  -0.2592   0.3928   0.9408
   8.000   1.7272   0.05245   0.04703  -0.2482   0.3870   0.9910
   9.000   1.9390   0.05623   0.05077  -0.2825   0.3763   0.9953
   9.500   2.0148   0.05914   0.05363  -0.2913   0.3655   0.9988
  10.000   2.0818   0.06112   0.05561  -0.2974   0.3604   0.9994
