  
       XFOIL         Version 6.99
  
 Calculated polar for: hq17.dat                                        
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.3790   0.00627   0.00118  -0.1306   0.6742   0.0012
  -1.500   0.4351   0.00613   0.00110  -0.1311   0.6669   0.0155
  -1.000   0.4912   0.00593   0.00103  -0.1317   0.6616   0.0589
  -0.500   0.5375   0.00458   0.00092  -0.1313   0.6526   0.5424
   0.000   0.5926   0.00410   0.00090  -0.1318   0.6483   0.7202
   0.500   0.6493   0.00414   0.00099  -0.1324   0.6359   0.7603
   1.000   0.7038   0.00430   0.00107  -0.1325   0.6156   0.7735
   1.500   0.7580   0.00448   0.00117  -0.1326   0.6005   0.7812
   2.000   0.8117   0.00464   0.00133  -0.1326   0.5867   0.7922
   2.500   0.8268   0.00596   0.00198  -0.1248   0.4467   0.7966
   3.000   0.8179   0.00722   0.00272  -0.1120   0.3215   0.8020
   3.500   0.8017   0.00875   0.00375  -0.0983   0.2062   0.8065
   4.000   0.7788   0.01092   0.00532  -0.0845   0.0555   0.8107
   4.500   0.8033   0.01194   0.00618  -0.0796   0.0010   0.8135
   5.000   0.8412   0.01253   0.00676  -0.0772   0.0009   0.8180
   5.500   0.8778   0.01320   0.00743  -0.0747   0.0010   0.8206
   6.000   0.9137   0.01394   0.00817  -0.0721   0.0011   0.8226
   6.500   0.9494   0.01472   0.00895  -0.0697   0.0014   0.8246
   7.000   0.9839   0.01559   0.00983  -0.0671   0.0016   0.8263
   7.500   1.0181   0.01652   0.01076  -0.0645   0.0021   0.8278
