  
       XFOIL         Version 6.99
  
 Calculated polar for: fx78k140a20.dat                                 
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2439   0.00600   0.00108  -0.0900   0.6572   0.0790
  -1.500   0.2963   0.00571   0.00098  -0.0897   0.6553   0.1465
  -1.000   0.3474   0.00534   0.00090  -0.0891   0.6533   0.2478
  -0.500   0.3920   0.00475   0.00083  -0.0873   0.6507   0.4431
   0.000   0.4321   0.00416   0.00076  -0.0844   0.6473   0.6459
   0.500   0.4724   0.00377   0.00080  -0.0812   0.6422   0.8150
   2.000   0.6364   0.00401   0.00109  -0.0811   0.6321   0.8599
   2.500   0.6916   0.00412   0.00123  -0.0812   0.6275   0.8680
   3.000   0.7481   0.00418   0.00131  -0.0818   0.6234   0.8705
   3.500   0.8039   0.00426   0.00138  -0.0822   0.6178   0.8714
   4.000   0.8604   0.00429   0.00143  -0.0828   0.6105   0.8723
   4.500   0.9158   0.00437   0.00150  -0.0832   0.5981   0.8734
   5.500   0.9850   0.00606   0.00251  -0.0758   0.4293   0.8761
   6.000   0.9930   0.00831   0.00395  -0.0680   0.2558   0.8779
   6.500   1.0237   0.01105   0.00597  -0.0670   0.0977   0.8792
   7.000   1.0668   0.01434   0.00883  -0.0707   0.0047   0.8801
   7.500   1.1127   0.01562   0.01013  -0.0716   0.0043   0.8808
   8.000   1.1489   0.01728   0.01184  -0.0710   0.0026   0.8817
   8.500   1.1857   0.01873   0.01332  -0.0703   0.0022   0.8825
   9.000   1.2144   0.02063   0.01530  -0.0685   0.0021   0.8834
   9.500   1.2477   0.02217   0.01683  -0.0673   0.0015   0.8840
  10.000   1.2629   0.02487   0.01970  -0.0640   0.0012   0.8847
