  
       XFOIL         Version 6.99
  
 Calculated polar for: r1082t.dat                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1229   0.00617   0.00122  -0.0663   0.5590   0.2281
  -1.500   0.1738   0.00562   0.00108  -0.0658   0.5541   0.3680
  -1.000   0.2235   0.00481   0.00091  -0.0653   0.5514   0.5850
  -0.500   0.2788   0.00444   0.00089  -0.0654   0.5503   0.7070
   0.000   0.3378   0.00445   0.00091  -0.0662   0.5486   0.7236
   0.500   0.3966   0.00446   0.00094  -0.0670   0.5456   0.7370
   1.000   0.4549   0.00452   0.00098  -0.0676   0.5408   0.7468
   1.500   0.5123   0.00462   0.00106  -0.0681   0.5341   0.7551
   2.000   0.5715   0.00468   0.00112  -0.0690   0.5316   0.7591
   2.500   0.6301   0.00468   0.00116  -0.0697   0.5280   0.7662
   3.000   0.6878   0.00476   0.00123  -0.0703   0.5217   0.7709
   3.500   0.7451   0.00486   0.00132  -0.0709   0.5139   0.7742
   4.000   0.8033   0.00492   0.00139  -0.0716   0.5074   0.7760
   4.500   0.8596   0.00505   0.00149  -0.0720   0.4953   0.7771
   5.000   0.9149   0.00521   0.00161  -0.0722   0.4775   0.7798
   5.500   0.9630   0.00567   0.00188  -0.0710   0.4271   0.7839
   6.000   1.0010   0.00654   0.00241  -0.0679   0.3478   0.7872
   6.500   1.0376   0.00738   0.00296  -0.0647   0.2819   0.7901
   7.000   1.0681   0.00830   0.00358  -0.0602   0.2162   0.7928
   7.500   1.0925   0.00914   0.00419  -0.0546   0.1657   0.7952
   8.000   1.1101   0.00986   0.00478  -0.0475   0.1319   0.8000
   8.500   1.1266   0.01071   0.00552  -0.0405   0.1032   0.8058
   9.000   1.1420   0.01163   0.00636  -0.0338   0.0807   0.8106
   9.500   1.1561   0.01273   0.00738  -0.0273   0.0629   0.8141
  10.000   1.1714   0.01392   0.00858  -0.0216   0.0508   0.8226
