  
       XFOIL         Version 6.99
  
 Calculated polar for: doa5.dat                                        
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.2093   0.00674   0.00151  -0.1042   0.6485   0.0351
  -1.500   0.2529   0.00668   0.00144  -0.1018   0.6022   0.0782
  -1.000   0.2754   0.00526   0.00103  -0.0961   0.5475   0.4825
  -0.500   0.3094   0.00566   0.00117  -0.0916   0.4479   0.5261
   0.000   0.3458   0.00608   0.00135  -0.0876   0.3622   0.5554
   0.500   0.3913   0.00631   0.00147  -0.0855   0.3247   0.5750
   1.000   0.4391   0.00648   0.00159  -0.0838   0.3014   0.5901
   1.500   0.4868   0.00667   0.00173  -0.0821   0.2799   0.6068
   2.000   0.5307   0.00699   0.00191  -0.0797   0.2430   0.6187
   2.500   0.5600   0.00773   0.00231  -0.0744   0.1604   0.6254
   3.000   0.6013   0.00809   0.00257  -0.0715   0.1345   0.6361
   4.000   0.6753   0.00922   0.00332  -0.0642   0.0497   0.6576
   4.500   0.7081   0.00996   0.00392  -0.0597   0.0008   0.6697
   5.000   0.7520   0.01032   0.00424  -0.0575   0.0007   0.6764
   5.500   0.7941   0.01067   0.00461  -0.0550   0.0007   0.6842
   6.000   0.8368   0.01107   0.00500  -0.0526   0.0008   0.6901
   6.500   0.8787   0.01149   0.00543  -0.0502   0.0008   0.6954
   7.000   0.9185   0.01196   0.00592  -0.0474   0.0009   0.7025
   7.500   0.9590   0.01246   0.00642  -0.0448   0.0011   0.7078
   8.000   0.9976   0.01301   0.00698  -0.0419   0.0013   0.7137
   8.500   1.0357   0.01360   0.00760  -0.0391   0.0013   0.7193
