  
       XFOIL         Version 6.99
  
 Calculated polar for: davis_corrected.dat                             
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.0521   0.00648   0.00116  -0.0186   0.4419   0.2234
  -1.500   0.0029   0.00627   0.00108  -0.0181   0.4336   0.2664
  -1.000   0.0576   0.00609   0.00103  -0.0176   0.4241   0.3173
  -0.500   0.1124   0.00590   0.00099  -0.0171   0.4161   0.3733
   0.000   0.1674   0.00574   0.00097  -0.0166   0.4081   0.4298
   0.500   0.2222   0.00562   0.00097  -0.0162   0.3992   0.4878
   1.000   0.2773   0.00548   0.00099  -0.0157   0.3925   0.5473
   1.500   0.3319   0.00540   0.00104  -0.0152   0.3831   0.6059
   2.000   0.3870   0.00530   0.00108  -0.0148   0.3774   0.6629
   2.500   0.4413   0.00525   0.00116  -0.0142   0.3689   0.7173
   3.000   0.4962   0.00521   0.00124  -0.0137   0.3629   0.7663
   3.500   0.5502   0.00521   0.00134  -0.0131   0.3550   0.8127
   4.000   0.6046   0.00522   0.00146  -0.0125   0.3486   0.8543
   4.500   0.6587   0.00527   0.00159  -0.0119   0.3412   0.8921
   5.000   0.7142   0.00535   0.00174  -0.0115   0.3343   0.9231
   5.500   0.7718   0.00551   0.00192  -0.0117   0.3227   0.9470
   6.000   0.8306   0.00581   0.00215  -0.0123   0.3023   0.9632
   6.500   0.9017   0.00610   0.00239  -0.0156   0.2876   0.9710
   7.000   0.9663   0.00644   0.00267  -0.0176   0.2718   0.9774
   7.500   1.0161   0.00685   0.00300  -0.0163   0.2522   0.9847
   8.000   1.0805   0.00747   0.00346  -0.0186   0.2192   0.9873
   8.500   1.1371   0.00868   0.00431  -0.0199   0.1560   0.9914
   9.000   1.1901   0.01005   0.00535  -0.0206   0.0990   0.9956
   9.500   1.2457   0.01107   0.00620  -0.0216   0.0706   0.9982
  10.000   1.3014   0.01199   0.00701  -0.0226   0.0539   0.9996
