  
       XFOIL         Version 6.99
  
 Calculated polar for: k3311sm.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.1614   0.00608   0.00088  -0.0792   0.5952   0.0401
  -1.500   0.2164   0.00596   0.00078  -0.0789   0.5767   0.0661
  -1.000   0.2693   0.00557   0.00068  -0.0783   0.5601   0.1867
  -0.500   0.3222   0.00521   0.00063  -0.0778   0.5438   0.3209
   0.000   0.3753   0.00496   0.00062  -0.0772   0.5268   0.4422
   0.500   0.4290   0.00482   0.00066  -0.0768   0.5097   0.5368
   1.500   0.5372   0.00479   0.00079  -0.0759   0.4732   0.6585
   2.000   0.5910   0.00479   0.00088  -0.0754   0.4560   0.7186
   2.500   0.6429   0.00475   0.00099  -0.0744   0.4370   0.8015
   3.000   0.7154   0.00460   0.00117  -0.0782   0.4125   0.9707
   3.500   0.7962   0.00488   0.00134  -0.0840   0.3843   0.9980
   4.000   0.8595   0.00517   0.00151  -0.0857   0.3568   1.0000
   4.500   0.9085   0.00550   0.00172  -0.0843   0.3246   1.0000
   5.000   0.9543   0.00604   0.00204  -0.0823   0.2737   1.0000
   5.500   0.9985   0.00672   0.00243  -0.0801   0.2148   1.0000
   6.000   1.0444   0.00731   0.00284  -0.0782   0.1720   1.0000
   6.500   1.0883   0.00804   0.00334  -0.0760   0.1249   1.0000
   7.000   1.1310   0.00884   0.00392  -0.0736   0.0813   1.0000
   7.500   1.1722   0.00972   0.00459  -0.0710   0.0439   1.0000
   8.000   1.2140   0.01053   0.00527  -0.0685   0.0230   1.0000
   8.500   1.2578   0.01118   0.00588  -0.0664   0.0150   1.0000
   9.000   1.3011   0.01182   0.00651  -0.0642   0.0111   1.0000
   9.500   1.3426   0.01253   0.00722  -0.0617   0.0085   1.0000
  10.000   1.3844   0.01316   0.00787  -0.0594   0.0078   1.0000
