  
       XFOIL         Version 6.99
  
 Calculated polar for: fxlv152.dat                                     
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.2200   0.00579   0.00103  -0.0009   0.5645   0.2992
  -1.500  -0.1639   0.00522   0.00079  -0.0011   0.5588   0.3968
  -1.000  -0.1061   0.00495   0.00070  -0.0015   0.5513   0.4524
  -0.500  -0.0475   0.00477   0.00063  -0.0020   0.5433   0.4887
   0.000   0.0108   0.00469   0.00061  -0.0024   0.5195   0.5259
   0.500   0.0689   0.00485   0.00065  -0.0028   0.4773   0.5418
   1.000   0.1276   0.00494   0.00070  -0.0033   0.4526   0.5527
   1.500   0.1839   0.00540   0.00086  -0.0035   0.3664   0.5574
   2.000   0.2398   0.00590   0.00107  -0.0036   0.2845   0.5633
   2.500   0.2940   0.00663   0.00139  -0.0036   0.1706   0.5694
   3.000   0.3487   0.00733   0.00174  -0.0037   0.0812   0.5734
   3.500   0.4048   0.00786   0.00206  -0.0038   0.0362   0.5763
   4.000   0.4616   0.00819   0.00234  -0.0041   0.0197   0.5821
   4.500   0.5189   0.00845   0.00261  -0.0044   0.0181   0.5881
   5.000   0.5762   0.00872   0.00287  -0.0047   0.0170   0.5926
   5.500   0.6331   0.00901   0.00314  -0.0049   0.0151   0.5966
   6.000   0.6898   0.00930   0.00343  -0.0052   0.0119   0.6056
   6.500   0.7453   0.00976   0.00388  -0.0052   0.0054   0.6133
   7.000   0.8009   0.01016   0.00432  -0.0053   0.0049   0.6246
   7.500   0.8558   0.01065   0.00484  -0.0053   0.0045   0.6324
   8.000   0.9099   0.01117   0.00542  -0.0052   0.0042   0.6437
   8.500   0.9631   0.01179   0.00609  -0.0050   0.0040   0.6501
   9.000   1.0153   0.01247   0.00682  -0.0046   0.0040   0.6572
   9.500   1.0656   0.01329   0.00772  -0.0041   0.0038   0.6652
