  
       XFOIL         Version 6.99
  
 Calculated polar for: jn153.dat                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000   0.6775   0.00887   0.00354  -0.1584   0.4502   0.0100
  -1.500   0.7386   0.00862   0.00328  -0.1590   0.4497   0.0104
  -1.000   0.7993   0.00845   0.00310  -0.1596   0.4492   0.0107
  -0.500   0.8599   0.00832   0.00296  -0.1602   0.4487   0.0109
   0.000   0.9206   0.00819   0.00282  -0.1608   0.4481   0.0120
   0.500   0.9810   0.00810   0.00278  -0.1614   0.4476   0.0230
   1.000   1.0418   0.00789   0.00278  -0.1623   0.4469   0.1055
   1.500   1.1035   0.00751   0.00282  -0.1636   0.4461   0.3035
   2.000   1.1640   0.00737   0.00288  -0.1645   0.4452   0.4023
   2.500   1.2244   0.00723   0.00298  -0.1655   0.4444   0.5252
   3.000   1.2846   0.00713   0.00307  -0.1664   0.4435   0.6350
   3.500   1.3446   0.00700   0.00317  -0.1673   0.4426   0.7553
   4.000   1.4021   0.00680   0.00326  -0.1676   0.4414   0.9030
   4.500   1.4559   0.00674   0.00330  -0.1670   0.4399   1.0000
   5.000   1.5139   0.00694   0.00348  -0.1676   0.4376   1.0000
   5.500   1.5721   0.00709   0.00363  -0.1682   0.4362   1.0000
   6.000   1.6314   0.00707   0.00363  -0.1691   0.4355   1.0000
   6.500   1.6910   0.00703   0.00360  -0.1700   0.4338   1.0000
   7.000   1.7507   0.00697   0.00355  -0.1709   0.4296   1.0000
   7.500   1.8090   0.00699   0.00352  -0.1717   0.4219   1.0000
   8.000   1.8658   0.00714   0.00363  -0.1723   0.4108   1.0000
   8.500   1.9187   0.00755   0.00396  -0.1723   0.3935   1.0000
   9.000   1.9700   0.00804   0.00439  -0.1720   0.3798   1.0000
   9.500   2.0213   0.00848   0.00481  -0.1718   0.3692   1.0000
  10.000   2.0715   0.00896   0.00528  -0.1714   0.3580   1.0000
