  
       XFOIL         Version 6.99
  
 Calculated polar for: m2.dat                                          
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.117     Re =     3.500 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -2.000  -0.2269   0.00626   0.00122   0.0021   0.8051   0.0032
  -1.500  -0.1696   0.00622   0.00106   0.0018   0.7428   0.0146
  -1.000  -0.1130   0.00604   0.00089   0.0014   0.6356   0.1005
  -0.500  -0.0561   0.00644   0.00086   0.0008   0.4672   0.1188
   0.500   0.0560   0.00643   0.00086  -0.0008   0.1177   0.4735
   1.000   0.1129   0.00602   0.00090  -0.0014   0.1015   0.6420
   1.500   0.1694   0.00615   0.00104  -0.0019   0.0262   0.7471
   2.000   0.2265   0.00628   0.00123  -0.0022   0.0019   0.7992
   2.500   0.2826   0.00623   0.00142  -0.0021   0.0029   0.8802
   3.000   0.3376   0.00646   0.00182  -0.0017   0.0014   0.9240
   3.500   0.3931   0.00694   0.00238  -0.0016   0.0008   0.9375
