1.000000000000000000e+00 0.000000000000000000e+00
9.497200000000000086e-01 1.123999999999999999e-02
8.994499999999999718e-01 2.198999999999999913e-02
7.989800000000000235e-01 4.096999999999999947e-02
6.985400000000000498e-01 5.845999999999999808e-02
5.981999999999999540e-01 7.195999999999999619e-02
4.979100000000000192e-01 8.344999999999999640e-02
3.977399999999999824e-01 9.044000000000000650e-02
2.976900000000000102e-01 9.243999999999999440e-02
1.978300000000000058e-01 8.694999999999999951e-02
1.480200000000000127e-01 7.920000000000000651e-02
9.833999999999999686e-02 6.646000000000000518e-02
7.355000000000000426e-02 5.784000000000000252e-02
4.884000000000000147e-02 4.621999999999999720e-02
2.418000000000000010e-02 3.259999999999999704e-02
1.193999999999999923e-02 2.230000000000000038e-02
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
1.286999999999999950e-02 -1.468000000000000034e-02
2.551000000000000142e-02 -2.035999999999999963e-02
5.056999999999999690e-02 -2.273999999999999980e-02
7.556999999999999829e-02 -2.261000000000000162e-02
1.005599999999999966e-01 -2.248999999999999957e-02
1.505299999999999971e-01 -2.123999999999999846e-02
2.005000000000000115e-01 -1.999000000000000082e-02
3.004399999999999848e-01 -1.748999999999999860e-02
4.003700000000000037e-01 -1.498999999999999985e-02
5.003100000000000325e-01 -1.248999999999999937e-02
6.002499999999999503e-01 -9.990000000000000616e-03
7.001899000000000317e-01 -7.499999999999999722e-03
8.001300000000000079e-01 -5.000000000000000104e-03
9.000599000000000238e-01 -2.500000000000000052e-03
9.500300000000000411e-01 -1.250000000000000026e-03
1.000000000000000000e+00 0.000000000000000000e+00
