1.000000000000000000e+00 0.000000000000000000e+00
9.905903999999999821e-01 7.326999999999999746e-04
9.797474999999999934e-01 1.576600000000000050e-03
9.689113999999999782e-01 2.415000000000000046e-03
9.580731000000000108e-01 3.249000000000000152e-03
9.472344000000000319e-01 4.079600000000000067e-03
9.363936999999999955e-01 4.907599999999999810e-03
9.255505000000000537e-01 5.734500000000000014e-03
9.147062999999999722e-01 6.560599999999999765e-03
9.038602999999999499e-01 7.386499999999999837e-03
8.930126000000000452e-01 8.212600000000000455e-03
8.821636999999999951e-01 9.039000000000000160e-03
8.713136000000000214e-01 9.865999999999999770e-03
8.604625000000000190e-01 1.069329999999999933e-02
8.496103999999999878e-01 1.152079999999999944e-02
8.387567999999999691e-01 1.234840000000000070e-02
8.279026000000000440e-01 1.317590000000000081e-02
8.170475999999999850e-01 1.400269999999999987e-02
8.061911999999999967e-01 1.482879999999999962e-02
7.953343999999999969e-01 1.565389999999999837e-02
7.844763999999999626e-01 1.647770000000000137e-02
7.736178999999999695e-01 1.729980000000000059e-02
7.627585000000000059e-01 1.812019999999999950e-02
7.518979999999999553e-01 1.893869999999999928e-02
7.410368000000000510e-01 1.975539999999999935e-02
7.301754999999999773e-01 2.057000000000000148e-02
7.193131000000000386e-01 2.138260000000000161e-02
7.084498999999999658e-01 2.219370000000000023e-02
6.975867999999999514e-01 2.300309999999999855e-02
6.867231999999999781e-01 2.381120000000000111e-02
6.758593999999999991e-01 2.461810000000000040e-02
6.649956999999999674e-01 2.542430000000000037e-02
6.541327999999999587e-01 2.622980000000000103e-02
6.432695000000000496e-01 2.703500000000000000e-02
6.324068000000000467e-01 2.784040000000000126e-02
6.215456000000000314e-01 2.864579999999999904e-02
6.106848000000000276e-01 2.945160000000000139e-02
5.998257000000000172e-01 3.025780000000000136e-02
5.889678999999999887e-01 3.106429999999999955e-02
5.781117999999999535e-01 3.187099999999999655e-02
5.672576000000000285e-01 3.267769999999999703e-02
5.564055999999999447e-01 3.348380000000000106e-02
5.455560000000000409e-01 3.428860000000000241e-02
5.347085999999999784e-01 3.509140000000000176e-02
5.238639000000000490e-01 3.589130000000000098e-02
5.130223999999999895e-01 3.668699999999999739e-02
5.021832999999999991e-01 3.747700000000000337e-02
4.913470999999999811e-01 3.826000000000000234e-02
4.805140999999999996e-01 3.903419999999999807e-02
4.696847000000000105e-01 3.979730000000000073e-02
4.588578999999999852e-01 4.054750000000000021e-02
4.480345000000000022e-01 4.128249999999999975e-02
4.372143000000000002e-01 4.199989999999999973e-02
4.263977999999999935e-01 4.269690000000000291e-02
4.155842000000000147e-01 4.337089999999999695e-02
4.047737000000000140e-01 4.401950000000000307e-02
3.939669000000000088e-01 4.463969999999999744e-02
3.831628999999999730e-01 4.522869999999999668e-02
3.723618000000000205e-01 4.578410000000000118e-02
3.615634999999999821e-01 4.630309999999999981e-02
3.507676000000000127e-01 4.678360000000000157e-02
3.399752999999999803e-01 4.722300000000000109e-02
3.291868000000000016e-01 4.761869999999999992e-02
3.184012999999999982e-01 4.796840000000000132e-02
3.076203000000000132e-01 4.827000000000000041e-02
2.968444000000000083e-01 4.852080000000000282e-02
2.860735999999999835e-01 4.871849999999999792e-02
2.753083000000000058e-01 4.886120000000000047e-02
2.645510999999999835e-01 4.894609999999999933e-02
2.538020000000000276e-01 4.897060000000000302e-02
2.430635999999999908e-01 4.893170000000000158e-02
2.323365000000000014e-01 4.882589999999999847e-02
2.216213999999999962e-01 4.865030000000000049e-02
2.109218999999999955e-01 4.840089999999999670e-02
2.002383000000000079e-01 4.807349999999999818e-02
1.895731999999999973e-01 4.766379999999999922e-02
1.789299000000000028e-01 4.716650000000000009e-02
1.683112999999999970e-01 4.657599999999999935e-02
1.577216999999999925e-01 4.588539999999999980e-02
1.471649999999999903e-01 4.508720000000000089e-02
1.366461999999999954e-01 4.417299999999999699e-02
1.261726999999999987e-01 4.313360000000000111e-02
1.157611000000000057e-01 4.195720000000000005e-02
1.054163000000000044e-01 4.062700000000000339e-02
9.513589999999999547e-02 3.912990000000000218e-02
8.495719999999999661e-02 3.745409999999999712e-02
7.490729999999999611e-02 3.557570000000000177e-02
6.500380000000000047e-02 3.346980000000000094e-02
5.529850000000000043e-02 3.111339999999999939e-02
4.585190000000000099e-02 2.847790000000000044e-02
3.675769999999999732e-02 2.553839999999999930e-02
2.817669999999999897e-02 2.229029999999999900e-02
2.040190000000000059e-02 1.879410000000000108e-02
1.388370000000000055e-02 1.525409999999999960e-02
8.988400000000000556e-03 1.199719999999999953e-02
5.624800000000000112e-03 9.237600000000000325e-03
3.385500000000000054e-03 6.954700000000000291e-03
1.902100000000000101e-03 5.031800000000000335e-03
9.330000000000000186e-04 3.366099999999999908e-03
3.405999999999999848e-04 1.903699999999999923e-03
4.210000000000000011e-05 5.940999999999999667e-04
0.000000000000000000e+00 0.000000000000000000e+00
5.539999999999999813e-05 -8.084000000000000257e-04
5.990999999999999798e-04 -2.096499999999999839e-03
1.675599999999999963e-03 -3.184300000000000151e-03
3.209099999999999887e-03 -4.228199999999999667e-03
5.310699999999999796e-03 -5.330900000000000395e-03
